listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade,dias_disponiveis,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,score_risco_bruto,status_operacional
MHFA0604,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,426,1618.95,9,1819.98,2025-10,0.4194,0.2609,13,31,138.23,138.0,13,2025-10-17,0.89,0.0,201.02999999999997,berlinda,13,2.0,3412.95,2371.3536,7.621550786272375,46.64879356568365,Média,,🟢 Abaixo viável
NOA0705,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Santo Amaro",0,435,2175.12,136,2522.61,2025-10,0.7097,0.4866,22,31,154.85,140.0,3,2025-10-17,0.86,0.0,347.49000000000024,berlinda,3,3.0,2595.12,2473.194,6.428342074280213,37.26541554959786,Média,,🟠 Abaixo precisa esforço
PDP0301,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0,113,2402.84,22,2994.77,2025-10,0.5161,0.352,16,31,162.69,144.0,6,2025-10-17,0.8,0.0,591.9299999999998,berlinda,6,5.0,3266.84,2848.7504,5.692451841042884,30.29490616621984,Média,,🟠 Abaixo precisa esforço
CPN0303,Florianopolis-Centrao-apartamento-TOP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,145,4706.59,21,5167.96,2025-10,0.5806,0.4464,18,31,374.94,270.0,4,2025-10-17,0.91,0.0,461.3699999999999,berlinda,4,2.0,5786.59,5333.638,12.052134691444978,78.28418230563003,Alta,,🟢 Abaixo viável
RAS175,Campos_do_Jordao-Capivari_Centro-casa-SUP-3Q,Carteira 4,SP,"Campos do Jordão, SP","Campos do Jordão, SP, J Andira",14,804,2592.36,7,2919.75,2025-10,0.4118,0.135,7,31,441.86,304.0,5,2025-10-17,0.89,6186.04,327.3899999999999,berlinda,5,2.0,4112.360000000001,3218.2960000000003,17.043678397123042,92.22520107238606,Crítico,,🟢 Abaixo viável
RBM207,Cabo_Frio-Centro-apartamento-JR-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Vila Nova",5,828,2957.44,103,3211.72,2025-10,0.3077,0.4149,8,31,400.0,400.0,11,2025-10-17,0.92,2000.0,254.27999999999975,berlinda,11,1.0,7357.4400000000005,4311.32,31.66901224266122,99.19571045576407,Crítico,,🟢 Abaixo viável
VST028,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,145,1744.62,38,1799.54,2025-10,0.2258,0.1383,7,31,318.71,170.1,10,2025-10-17,0.97,0.0,54.92000000000007,berlinda,10,1.0,3445.62,2128.7057999999997,5.191266657034583,26.273458445040216,Média,,🟢 Abaixo viável
JSM0103,Salvador-Flamengo-apartamento-SUP-2Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Stella Maris",2,29,2801.13,52,2946.72,2025-10,0.6897,0.5198,20,31,176.15,162.8,5,2025-10-17,0.95,352.3,145.5899999999997,berlinda,5,1.0,3615.13,3362.5458000000003,8.043537221045757,52.27882037533512,Alta,,🟢 Abaixo viável
NWT0815,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,155,4806.53,26,4859.73,2025-10,0.6667,0.6467,20,31,285.6,280.0,1,2025-10-17,0.99,285.6,53.19999999999982,berlinda,1,1.0,5086.53,4993.206,3.065190864513039,7.238605898123325,Baixa,,🟢 Abaixo viável
NWT1022,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,168,4380.68,26,4859.73,2025-10,0.6333,0.6467,19,31,276.63,280.0,5,2025-10-17,0.9,276.63,479.0499999999993,berlinda,5,2.0,5780.68,5267.3,13.800560936512916,86.59517426273459,Crítico,,🟢 Abaixo viável
VNV1301,Itapema-Praia_Centro-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Tabuleiro dos Oliveiras",0,57,2895.0,19,3385.55,2025-10,0.6452,0.3191,20,31,175.65,161.0,1,2025-10-17,0.86,0.0,490.5500000000002,berlinda,1,4.0,3056.0,2998.8772,5.8320324614907495,31.63538873994638,Média,,🟠 Abaixo precisa esforço
MAR202,Florianopolis-Ingleses_Centro-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,862,2489.73,14,3085.2,2025-10,0.5484,0.3624,17,31,168.06,177.85,13,2025-10-17,0.81,0.0,595.4699999999998,berlinda,13,4.0,4801.78,3757.6582200000003,8.581642964799686,56.83646112600537,Alta,,🟢 Abaixo viável
OBS0301,Itapema-Meia_Praia-Sul-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Itapema",0,604,2699.46,23,2786.58,2025-10,0.5806,0.3298,18,31,192.44,138.5,6,2025-10-17,0.97,0.0,87.11999999999989,berlinda,6,1.0,3530.46,3181.9386,4.330082036044178,18.230563002680967,Baixa,,🟢 Abaixo viável
SPT0006,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,511,5078.01,46,5475.18,2025-10,0.4194,0.5326,13,31,547.62,159.45,11,2025-10-17,0.93,0.0,397.1700000000001,berlinda,11,3.0,6831.96,5813.61663,3.855505298455941,13.404825737265416,Baixa,,🟢 Abaixo viável
CPM1110,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",0,72,3124.1,383,3478.88,2025-10,0.6452,0.5536,20,31,184.85,170.0,8,2025-10-17,0.9,0.0,354.7800000000002,berlinda,8,3.0,4484.1,4001.572,5.778928850664586,31.099195710455763,Média,,🟢 Abaixo viável
IAA0504,Recife-Boa_Viagem-apartamento-TOP-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",2,567,4239.35,52,4736.44,2025-10,0.7931,0.674,23,31,226.48,217.8,5,2025-10-17,0.9,452.96,497.08999999999924,berlinda,5,3.0,5328.35,5103.035900000001,7.619379533995986,46.38069705093834,Média,,🟢 Abaixo viável
ITFA039,Mata_de_Sao_Joao-Praia_Imbassai-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Açu da Torre",1,485,3488.8,16,3619.76,2025-10,0.6333,0.3577,19,31,220.84,180.0,3,2025-10-17,0.96,220.84,130.96000000000004,berlinda,3,1.0,4028.8,3830.782,6.51225495612969,38.337801608579085,Média,,🟢 Abaixo viável
SKL1003,Penha-Praia-apartamento-SUP-2Q,Carteira 4,SC,"Penha, SC","Penha, SC, Armação",0,6,3123.55,52,3305.05,2025-10,0.6129,0.4235,19,31,222.21,197.5,2,2025-10-17,0.95,0.0,181.5,berlinda,2,1.0,3518.55,3365.6455,10.84590248256456,72.11796246648794,Alta,,🟢 Abaixo viável
TVT1008,Florianopolis-Centrao-apartamento-MASTER-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",1,558,3987.92,29,4217.7,2025-10,0.5,0.4824,15,31,310.93,259.25,8,2025-10-17,0.95,310.93,229.77999999999975,berlinda,8,1.0,6061.92,5024.92,14.123921805723484,87.1313672922252,Crítico,,🟢 Abaixo viável
TXP1405,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,716,1962.35,152,2199.8,2025-10,0.4194,0.4678,13,31,159.67,146.0,7,2025-10-17,0.89,0.0,237.45000000000027,berlinda,7,2.0,2984.35,2390.9768,7.879739067187934,50.402144772117964,Alta,,🟢 Abaixo viável
IAA1002,Recife-Boa_Viagem-apartamento-TOP-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",2,567,3976.79,52,4736.44,2025-10,0.7241,0.674,21,31,231.81,204.25,4,2025-10-17,0.84,463.62,759.6499999999996,berlinda,4,4.0,4793.79,4568.3796999999995,8.189616700517686,54.42359249329759,Alta,,🟠 Abaixo precisa esforço
MHF1807,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",5,288,2629.22,15,2695.9,2025-10,0.6923,0.4676,18,31,170.83,160.0,3,2025-10-17,0.98,854.1500000000001,66.68000000000029,berlinda,3,1.0,3109.22,2961.524,3.9574168181312532,13.672922252010725,Baixa,,🟢 Abaixo viável
NDE0003,Florianopolis-Campeche-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ribeirão da Ilha",0,175,2004.96,23,2277.15,2025-10,0.4516,0.4726,14,31,174.5,172.25,12,2025-10-17,0.88,0.0,272.19000000000005,berlinda,12,2.0,4071.96,2938.4172,10.294606745273699,68.90080428954424,Alta,,🟢 Abaixo viável
SOA0205,Salvador-Boca_do_Rio-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",11,348,1908.65,24,2108.85,2025-10,0.9,0.5748,18,31,146.67,,0,2025-10-17,0.91,1613.37,200.19999999999982,berlinda,0,0.0,,,,,Baixa,,🔴 Abaixo inviável
TPS209,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,966,2711.75,26,3037.54,2025-10,0.7419,0.6099,23,31,162.13,187.0,2,2025-10-17,0.89,0.0,325.78999999999996,berlinda,2,2.0,3085.75,2989.2206,10.028300861881652,66.48793565683646,Alta,,🟠 Abaixo precisa esforço
EDF1605,Salvador-Ondina_Rio_Vermelho-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Rio Vermelho",0,44,3003.57,40,3122.43,2025-10,0.6129,0.5139,19,31,195.42,214.67,3,2025-10-17,0.96,0.0,118.85999999999967,berlinda,3,1.0,3647.58,3398.283729,8.171736820361039,53.61930294906166,Alta,,🟢 Abaixo viável
JRR303,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1400,5755.47,18,6117.46,2025-10,0.7419,0.4961,23,31,344.83,298.0,4,2025-10-17,0.94,0.0,361.9899999999998,berlinda,4,2.0,6947.47,6639.8148,8.816814494904744,58.4450402144772,Alta,,🟢 Abaixo viável
NWT0404,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,62,4540.6,26,4859.73,2025-10,0.5806,0.6467,18,31,291.11,309.67,9,2025-10-17,0.93,0.0,319.1299999999992,berlinda,9,2.0,7327.630000000001,6158.749618000001,10.167744617499304,67.828418230563,Alta,,🟢 Abaixo viável
NWT0920,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,183,4289.27,26,4859.73,2025-10,0.6,0.6467,18,31,283.33,257.57,7,2025-10-17,0.88,283.33,570.4599999999991,berlinda,7,3.0,6092.26,5371.064,10.078295309958904,66.75603217158177,Alta,,🟢 Abaixo viável
NWT1007,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,168,4398.97,26,4859.73,2025-10,0.5806,0.6467,18,31,291.94,280.0,4,2025-10-17,0.91,0.0,460.7599999999993,berlinda,4,2.0,5518.97,5049.242,13.273659236212692,83.37801608579089,Crítico,,🟢 Abaixo viável
NWT1323,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,253,4835.01,26,4859.73,2025-10,0.6667,0.6467,20,31,293.55,280.0,6,2025-10-17,0.99,293.55,24.719999999999345,berlinda,6,1.0,6515.01,5955.066,1.4242766573451235,1.6085790884718498,Baixa,,🟢 Abaixo viável
SMT1121,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 1,BA,"Salvador, BA","Salvador, BA, Jardim Armação",0,1,2984.86,11,3370.25,2025-10,0.6129,0.6447,19,31,174.89,226.29,7,2025-10-17,0.89,0.0,385.3899999999999,berlinda,7,2.0,4568.89,3955.711987,12.938194955863805,81.50134048257372,Crítico,,🟢 Abaixo viável
CEG0202,Florianopolis-Jurere_Longe-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",6,492,2374.02,15,2847.08,2025-10,0.64,0.3366,16,31,151.44,,0,2025-10-17,0.83,908.64,473.05999999999995,berlinda,0,0.0,,,,,Baixa,,🔴 Abaixo inviável
VTD0302,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",0,106,2203.57,42,2407.33,2025-10,0.4516,0.4752,14,31,192.29,350.0,5,2025-10-17,0.92,0.0,203.75999999999976,berlinda,5,1.0,3953.57,2993.87,29.624521773084673,98.65951742627345,Crítico,,🟢 Abaixo viável
EPP0602,Guarapari-Praia_do_Morro-apartamento-JR-3Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",0,168,2937.29,46,2980.58,2025-10,0.6452,0.4478,20,31,203.65,151.0,9,2025-10-17,0.99,0.0,43.289999999999964,berlinda,9,1.0,4296.29,3814.1168,2.1931268410846187,3.485254691689008,Baixa,,🟢 Abaixo viável
ILH106,Florianopolis-Canasvieiras_Perto-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",9,768,5822.93,10,6873.09,2025-10,0.9091,0.4286,20,31,381.85,250.0,1,2025-10-17,0.85,3436.65,1050.1599999999999,berlinda,1,5.0,6072.93,6050.205,7.639649706318409,46.91689008042895,Média,,🟠 Abaixo precisa esforço
POSC0311,Florianopolis-Ingleses_Praia-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",5,336,2560.2,25,2619.02,2025-10,0.6923,0.405,18,31,169.89,,0,2025-10-17,0.98,849.4499999999999,58.820000000000164,berlinda,0,0.0,,,,,Baixa,,🔴 Abaixo inviável
PTB0105,Cabo_Frio-Pero_Longe-casa-JR-2Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, OGIVA",2,259,2698.61,12,2845.48,2025-10,0.5862,0.4765,17,31,177.47,141.63,8,2025-10-17,0.95,354.94,146.8699999999999,berlinda,8,2.0,3831.65,3362.798048,3.6551299077835697,12.064343163538874,Baixa,,🟢 Abaixo viável
RES201,Florianopolis-Ingleses_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,827,2136.02,28,2290.64,2025-10,0.3226,0.4633,10,31,253.9,196.0,4,2025-10-17,0.93,0.0,154.6199999999999,berlinda,4,1.0,2920.02,2388.9384,13.230154018091005,83.10991957104558,Crítico,,🟢 Abaixo viável
SZT0375,Itapema-Meia_Praia-Norte-apartamento-TOP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",5,22,3040.59,11,3065.74,2025-10,0.5,0.2291,13,31,300.62,258.85,13,2025-10-17,0.99,1503.1,25.149999999999636,berlinda,13,1.0,6405.64,4723.115,2.1234930228916697,3.2171581769436997,Baixa,,🟢 Abaixo viável
ACO1103,Balneario_Camboriu-Centro-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",3,76,4319.47,29,4554.81,2025-10,0.8214,0.4777,23,31,241.52,245.0,4,2025-10-17,0.95,724.5600000000001,235.34000000000015,berlinda,4,1.0,5299.47,5124.442,12.658771716054025,80.6970509383378,Crítico,,🟢 Abaixo viável
BLB1306,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",1,397,2883.48,204,3099.8,2025-10,0.6667,0.5207,20,31,184.85,158.17,6,2025-10-17,0.93,184.85,216.32000000000016,berlinda,6,2.0,3832.5,3516.191634,5.5189583844119,29.2225201072386,Média,,🟢 Abaixo viável
JBV141,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1518,8317.02,31,8984.88,2025-10,0.7742,0.728,24,31,1630.88,370.0,6,2025-10-17,0.93,0.0,667.8599999999988,berlinda,6,2.0,10537.02,10035.744,13.751335577102841,86.05898123324397,Crítico,,🟢 Abaixo viável
VEL0102,Guarapari-Centro-apartamento-JR-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Centro",0,196,1979.7,14,2356.24,2025-10,0.4839,0.3483,15,31,167.4,127.92,12,2025-10-17,0.84,0.0,376.53999999999974,berlinda,12,3.0,3514.74,2722.5058559999998,6.814104505483307,41.01876675603217,Média,,🟢 Abaixo viável
PSD206,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",3,168,1471.28,12,1785.91,2025-10,0.5,0.3167,14,31,126.86,177.87,8,2025-10-17,0.82,380.58,314.6300000000001,berlinda,8,2.0,2894.24,2182.76,15.667989456355587,90.3485254691689,Crítico,,🟢 Abaixo viável
SPT0104,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,560,5175.42,46,5475.18,2025-10,0.4839,0.5326,15,31,493.67,159.45,11,2025-10-17,0.95,0.0,299.7600000000002,berlinda,11,2.0,6929.37,6024.156405,4.364854854086992,18.498659517426276,Baixa,,🟢 Abaixo viável
SPT0107,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,565,4696.55,46,5475.18,2025-10,0.3548,0.5326,11,31,478.82,153.38,8,2025-10-17,0.86,0.0,778.6300000000001,berlinda,8,6.0,5923.59,5131.903792,3.6353833542154472,11.528150134048257,Baixa,,🟠 Abaixo precisa esforço
JMA011,Florianopolis-Jurere_Longe-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,456,939.88,24,1141.26,2025-10,0.3548,0.3621,11,31,122.55,117.3,10,2025-10-17,0.82,0.0,201.38,berlinda,10,2.0,2112.88,1356.0604,10.349032648125755,69.16890080428955,Alta,,🟢 Abaixo viável
JSR112,Florianopolis-Jurere_Tradicional-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",5,1766,2904.31,14,2957.33,2025-10,0.8462,0.4549,22,31,165.95,222.75,4,2025-10-17,0.98,829.75,53.01999999999998,berlinda,4,1.0,3795.31,3658.2742,3.993536399387284,15.013404825737265,Baixa,,🟢 Abaixo viável
SHR5231,Florianopolis-Novo_Campeche-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",9,78,5427.0,16,5502.05,2025-10,0.9091,0.4409,20,31,328.2,280.0,1,2025-10-17,0.99,2953.7999999999997,75.05000000000018,berlinda,1,1.0,5707.0,5681.548,3.819303714070219,13.136729222520108,Baixa,,🟢 Abaixo viável
SHC1106,Balneario_Picarras-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",0,390,2946.0,14,3125.65,2025-10,0.3871,0.2599,12,31,300.0,300.0,6,2025-10-17,0.94,0.0,179.6500000000001,berlinda,6,1.0,4746.0,3642.7799999999997,17.24281349479309,92.49329758713137,Crítico,,🟢 Abaixo viável
ELF0412,Bombinhas-Bombas-apartamento-SUP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, José Amândio",1,161,1599.49,34,1847.47,2025-10,0.4667,0.3256,14,31,133.93,132.0,8,2025-10-17,0.87,133.93,247.98000000000002,berlinda,8,2.0,2655.49,2092.3252,8.85896929314143,58.71313672922251,Alta,,🟢 Abaixo viável
JBV208,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1038,7258.42,31,8984.88,2025-10,0.6452,0.728,20,31,451.4,528.75,4,2025-10-17,0.81,0.0,1726.4599999999991,berlinda,4,4.0,9373.42,8623.018,25.400053339610537,98.12332439678283,Crítico,,🟠 Abaixo precisa esforço
JRR309,Florianopolis-Jurere_Tradicional-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",2,111,5305.71,14,6137.53,2025-10,0.4483,0.3846,13,31,502.08,395.0,8,2025-10-17,0.86,1004.16,831.8199999999997,berlinda,8,3.0,8465.71,6722.338,17.84479532754489,93.2975871313673,Crítico,,🟢 Abaixo viável
SOA0912,Salvador-Boca_do_Rio-apartamento-TOP-2Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",0,124,4706.05,25,5080.38,2025-10,0.7419,0.4694,23,31,264.65,262.75,4,2025-10-17,0.93,0.0,374.3299999999999,berlinda,4,2.0,5757.05,5485.7869,9.67990657194934,64.6112600536193,Alta,,🟢 Abaixo viável
SPT0304,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,502,5145.27,46,5475.18,2025-10,0.4516,0.5326,14,31,393.07,159.45,11,2025-10-17,0.94,0.0,329.90999999999985,berlinda,11,3.0,6899.22,5937.35382,3.202582654816826,8.310991957104557,Baixa,,🟢 Abaixo viável
DNAG0706,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",6,154,1907.08,50,2328.99,2025-10,0.4,0.4418,10,31,203.3,161.56,9,2025-10-17,0.82,1219.8000000000002,421.90999999999985,berlinda,9,3.0,3361.12,2488.696,9.755842604161742,65.41554959785523,Alta,,🟢 Abaixo viável
HRE0025,Ubatuba-Toninhas-apartamento-SUP-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Toninhas",2,324,4325.71,113,4989.37,2025-10,0.6897,0.5569,20,31,275.45,242.83,6,2025-10-17,0.87,550.9,663.6599999999999,berlinda,6,3.0,5782.6900000000005,5330.589105999999,10.766660440095643,71.58176943699732,Alta,,🟢 Abaixo viável
ILC3403,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1799,5871.52,16,6612.72,2025-10,0.6129,0.5488,19,31,378.84,324.0,4,2025-10-17,0.89,0.0,741.1999999999998,berlinda,4,3.0,7167.52,6665.838400000001,12.105396871484047,78.55227882037534,Alta,,🟢 Abaixo viável
MRD0061,Balneario_Camboriu-Centro-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,69,4071.23,69,4204.44,2025-10,0.5161,0.4207,16,31,337.94,272.0,7,2025-10-17,0.97,0.0,133.20999999999958,berlinda,7,1.0,5975.23,5053.8844,8.617823063237882,57.37265415549599,Alta,,🟢 Abaixo viável
RVL118,Bombinhas-Mariscal-casa-JR-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, canto grande",0,1119,1330.68,10,1597.15,2025-10,0.4194,0.2192,13,31,126.77,120.86,7,2025-10-17,0.83,0.0,266.47,berlinda,7,3.0,2176.7,1685.500788,6.721465151467716,39.67828418230563,Média,,🟢 Abaixo viável
VDM303,Florianopolis-Canajure-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,171,2840.13,32,3082.28,2025-10,0.871,0.5285,27,31,132.78,140.0,2,2025-10-17,0.92,0.0,242.1500000000001,berlinda,2,2.0,3120.13,3084.01,5.499338152276887,28.686327077747993,Média,,🟢 Abaixo viável
ELU0311,Especial-JPR-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,567,4440.39,17,4734.86,2025-10,0.6774,0.5314,21,31,233.43,250.0,7,2025-10-17,0.94,0.0,294.46999999999935,berlinda,7,2.0,6190.39,5625.84,7.773989093658507,47.72117962466488,Média,,🟢 Abaixo viável
MTR1703,Porto_Belo-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",4,196,2498.24,9,2822.43,2025-10,0.5185,0.1947,14,31,221.14,193.78,9,2025-10-17,0.89,884.56,324.19000000000005,berlinda,9,2.0,4242.26,3402.51437,11.128980736457597,73.9946380697051,Alta,,🟢 Abaixo viável
STP1106,Guarapari-Centro-apartamento-SUP-1Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Centro",0,183,2654.55,32,2760.87,2025-10,0.6129,0.5916,19,31,171.37,120.83,6,2025-10-17,0.96,0.0,106.31999999999971,berlinda,6,1.0,3379.53,3098.8902420000004,4.653114996359831,20.91152815013405,Média,,🟢 Abaixo viável
VST020,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,92,1536.71,38,1799.54,2025-10,0.2581,0.1383,8,31,250.13,185.62,13,2025-10-17,0.85,0.0,262.8299999999999,berlinda,13,2.0,3949.77,2159.520786,13.555270958133743,84.71849865951742,Crítico,,🟢 Abaixo viável
BPM1309,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,540,2895.18,204,3099.8,2025-10,0.6452,0.5207,20,31,181.55,182.11,9,2025-10-17,0.93,0.0,204.62000000000035,berlinda,9,2.0,4534.17,3952.656348,6.010605232595661,33.24396782841823,Média,,🟢 Abaixo viável
CNB012,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,560,5185.58,17,5319.78,2025-10,0.3548,0.533,11,31,596.45,439.58,12,2025-10-17,0.97,0.0,134.19999999999982,berlinda,12,1.0,10460.54,7057.135808,11.089111955757557,73.19034852546918,Alta,,🟢 Abaixo viável
ETC0028,Florianopolis-Centrao-apartamento-SUP-3Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,149,4922.2,18,4986.08,2025-10,0.5806,0.4862,18,31,384.39,260.0,8,2025-10-17,0.99,0.0,63.88000000000011,berlinda,8,1.0,7002.2,6129.848,3.3310335975355447,9.115281501340483,Baixa,,🟢 Abaixo viável
NWT0610,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,4258.85,26,4859.73,2025-10,0.6774,0.6467,21,31,265.62,256.0,3,2025-10-17,0.88,0.0,600.8799999999992,berlinda,3,3.0,5026.85,4779.0932,10.551016894628564,70.50938337801608,Alta,,🟠 Abaixo precisa esforço
PDL005,Porto_Seguro-Pataxos-apartamento-JR-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós",0,513,2464.32,57,2529.6,2025-10,0.4516,0.4077,14,31,245.71,139.92,12,2025-10-17,0.97,0.0,65.27999999999975,berlinda,12,1.0,4143.360000000001,3222.5744640000003,3.6108387096774055,11.26005361930295,Baixa,,🟢 Abaixo viável
