listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade,dias_disponiveis,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,score_risco_bruto,status_operacional
SCO0014,Florianopolis-Campeche-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,195,1916.2,23,2277.15,2025-10,0.6452,0.4726,20,31,180.95,190.73,11,2025-10-17,0.84,0.0,360.95000000000005,berlinda,11,2.0,4014.2299999999996,3269.848956,15.116262323518432,88.47184986595174,Crítico,,🟢 Abaixo viável
SLI0704,Maceio-Ponta_Verde-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",0,41,3471.05,123,4035.38,2025-10,0.7419,0.6569,23,31,167.3,142.0,2,2025-10-17,0.86,0.0,564.3299999999999,berlinda,2,4.0,3755.05,3681.7496,4.9645175918996465,24.664879356568363,Média,,🟠 Abaixo precisa esforço
STM0500,Florianopolis-Canto_da_Lagoa-casa-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",7,183,4805.44,16,5352.12,2025-10,0.7083,0.379,17,31,424.82,412.0,5,2025-10-17,0.9,2973.74,546.6800000000003,berlinda,5,2.0,6865.44,6264.538,21.04139668019403,95.44235924932975,Crítico,,🟢 Abaixo viável
CCS0205,Florianopolis-Campeche_Praia-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",4,586,3294.34,18,3449.68,2025-10,0.8889,0.4839,24,31,181.83,168.0,3,2025-10-17,0.95,727.32,155.3399999999997,berlinda,3,1.0,3798.34,3742.3456,7.565084297673972,46.11260053619303,Média,,🟢 Abaixo viável
TRS0003,Penha-Beto_Carrero-casa-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,133,1717.67,22,2029.23,2025-10,0.4516,0.5185,14,31,155.07,150.8,10,2025-10-17,0.85,0.0,311.55999999999995,berlinda,10,3.0,3225.67,2398.6828,7.717746468693378,47.18498659517426,Média,,🟢 Abaixo viável
JAS0001,Florianopolis-Lagoa-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",1,140,1944.94,23,2360.13,2025-10,0.6333,0.4308,19,31,126.26,132.0,9,2025-10-17,0.82,126.26,415.19000000000005,berlinda,9,4.0,3132.94,2697.3004,5.805303097710719,31.36729222520107,Média,,🟢 Abaixo viável
NPZ093,Sao_Paulo-Moema-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Moema",3,523,3594.58,91,3705.65,2025-10,0.6429,0.5467,18,31,232.33,200.0,3,2025-10-17,0.97,696.99,111.07000000000016,berlinda,3,1.0,4194.58,3980.3199999999997,5.994629822028532,32.707774798927616,Média,,🟢 Abaixo viável
RJH0101,Camaçari-Itacimirim-apartamento-TOP-2Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Itacimirim",1,244,4724.48,13,5187.42,2025-10,0.7333,0.4651,22,31,265.05,280.0,1,2025-10-17,0.91,265.05,462.9400000000005,berlinda,1,2.0,5004.48,4929.803999999999,12.493995088117034,79.62466487935657,Alta,,🟠 Abaixo precisa esforço
POR0017,Brasilia-Asa_Sul-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Setor Sudoeste",3,113,3569.37,119,3708.08,2025-10,0.6786,0.6854,19,31,215.05,218.5,6,2025-10-17,0.96,645.1500000000001,138.71000000000004,berlinda,6,1.0,4880.37,4459.0145999999995,8.17353859679403,53.88739946380697,Alta,,🟢 Abaixo viável
CCI210,Florianopolis-Ingleses_Norte-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",1,966,2459.52,15,2608.31,2025-10,0.4,0.43,12,31,250.17,279.11,9,2025-10-17,0.94,250.17,148.78999999999996,berlinda,9,1.0,4971.51,3464.316,15.921718239012996,90.61662198391421,Crítico,,🟢 Abaixo viável
ILC3109,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1797,8531.58,28,8941.41,2025-10,0.6452,0.7662,20,31,520.95,423.33,6,2025-10-17,0.95,0.0,409.8299999999999,berlinda,6,1.0,11071.56,10170.375096,19.403352927558398,94.90616621983914,Crítico,,🟢 Abaixo viável
JRR205,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1154,4687.54,19,5008.2,2025-10,0.9032,0.5397,28,31,218.14,212.0,1,2025-10-17,0.94,0.0,320.65999999999985,berlinda,1,2.0,4899.54,4879.0184,6.786861547062814,40.75067024128686,Média,,🟠 Abaixo precisa esforço
MLO0601,Itapema-Meia_Praia-Norte-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,363,2541.2,11,2919.75,2025-10,0.5161,0.4636,16,31,180.56,158.69,13,2025-10-17,0.87,0.0,378.5500000000002,berlinda,13,3.0,4604.17,3605.898817,6.858132773924712,41.28686327077748,Média,,🟢 Abaixo viável
POS0205,Florianopolis-Ingleses_Praia-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,380,1942.53,27,1966.9,2025-10,0.4839,0.5056,15,31,155.07,152.31,13,2025-10-17,0.99,0.0,24.37000000000012,berlinda,13,1.0,3922.56,2900.666517,1.887129340586719,1.876675603217158,Baixa,,🟢 Abaixo viável
VDM101,Florianopolis-Canajure-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",12,887,1560.43,24,1645.04,2025-10,0.7895,0.295,15,31,128.6,89.67,3,2025-10-17,0.95,1543.1999999999998,84.6099999999999,berlinda,3,1.0,1829.44,1772.8133950000001,4.612032959684865,20.64343163538874,Média,,🟢 Abaixo viável
NWT0613,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,4756.43,26,4859.73,2025-10,0.7097,0.6467,22,31,263.73,259.0,2,2025-10-17,0.98,0.0,103.29999999999927,berlinda,2,1.0,5274.43,5124.0546,5.505388159424457,28.9544235924933,Média,,🟢 Abaixo viável
NWT0713,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,149,4201.51,26,4859.73,2025-10,0.5484,0.6467,17,31,298.76,280.0,7,2025-10-17,0.86,0.0,658.2199999999993,berlinda,7,3.0,6161.51,5276.374,12.641415606765522,80.42895442359249,Crítico,,🟢 Abaixo viável
PRV1003,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",1,356,3061.46,204,3099.8,2025-10,0.7,0.5207,21,31,169.33,167.0,6,2025-10-17,0.99,169.33,38.340000000000146,berlinda,6,1.0,4063.46,3762.8599999999997,2.06554616426867,2.680965147453083,Baixa,,🟢 Abaixo viável
PTS0101,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,161,2318.17,43,2448.0,2025-10,0.4839,0.3684,15,31,192.33,205.54,13,2025-10-17,0.95,0.0,129.82999999999993,berlinda,13,1.0,4990.1900000000005,3611.160478,10.900840767973852,72.65415549597856,Alta,,🟢 Abaixo viável
RPV0308,Maceio-Jatiuca-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",10,105,2790.88,73,2929.16,2025-10,1.0,0.6109,21,31,178.95,,0,2025-10-17,0.95,1789.5,138.27999999999975,berlinda,0,0.0,,,,,Baixa,,🔴 Abaixo inviável
RVG101,Florianopolis-Ingleses_Norte-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",6,519,5053.17,11,5240.95,2025-10,0.84,0.3654,21,31,325.71,250.0,1,2025-10-17,0.96,1954.2599999999998,187.77999999999975,berlinda,1,1.0,5303.17,5263.17,8.957345519419178,59.51742627345844,Alta,,🟢 Abaixo viável
STI108,Florianopolis-Ingleses_Centro-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1449,2895.99,14,3085.2,2025-10,0.6452,0.3423,20,31,170.35,158.8,5,2025-10-17,0.94,0.0,189.21000000000004,berlinda,5,2.0,3689.99,3408.2788,4.869465188642553,23.324396782841823,Média,,🟢 Abaixo viável
ELU0211,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",3,43,4063.77,19,5008.2,2025-10,0.8214,0.5397,23,31,192.87,277.0,5,2025-10-17,0.81,578.61,944.4299999999998,berlinda,5,4.0,5448.77,5201.409,13.05893884030191,82.30563002680965,Crítico,,🟢 Abaixo viável
TPS306,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,964,2947.86,26,3037.54,2025-10,0.7097,0.6099,22,31,173.09,141.75,4,2025-10-17,0.97,0.0,89.67999999999984,berlinda,4,1.0,3514.86,3350.2599,4.185011555403378,17.158176943699733,Baixa,,🟢 Abaixo viável
VST016,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",0,92,1788.14,38,1799.54,2025-10,0.2581,0.1383,8,31,290.63,216.82,11,2025-10-17,0.99,0.0,11.399999999999864,berlinda,11,1.0,4173.16,2403.713662,1.3735443502228182,1.3404825737265416,Baixa,,🟢 Abaixo viável
ZNB0706,Salvador-Barra-apartamento-SUP-1Q,Carteira 1,BA,"Salvador, BA","Salvador, BA, Barra",0,2,2593.93,204,3099.8,2025-10,0.7419,0.5207,23,31,154.04,216.0,1,2025-10-17,0.84,0.0,505.87000000000035,berlinda,1,3.0,2809.93,2754.1803999999997,11.749996773985426,77.21179624664879,Alta,,🟠 Abaixo precisa esforço
LGR204,Florianopolis-Ingleses_Centro-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1013,1545.55,18,1769.98,2025-10,0.5161,0.4989,16,31,119.19,105.13,8,2025-10-17,0.87,0.0,224.43000000000006,berlinda,8,3.0,2386.59,1979.610744,4.4434260839105555,19.571045576407506,Baixa,,🟢 Abaixo viável
MRE1101,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Pereque",1,196,2664.8,22,2994.77,2025-10,0.6333,0.352,19,31,169.26,136.4,10,2025-10-17,0.89,169.26,329.9699999999998,berlinda,10,3.0,4028.8,3528.6212000000005,5.009612090410947,25.201072386058982,Média,,🟢 Abaixo viável
NWT0706,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,154,4524.59,26,4859.73,2025-10,0.6774,0.6467,21,31,287.81,280.0,7,2025-10-17,0.93,0.0,335.1399999999994,berlinda,7,2.0,6484.59,5852.294,9.654775059519752,64.343163538874,Alta,,🟢 Abaixo viável
NWT0906,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,190,4259.46,26,4859.73,2025-10,0.6333,0.6467,19,31,256.95,256.33,9,2025-10-17,0.88,256.95,600.2699999999995,berlinda,9,3.0,6566.43,5720.464101,10.553892850014293,70.77747989276139,Alta,,🟢 Abaixo viável
NWT1021,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",2,168,4299.95,26,4859.73,2025-10,0.5517,0.6467,16,31,369.25,280.0,3,2025-10-17,0.88,738.5,559.7799999999997,berlinda,3,2.0,5139.95,4763.378,16.126245696777385,91.15281501340483,Crítico,,🟠 Abaixo precisa esforço
LIB203,Florianopolis-Ingleses_Praia-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1758,2403.1,25,2619.02,2025-10,0.5161,0.405,16,31,181.94,164.5,8,2025-10-17,0.92,0.0,215.92000000000007,berlinda,8,2.0,3719.1,3082.2875999999997,6.7809409626501544,40.21447721179624,Média,,🟢 Abaixo viável
NWT0711,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,154,4759.16,26,4859.73,2025-10,0.6774,0.6467,21,31,286.1,282.5,10,2025-10-17,0.98,0.0,100.56999999999971,berlinda,10,1.0,7584.16,6672.815,5.846214707401424,32.171581769437,Média,,🟢 Abaixo viável
ORN0101,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",6,323,1816.46,19,2141.15,2025-10,0.52,0.4567,13,31,196.15,154.71,7,2025-10-17,0.85,1176.9,324.69000000000005,berlinda,7,3.0,2899.4300000000003,2379.6044,7.82021964831983,49.32975871313673,Média,,🟢 Abaixo viável
CTS0203,Florianopolis-Itacorubi-apartamento-SUP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",1,76,4624.97,13,4684.35,2025-10,0.8,0.4815,24,31,222.67,164.0,4,2025-10-17,0.99,222.67,59.38000000000011,berlinda,4,1.0,5280.97,5149.77,2.078905291022237,2.949061662198391,Baixa,,🟢 Abaixo viável
EBI0603,Curitiba-Jardim_Botanico-apartamento-SUP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Prado Velho",0,139,2559.12,281,2730.2,2025-10,0.5806,0.5875,18,31,180.61,178.45,11,2025-10-17,0.94,0.0,171.07999999999993,berlinda,11,1.0,4522.07,3698.8087699999996,11.182047469049882,74.79892761394102,Alta,,🟢 Abaixo viável
RUP1405,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",0,442,7493.66,77,7658.5,2025-10,0.5806,0.5504,18,31,507.78,211.5,4,2025-10-17,0.98,0.0,164.84000000000015,berlinda,4,1.0,8339.66,7984.8476,4.5522830841548645,20.10723860589812,Média,,🟢 Abaixo viável
SLI0715,Maceio-Ponta_Verde-apartamento-TOP-2Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",1,233,5905.23,37,6815.3,2025-10,0.8333,0.7739,25,31,278.84,255.0,2,2025-10-17,0.87,278.84,910.0700000000006,berlinda,2,4.0,6415.23,6330.213,8.512752556747325,56.03217158176944,Alta,,🟠 Abaixo precisa esforço
CVPF102,Porto_de_Pedras-Geral-apartamento-SUP-2Q,Carteira 2,AL,"Porto de Pedras, AL","Porto de Pedras, AL, PORTO DE PEDRAS",0,602,2401.43,14,2550.4,2025-10,0.4516,0.3753,14,31,244.93,231.0,9,2025-10-17,0.94,0.0,148.97000000000025,berlinda,9,1.0,4480.43,3340.3064,13.492812892095383,83.91420911528151,Crítico,,🟢 Abaixo viável
JMA008,Florianopolis-Jurere_Longe-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",14,456,1120.54,24,1141.26,2025-10,0.7059,0.3621,12,31,121.0,129.2,5,2025-10-17,0.98,1694.0,20.720000000000027,berlinda,5,1.0,1766.54,1576.5513999999998,2.3456740795261406,4.557640750670242,Baixa,,🟢 Abaixo viável
NWC1510,Curitiba-Centro-apartamento-SUP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Centro",0,49,2194.54,267,2681.3,2025-10,0.5161,0.5794,16,31,171.88,154.9,10,2025-10-17,0.82,0.0,486.7600000000002,berlinda,10,4.0,3743.54,2993.9789,7.030090254727187,42.62734584450402,Média,,🟢 Abaixo viável
PRB0405,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,230,5324.05,18,6117.46,2025-10,0.5806,0.4961,18,31,367.5,264.8,5,2025-10-17,0.87,0.0,793.4099999999999,berlinda,5,3.0,6648.05,6092.7644,11.447832270255955,76.13941018766755,Alta,,🟠 Abaixo precisa esforço
BSO0206,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,167,2643.93,12,3016.83,2025-10,0.7097,0.4947,22,31,141.14,124.67,9,2025-10-17,0.88,0.0,372.9000000000001,berlinda,9,3.0,3765.96,3440.2346909999997,5.136676909206023,25.737265415549597,Média,,🟢 Abaixo viável
ECH0503,Florianopolis-Centrao-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,84,4156.07,17,4935.1,2025-10,0.7742,0.3941,24,31,238.54,237.8,5,2025-10-17,0.84,0.0,779.0300000000007,berlinda,5,4.0,5345.07,5076.5938,9.384477214240853,62.73458445040214,Alta,,🟢 Abaixo viável
ECI0201,Guarapari-Nova_Guarapari-apartamento-JR-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Enseada Verde",0,421,2171.36,39,2562.57,2025-10,0.5484,0.3649,17,31,160.35,133.0,12,2025-10-17,0.85,0.0,391.21000000000004,berlinda,12,3.0,3767.36,3046.6064,6.768066173151692,39.946380697050934,Média,,🟢 Abaixo viável
PDM005,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuan",0,590,3431.11,25,3972.05,2025-10,0.3548,0.4993,11,31,222.09,163.69,13,2025-10-17,0.86,0.0,540.94,berlinda,13,4.0,5559.08,4186.113756,5.573096297881446,29.75871313672922,Média,,🟢 Abaixo viável
ILC2403,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",7,1748,6133.45,16,6612.72,2025-10,0.6667,0.5488,16,31,453.63,397.6,5,2025-10-17,0.93,3175.41,479.27000000000044,berlinda,5,2.0,8121.45,7458.8496,14.40842437000207,87.39946380697052,Crítico,,🟢 Abaixo viável
NWT0617,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,4408.66,26,4859.73,2025-10,0.6452,0.6467,20,31,259.35,258.2,10,2025-10-17,0.91,0.0,451.0699999999997,berlinda,10,2.0,6990.66,6074.5664,11.982792665436142,78.01608579088472,Alta,,🟢 Abaixo viável
RPR056,Penha-Praia-casa-JR-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, penha",4,609,1654.66,24,2057.45,2025-10,0.4815,0.296,13,31,198.0,167.56,9,2025-10-17,0.8,792.0,402.78999999999974,berlinda,9,3.0,3162.7,2380.78126,10.93448887376768,72.92225201072387,Alta,,🟢 Abaixo viável
SOV0002,Mata_de_Sao_Joao-Praia_Imbassai-casa-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Imbassaí",6,64,2579.7,9,3187.39,2025-10,0.56,0.39,14,31,224.14,214.67,6,2025-10-17,0.81,1344.84,607.69,berlinda,6,3.0,3867.72,3300.9912,13.64259496536874,85.79088471849866,Crítico,,🟢 Abaixo viável
SPJ0503,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,351,4192.54,16,4455.71,2025-10,0.8387,0.5519,26,31,196.0,226.4,5,2025-10-17,0.94,0.0,263.1700000000001,berlinda,5,2.0,5324.54,5141.9484,6.685992580307068,39.41018766756032,Média,,🟢 Abaixo viável
WBU2607,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,716,2115.0,50,2328.99,2025-10,0.3871,0.4418,12,31,227.0,194.46,13,2025-10-17,0.91,0.0,213.98999999999978,berlinda,13,2.0,4642.98,3093.581058,8.933592544407652,59.24932975871313,Alta,,🟢 Abaixo viável
ADC0205,Florianopolis-Cachoeira_Bom_Jesus-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,229,4803.75,21,4905.18,2025-10,0.6452,0.3975,20,31,296.95,290.57,7,2025-10-17,0.98,0.0,101.43000000000029,berlinda,7,1.0,6837.74,6116.0803479999995,6.008447212946329,32.975871313672926,Média,,🟢 Abaixo viável
LHD0706,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,455,2146.59,152,2199.8,2025-10,0.4839,0.4678,15,31,185.93,146.89,9,2025-10-17,0.98,0.0,53.210000000000036,berlinda,9,1.0,3468.6,2786.3106390000003,3.55305795981453,10.455764075067025,Baixa,,🟢 Abaixo viável
VLP0109,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte",0,329,4606.17,30,5586.73,2025-10,0.5806,0.4208,18,31,311.61,254.57,7,2025-10-17,0.82,0.0,980.5599999999995,berlinda,7,4.0,6388.16,5640.793394,11.170271303606933,74.53083109919572,Alta,,🟢 Abaixo viável
CNA003,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,7866.34,25,8435.16,2025-10,0.5161,0.4339,16,31,602.81,600.71,7,2025-10-17,0.93,0.0,568.8199999999997,berlinda,7,1.0,12071.310000000001,10036.525017,40.50852173521307,99.73190348525469,Crítico,,🟢 Abaixo viável
CSG305,Florianopolis-Canasvieiras_Perto-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,1318,1420.34,20,1518.51,2025-10,0.3548,0.2749,11,31,147.45,146.33,3,2025-10-17,0.94,0.0,98.17000000000007,berlinda,3,1.0,1859.33,1576.093652,9.460073427241184,63.53887399463807,Alta,,🟢 Abaixo viável
ECH504,Florianopolis-Centrao-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,553,4761.79,17,4935.1,2025-10,0.8065,0.3941,25,31,231.96,243.0,3,2025-10-17,0.96,0.0,173.3100000000004,berlinda,3,1.0,5490.79,5349.7285,8.533632550505581,56.56836461126006,Alta,,🟢 Abaixo viável
HOX1010,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",0,106,3153.49,383,3478.88,2025-10,0.5806,0.5536,18,31,203.06,170.0,8,2025-10-17,0.91,0.0,325.3900000000003,berlinda,8,2.0,4513.49,3943.1059999999998,7.9503029710711575,51.474530831099194,Alta,,🟢 Abaixo viável
JBV167,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1090,7892.73,31,8984.88,2025-10,0.8387,0.728,26,31,369.62,378.33,3,2025-10-17,0.88,0.0,1092.1499999999996,berlinda,3,3.0,9027.72,8844.646112999999,15.329201558618468,89.27613941018767,Crítico,,🟠 Abaixo precisa esforço
TCO0615,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",2,524,1659.41,74,1785.91,2025-10,0.4828,0.4699,14,31,131.86,120.0,10,2025-10-17,0.93,263.72,126.5,berlinda,10,2.0,2859.41,2238.77,4.249934207210889,17.962466487935657,Baixa,,🟢 Abaixo viável
VAC2205,Barra_Velha-Tabuleiro-apartamento-SUP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba",2,573,1241.73,54,1429.14,2025-10,0.3793,0.1955,11,31,137.82,169.55,11,2025-10-17,0.87,275.64,187.41000000000008,berlinda,11,2.0,3106.78,1949.143465,11.116953377555738,73.7265415549598,Alta,,🟢 Abaixo viável
DAL312,Canela-Geral-apartamento-TOP-1Q,Carteira 4,RS,"Canela, RS","Canela, RS, São José",0,723,3009.72,15,3094.93,2025-10,0.5161,0.2986,16,31,238.5,223.25,4,2025-10-17,0.97,0.0,85.21000000000004,berlinda,4,1.0,3902.72,3470.5973,6.146546933210124,34.852546916890084,Média,,🟢 Abaixo viável
EDT0009,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuan",0,537,3750.13,25,3972.05,2025-10,0.4516,0.4993,14,31,230.0,176.67,3,2025-10-17,0.94,0.0,221.92000000000007,berlinda,3,2.0,4280.14,3989.482516,4.935311287622263,24.128686327077748,Média,,🟢 Abaixo viável
VRN302,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",5,622,5877.47,18,6117.46,2025-10,0.9231,0.4961,24,31,380.21,253.0,2,2025-10-17,0.96,1901.05,239.98999999999978,berlinda,2,1.0,6383.47,6344.5586,9.925274542048488,66.21983914209115,Alta,,🟢 Abaixo viável
DNAB1503,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,741,1961.49,152,2199.8,2025-10,0.4194,0.4678,13,31,195.31,187.36,11,2025-10-17,0.89,0.0,238.31000000000017,berlinda,11,2.0,4022.45,2825.856624,10.148595690517325,67.5603217158177,Alta,,🟢 Abaixo viável
NWT0601,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,4333.39,26,4859.73,2025-10,0.5806,0.6467,18,31,276.39,256.11,9,2025-10-17,0.89,0.0,526.3399999999992,berlinda,9,3.0,6638.380000000001,5671.667194000001,9.246119805009734,61.3941018766756,Alta,,🟢 Abaixo viável
NWT0904,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,190,4323.45,26,4859.73,2025-10,0.6667,0.6467,20,31,256.15,250.0,4,2025-10-17,0.89,256.15,536.2799999999997,berlinda,4,3.0,5323.45,4990.15,9.195984139036526,61.12600536193029,Alta,,🟢 Abaixo viável
SPJ0205,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,486,3652.58,16,4455.71,2025-10,0.7742,0.5519,24,31,189.67,208.83,6,2025-10-17,0.82,0.0,803.1300000000001,berlinda,6,4.0,4905.5599999999995,4622.637116,9.410264464024811,63.27077747989276,Alta,,🟢 Abaixo viável
COT0081,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",1,188,3456.04,383,3478.88,2025-10,0.7,0.5536,21,31,205.71,170.0,5,2025-10-17,0.99,205.71,22.840000000000146,berlinda,5,1.0,4306.04,4051.04,1.1161063330727201,0.5361930294906166,Baixa,,🟢 Abaixo viável
ISC0906,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Buarque",1,531,2098.39,424,2504.66,2025-10,0.5667,0.5514,17,31,142.76,130.0,10,2025-10-17,0.84,142.76,406.27,berlinda,10,4.0,3398.39,2835.1,5.2716835818035195,26.80965147453083,Média,,🟢 Abaixo viável
