listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,grupo_criticidade
MAR202,Florianopolis-Ingleses_Centro-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,862,1756.91,15,2522.66,2025-10,0.3871,0.2699,12,31,165.92,195.0,18,2025-10-06,0.7,atenção
OBS0301,Itapema-Meia_Praia-Sul-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Itapema",0,604,2699.46,26,2228.74,2025-10,0.5806,0.2048,18,31,192.44,152.89,9,2025-10-06,1.21,ok
PGO0406,Pocos_de_Caldas-Geral-apartamento-SUP-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, São Benedito",0,384,1206.34,22,1190.09,2025-10,0.2903,0.2167,9,31,159.78,137.75,20,2025-10-06,1.01,berlinda
PSO0503,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,62,2197.35,13,1489.07,2025-10,0.5484,0.4061,17,31,164.12,162.42,12,2025-10-06,1.48,ok
PSO0910,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,65,2397.3,13,1489.07,2025-10,0.5161,0.4061,16,31,160.95,148.2,10,2025-10-06,1.61,ok
RJF001,Urubici-Geral-casa-TOP-2Q,Carteira 3,SC,"Urubici, SC","Urubici, SC, Aguas Brancas",29,565,0.0,19,3805.41,2025-10,0.0,0.1654,0,31,,610.0,2,2025-10-06,0.0,crítico
SDN042,Bombinhas-Centro-casa-SUP-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",8,328,5323.97,9,3503.7,2025-10,1.0,0.181,23,31,304.65,,0,2025-10-06,1.52,ok
SJS0003,Florianopolis-Ingleses_Centro-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,275,0.0,18,1424.84,2025-10,0.0,0.3457,0,31,,106.84,25,2025-10-06,0.0,crítico
SPT0006,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,511,4649.94,40,5178.91,2025-10,0.3226,0.4511,10,31,651.4,211.07,15,2025-10-06,0.9,berlinda
SWR1502,Goiania-Central-2-apartamento-TOP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Oeste",1,85,5661.75,8,3078.75,2025-10,0.8,0.348,24,31,289.12,334.5,6,2025-10-06,1.84,ok
TPS101,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,986,2550.81,23,2723.4,2025-10,0.6774,0.4492,21,31,156.95,160.3,10,2025-10-06,0.94,berlinda
CCI003,Florianopolis-Ingleses_Norte-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",1,1010,0.0,14,2452.59,2025-10,0.0,0.3696,0,31,,680.0,25,2025-10-06,0.0,crítico
CMC101,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1015,1657.52,17,1987.38,2025-10,0.3871,0.3131,12,31,171.33,174.59,17,2025-10-06,0.83,berlinda
CPM1110,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",0,72,2710.24,358,2606.12,2025-10,0.5484,0.3837,17,31,191.47,215.31,13,2025-10-06,1.04,berlinda
CRN0705,Sao_Paulo-Bela_Vista-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Cerqueira César",1,215,6046.76,200,2559.86,2025-10,0.7333,0.3936,22,31,336.95,316.29,7,2025-10-06,2.36,meta_subestimada
DBH0807,Guarapari-Praia_do_Morro-apartamento-JR-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",0,37,1398.4,71,2442.86,2025-10,0.2581,0.4262,8,31,208.63,158.88,17,2025-10-06,0.57,atenção
EAC403,Balneario_Camboriu-Centro-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,702,2349.3,20,1386.88,2025-10,0.6452,0.2643,20,31,136.8,118.44,9,2025-10-06,1.69,ok
EAZ305,Florianopolis-Itacorubi-apartamento-SUP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, João Paulo",0,566,887.77,9,3649.9,2025-10,0.0968,0.3075,3,31,350.0,350.0,22,2025-10-06,0.24,crítico
EMP2201,Florianopolis-Canasvieiras_Perto-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,803,3963.1,12,2874.01,2025-10,0.7742,0.216,24,31,217.04,224.86,7,2025-10-06,1.38,ok
HPN0618,Porto_Alegre-Cidade_Baixa-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Farroupilha",0,26,0.0,30,1445.07,2025-10,0.0,0.2936,0,31,,178.88,25,2025-10-06,0.0,crítico
IAA0504,Recife-Boa_Viagem-apartamento-TOP-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",0,567,1886.4,48,3435.57,2025-10,0.3226,0.4586,10,31,238.7,213.71,21,2025-10-06,0.55,atenção
IAP0403,Florianopolis-Ingleses_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses sul",0,351,643.76,22,2049.33,2025-10,0.1935,0.3312,6,31,140.0,219.84,19,2025-10-06,0.31,crítico
IDA105,Florianopolis-Ingleses_Norte-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses",1,845,2807.92,42,1706.38,2025-10,0.6667,0.367,20,31,212.65,159.8,10,2025-10-06,1.65,ok
ILC3308,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1007,11007.11,27,7940.49,2025-10,0.7742,0.6389,24,31,509.57,,0,2025-10-06,1.39,ok
IPTR0171,Balneario_Camboriu-Centro-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,255,2783.28,34,1835.84,2025-10,0.4839,0.2518,15,31,241.6,166.93,15,2025-10-06,1.52,ok
ITFA039,Mata_de_Sao_Joao-Praia_Imbassai-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Açu da Torre",0,485,1640.1,9,4204.44,2025-10,0.2903,0.2295,9,31,216.89,196.79,19,2025-10-06,0.39,crítico
MHF2109,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,467,2934.04,8,2155.64,2025-10,0.5161,0.1674,16,31,277.56,210.55,11,2025-10-06,1.36,ok
MOL0502,Sao_Paulo-Liberdade-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Liberdade",1,408,1624.59,65,2365.0,2025-10,0.3,0.4115,9,31,208.67,216.83,18,2025-10-06,0.69,atenção
NOA0704,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Santo Amaro",3,369,721.11,118,1790.0,2025-10,0.1786,0.3141,5,31,188.6,171.35,20,2025-10-06,0.4,crítico
OBP0301,Penha-Beto_Carrero-apartamento-MASTER-2Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,370,7854.47,25,2816.05,2025-10,0.8065,0.2538,25,31,387.24,277.67,3,2025-10-06,2.79,meta_subestimada
PSO0906,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,70,2435.36,13,1489.07,2025-10,0.5484,0.4061,17,31,164.82,157.57,14,2025-10-06,1.64,ok
PSOA0707,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,105,2925.62,13,1489.07,2025-10,0.5806,0.4061,18,31,199.39,175.13,8,2025-10-06,1.96,ok
QTIB0301,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,82,1001.7,17,1987.38,2025-10,0.2258,0.3131,7,31,169.71,183.89,18,2025-10-06,0.5,atenção
RLN0104,Gramado-Geral-apartamento-JR-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Ipê Amarelo",0,273,1555.12,29,2791.4,2025-10,0.2258,0.1895,7,31,297.0,226.89,18,2025-10-06,0.56,atenção
SDR006,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1538,1339.74,19,2222.75,2025-10,0.2903,0.4709,9,31,144.0,166.69,16,2025-10-06,0.6,atenção
SKL1003,Penha-Praia-apartamento-SUP-2Q,Carteira 4,SC,"Penha, SC","Penha, SC, Armação",0,6,2415.39,48,3004.58,2025-10,0.4839,0.3319,15,31,230.8,186.8,10,2025-10-06,0.8,berlinda
TVT1008,Florianopolis-Centrao-apartamento-MASTER-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,558,3831.39,34,2920.18,2025-10,0.5484,0.2703,17,31,313.71,321.64,14,2025-10-06,1.31,ok
TXP1405,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,716,726.45,136,993.18,2025-10,0.1613,0.2493,5,31,186.4,217.64,25,2025-10-06,0.73,atenção
BFT2905,Goiania-Leste-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás",1,237,1891.72,59,1362.55,2025-10,0.5,0.243,15,31,153.6,142.07,14,2025-10-06,1.39,ok
CLE1203,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",1,224,1309.98,17,2627.78,2025-10,0.3667,0.2051,11,31,147.0,156.56,18,2025-10-06,0.5,crítico
CSC0212,Florianopolis-Ingleses_Norte-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",0,62,3130.16,42,1706.38,2025-10,0.6774,0.367,21,31,180.67,195.0,10,2025-10-06,1.83,ok
DVM0202,Florianopolis-Itacorubi-apartamento-JR-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",0,285,0.0,18,1995.16,2025-10,0.0,0.3389,0,31,,313.0,25,2025-10-06,0.0,crítico
EIO203,Itapema-Meia_Praia-Norte-apartamento-JR-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",12,845,2935.37,16,1931.9,2025-10,0.8947,0.2336,17,31,200.35,138.0,2,2025-10-06,1.52,ok
EJF0702,Balneario_Camboriu-Intermediario-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,658,4380.04,51,2318.8,2025-10,0.8387,0.2644,26,31,216.5,151.2,5,2025-10-06,1.89,ok
ELY0201,Florianopolis-Beira_Mar-apartamento-JR-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,679,4336.16,19,2707.82,2025-10,0.7742,0.2945,24,31,233.13,223.0,7,2025-10-06,1.6,ok
IAA1003,Recife-Boa_Viagem-apartamento-TOP-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",0,567,5113.1,48,3435.57,2025-10,0.8387,0.4586,26,31,216.35,207.0,5,2025-10-06,1.49,ok
IDP104,Florianopolis-Ingleses_Norte-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",9,1821,2931.51,11,2627.78,2025-10,0.6818,0.1824,15,31,298.6,212.4,5,2025-10-06,1.12,ok
JBV276,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1034,8999.68,24,5125.13,2025-10,0.7742,0.4414,24,31,488.92,359.17,6,2025-10-06,1.76,ok
MAS0603,Salvador-Piata-apartamento-SUP-2Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Piatã",1,194,2319.26,49,2455.83,2025-10,0.3333,0.3736,10,31,312.2,190.05,20,2025-10-06,0.94,berlinda
MNDA0217,Cabo_Frio-Centro-apartamento-SUP-1Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",0,37,3432.19,47,3532.9,2025-10,0.6452,0.5697,20,31,202.05,223.36,11,2025-10-06,0.97,berlinda
NWT1414,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,278,4720.94,30,4057.04,2025-10,0.5484,0.5207,17,31,371.12,344.08,13,2025-10-06,1.16,ok
PDU0033,Cabo_Frio-Foguete-casa-JR-1Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",1,327,3082.34,29,1554.77,2025-10,0.6,0.3028,18,31,206.06,181.0,9,2025-10-06,1.98,ok
PSOB0912,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,82,3564.39,13,1489.07,2025-10,0.8065,0.4061,25,31,170.6,165.33,6,2025-10-06,2.39,meta_subestimada
RFM0024,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,251,1632.83,34,2943.99,2025-10,0.3548,0.4113,11,31,170.09,254.5,18,2025-10-06,0.55,atenção
SDR0003,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,267,828.81,19,2222.75,2025-10,0.2258,0.4709,7,31,153.14,171.85,20,2025-10-06,0.37,crítico
SFR0511,Bombinhas-Centro-apartamento-SUP-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,6,2039.81,22,2120.75,2025-10,0.5806,0.4366,18,31,141.5,136.71,7,2025-10-06,0.96,berlinda
VLD1002,Balneario_Camboriu-Centro-apartamento-MASTER-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,538,0.0,12,10918.89,2025-10,0.0,0.4622,0,31,,1091.0,25,2025-10-06,0.0,crítico
ZIO0201,Florianopolis-Ingleses_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",0,68,0.0,22,2049.33,2025-10,0.0,0.3312,0,31,,188.96,25,2025-10-06,0.0,crítico
ACB0204,Florianopolis-Cachoeira_Bom_Jesus-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",1,181,1838.63,12,3914.41,2025-10,0.4,0.2991,12,31,184.25,192.31,16,2025-10-06,0.47,crítico
BEL0201,Florianopolis-Jurere_Tradicional-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,279,0.0,12,6110.01,2025-10,0.0,0.3248,0,31,,1200.0,25,2025-10-06,0.0,crítico
BLS0754,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,15,901.18,43,1024.83,2025-10,0.1935,0.2024,6,31,199.67,204.45,22,2025-10-06,0.88,berlinda
IDVA0903,Goiania-Central-2-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Oeste",0,747,3973.95,28,1537.44,2025-10,0.6129,0.2335,19,31,246.11,247.91,11,2025-10-06,2.58,meta_subestimada
JSM0103,Salvador-Flamengo-apartamento-SUP-2Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Stella Maris",2,29,2219.58,49,2455.83,2025-10,0.5172,0.3736,15,31,182.27,170.57,14,2025-10-06,0.9,berlinda
LIV1408,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",0,71,3724.89,9,1141.14,2025-10,0.7097,0.3244,22,31,214.95,196.89,9,2025-10-06,3.26,meta_subestimada
MHFA0507,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,426,1095.56,7,1455.01,2025-10,0.2581,0.199,8,31,146.75,135.89,19,2025-10-06,0.75,atenção
NOA1014,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Santo Amaro",0,449,1338.33,118,1790.0,2025-10,0.2903,0.3141,9,31,168.0,172.37,19,2025-10-06,0.75,atenção
NWT0815,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,155,2445.83,30,4057.04,2025-10,0.3226,0.5207,10,31,291.2,280.0,15,2025-10-06,0.6,atenção
NWT1022,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,168,3272.15,30,4057.04,2025-10,0.4516,0.5207,14,31,275.43,281.0,16,2025-10-06,0.81,berlinda
PEV025,Ubatuba-Tenorio-casa-JR-4Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Tenório",6,175,1527.47,51,4484.74,2025-10,0.28,0.3361,7,31,264.14,310.33,18,2025-10-06,0.34,crítico
PSO0309,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,70,2247.52,13,1489.07,2025-10,0.4516,0.4061,14,31,185.79,155.87,15,2025-10-06,1.51,ok
SPI0811,Sao_Paulo-Pinheiros-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",0,294,5183.91,238,3475.78,2025-10,0.6452,0.4148,20,31,278.4,240.44,9,2025-10-06,1.49,ok
VIN202,Florianopolis-Ingleses_Norte-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",4,1560,2321.78,11,2627.78,2025-10,0.4444,0.1824,12,31,241.0,285.21,14,2025-10-06,0.88,berlinda
VNV1301,Itapema-Praia_Centro-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Tabuleiro dos Oliveiras",0,57,2895.0,17,3385.55,2025-10,0.6452,0.234,20,31,175.65,199.09,11,2025-10-06,0.86,berlinda
APS1005,Sao_Paulo-Liberdade-apartamento-JR-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Sé",0,134,590.15,93,2373.76,2025-10,0.1613,0.4879,5,31,154.4,156.7,20,2025-10-06,0.25,crítico
BDR521,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1254,2143.24,19,2222.75,2025-10,0.5806,0.4709,18,31,158.78,192.91,11,2025-10-06,0.96,berlinda
CRA304,Bombinhas-Mariscal-apartamento-JR-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, mariscal",8,1188,1354.14,12,934.32,2025-10,0.5217,0.0713,12,31,143.08,128.4,10,2025-10-06,1.45,ok
CVAF0220,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte",0,201,4826.04,30,3153.33,2025-10,0.6129,0.3207,19,31,281.0,226.11,9,2025-10-06,1.53,ok
EHS0117,Brasilia-Asa_Norte-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, SHCNW",0,246,2004.04,91,2189.81,2025-10,0.4194,0.4281,13,31,175.0,173.35,17,2025-10-06,0.92,berlinda
ELG0071,Barra_Velha-Centro-apartamento-JR-3Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Centro",0,215,1055.61,7,1618.51,2025-10,0.2581,0.0761,8,31,163.13,144.0,22,2025-10-06,0.65,atenção
ESA0902,Balneario_Camboriu-Norte-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",8,391,4726.36,19,4274.23,2025-10,0.7826,0.3412,18,31,344.0,320.5,2,2025-10-06,1.11,ok
ILC3113,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",5,1588,3684.03,16,5851.91,2025-10,0.4615,0.4525,12,31,389.08,346.92,12,2025-10-06,0.63,atenção
JAS0004,Florianopolis-Lagoa-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,134,759.63,16,1252.09,2025-10,0.2258,0.2159,7,31,127.29,139.05,21,2025-10-06,0.61,atenção
JBV279,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1034,7332.93,24,5125.13,2025-10,0.6774,0.4414,21,31,409.67,366.38,8,2025-10-06,1.43,ok
MHFA0705,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,253,1733.39,7,1455.01,2025-10,0.4516,0.199,14,31,150.93,160.13,16,2025-10-06,1.19,ok
OAG0820,Sao_Paulo-Pinheiros-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Cerqueira César",1,337,3478.63,238,3475.78,2025-10,0.4667,0.4148,14,31,299.5,278.6,15,2025-10-06,1.0,berlinda
PGL0301,Florianopolis-Canasvieiras_Perto-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",8,14,6632.47,7,7754.55,2025-10,0.9565,0.2914,22,31,357.36,252.0,1,2025-10-06,0.86,berlinda
PSO0903,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,68,3440.39,13,1489.07,2025-10,0.7742,0.4061,24,31,186.75,161.5,6,2025-10-06,2.31,meta_subestimada
STL401,Camboriu-Tabuleiro-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Vila Real",4,635,3145.54,16,2718.99,2025-10,0.6667,0.2548,18,31,208.61,183.0,8,2025-10-06,1.16,ok
VDP0027,Cabo_Frio-Palmeiras-casa-SUP-2Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Parque Burle",4,160,3114.41,46,2518.68,2025-10,0.6296,0.3007,17,31,234.29,201.67,9,2025-10-06,1.24,ok
VTD0605,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",1,23,2623.04,32,1791.73,2025-10,0.6,0.3064,18,31,200.83,214.1,10,2025-10-06,1.46,ok
CAP0302,Gramado-Carniel-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Carniel",3,659,5311.32,95,4710.7,2025-10,0.6429,0.406,18,31,391.22,244.8,5,2025-10-06,1.13,ok
CMI0301,Florianopolis-Ingleses_Centro-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,672,487.32,15,2522.66,2025-10,0.129,0.2699,4,31,161.5,192.95,21,2025-10-06,0.19,crítico
CNU202,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1156,0.0,17,1987.38,2025-10,0.0,0.3131,0,31,,171.36,25,2025-10-06,0.0,crítico
EMA0201,Itapema-Meia_Praia-Sul-apartamento-TOP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",6,201,2363.73,13,2643.35,2025-10,0.44,0.1275,11,31,312.83,229.82,11,2025-10-06,0.89,berlinda
JBV134,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1940,6010.64,24,5125.13,2025-10,0.6774,0.4414,21,31,351.38,345.67,9,2025-10-06,1.17,ok
LBH104,São_Miguel_dos_Milagres-Geral-casa-SUP-2Q,Carteira 2,AL,"Passo de Camaragibe, AL","Passo de Camaragibe, AL, Passo de Camaragibe",0,600,2819.3,19,4476.95,2025-10,0.3226,0.3524,10,31,294.0,244.33,12,2025-10-06,0.63,atenção
MGI0068,Porto_Seguro-Arraial_Dajuda_Centro-casa-TOP-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Alto da Pitinga",2,23,2449.68,7,9654.64,2025-10,0.1379,0.4175,4,31,800.0,800.0,19,2025-10-06,0.25,crítico
NWT0710,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,155,4514.67,30,4057.04,2025-10,0.6129,0.5207,19,31,304.63,282.83,12,2025-10-06,1.11,ok
PSO0501,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,61,3160.43,13,1489.07,2025-10,0.7419,0.4061,23,31,165.74,161.83,6,2025-10-06,2.12,meta_subestimada
RHE201,Bombinhas-Mariscal-casa-JR-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Morrinhos",2,544,1166.59,9,1530.0,2025-10,0.3793,0.1872,11,31,133.82,129.29,14,2025-10-06,0.76,atenção
ROR0001,Bombinhas-Bombas-apartamento-SUP-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",0,754,1317.42,45,1712.75,2025-10,0.5484,0.2547,17,31,146.45,135.83,18,2025-10-06,0.77,atenção
RVG0207,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",3,170,3151.1,34,2143.1,2025-10,0.6071,0.2447,17,31,229.65,222.55,11,2025-10-06,1.47,ok
SDP0206,Florianopolis-Ingleses_Praia-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,915,708.09,28,2539.97,2025-10,0.1935,0.2421,6,31,164.17,227.18,22,2025-10-06,0.28,crítico
SHA0104,Balneario_Picarras-Geral-apartamento-JR-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Centro",3,14,2031.12,18,1547.47,2025-10,0.75,0.1554,21,31,136.71,122.43,7,2025-10-06,1.31,ok
TCO1014,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,541,2474.98,71,1060.84,2025-10,0.7419,0.3052,23,31,127.7,127.57,7,2025-10-06,2.33,meta_subestimada
ACG302,Florianopolis-Canasvieiras_Perto-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,581,1114.05,16,905.89,2025-10,0.3226,0.1743,10,31,145.1,147.33,18,2025-10-06,1.23,ok
