listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,grupo_criticidade
POL406,Balneario_Camboriu-Centro-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,384,5271.74,63,3201.52,2025-10,0.7097,0.294,22,31,321.23,294.5,8,2025-10-06,1.65,ok
PSMC003,Camaçari-Monte_Gordo-apartamento-SUP-2Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Guarajuba",0,76,481.94,19,4598.5,2025-10,0.0645,0.362,2,31,315.0,335.2,25,2025-10-06,0.1,crítico
RFM0019,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,336,0.0,34,2943.99,2025-10,0.0,0.4113,0,31,,271.6,25,2025-10-06,0.0,crítico
ROT1001,Itapema-Meia_Praia-Sul-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",8,645,1128.24,26,2228.74,2025-10,0.3913,0.2048,9,31,148.22,172.18,11,2025-10-06,0.51,atenção
RTG208,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1730,1805.7,34,2143.1,2025-10,0.3226,0.2447,10,31,185.3,222.35,17,2025-10-06,0.84,berlinda
SOT0202,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,246,3604.8,17,4453.11,2025-10,0.7419,0.3745,23,31,211.83,236.0,6,2025-10-06,0.81,berlinda
VEC120,Bombinhas-Centro-apartamento-SUP-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,1009,3371.28,22,2120.75,2025-10,0.9355,0.4366,29,31,139.24,167.5,2,2025-10-06,1.59,ok
VENB504,Porto_Alegre-Cidade_Baixa-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Azenha",0,747,2082.78,30,1445.07,2025-10,0.4516,0.2936,14,31,176.43,183.18,17,2025-10-06,1.44,ok
VLP0222,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Açu da Torre",0,649,4732.8,30,3153.33,2025-10,0.8065,0.3207,25,31,274.76,264.83,6,2025-10-06,1.5,ok
WBU3015,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",16,201,1371.37,43,1024.83,2025-10,0.5333,0.2024,8,31,200.38,242.67,6,2025-10-06,1.34,ok
BTI003,Ubatuba-Praia_Grande-apartamento-SIM-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Praia Grande",0,603,2896.51,32,2915.86,2025-10,0.6774,0.282,21,31,170.67,152.3,10,2025-10-06,0.99,berlinda
CET1702,Balneario_Camboriu-Centro-apartamento-TOP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,1077,9023.82,37,5288.27,2025-10,0.9355,0.3583,29,31,414.45,343.0,2,2025-10-06,1.71,ok
CNA007,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,6136.23,23,7494.02,2025-10,0.3548,0.3161,11,31,669.09,705.84,19,2025-10-06,0.82,berlinda
EHI0802,Itajai-Praia_Brava-apartamento-MASTER-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava",0,124,6603.47,8,3653.92,2025-10,0.7419,0.3194,23,31,342.3,327.43,7,2025-10-06,1.81,ok
IDA101,Florianopolis-Ingleses_Norte-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,651,3368.55,35,2242.37,2025-10,0.5161,0.2481,16,31,256.75,214.54,13,2025-10-06,1.5,ok
ILC2414,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",10,1211,5034.31,16,5851.91,2025-10,0.619,0.4525,13,31,500.31,407.0,7,2025-10-06,0.86,berlinda
NWT1005,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,168,5141.54,30,4057.04,2025-10,0.6774,0.5207,21,31,294.81,330.11,9,2025-10-06,1.27,ok
NWT1423,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",7,254,2843.05,30,4057.04,2025-10,0.5,0.5207,12,31,292.33,280.0,9,2025-10-06,0.7,atenção
ONX1410,Goiania-Central-apartamento-JR-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",1,448,2581.39,72,826.07,2025-10,0.7,0.2538,21,31,181.62,182.67,9,2025-10-06,3.12,meta_subestimada
PMN0901,Porto_Alegre-Jardim_Lindoia-apartamento-SUP-2Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Passo d Areia",0,135,1961.1,12,3895.55,2025-10,0.1935,0.5192,6,31,353.0,351.0,19,2025-10-06,0.5,atenção
PSO0904,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,96,5057.85,13,1489.07,2025-10,0.9355,0.4061,29,31,231.03,135.0,2,2025-10-06,3.4,meta_subestimada
PZO0905,Ilheus-Sul-apartamento-TOP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",0,55,0.0,12,2878.39,2025-10,0.0,0.219,0,31,,229.52,25,2025-10-06,0.0,crítico
RCS701,Porto_Belo-Geral-apartamento-SUP-3Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Balneário Perequê",5,537,3981.44,21,2141.15,2025-10,0.7692,0.217,20,31,249.55,159.75,4,2025-10-06,1.86,ok
RDM0101,Itapema-Meia_Praia-Norte-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,28,3441.1,33,2267.8,2025-10,0.7742,0.223,24,31,206.92,195.71,7,2025-10-06,1.52,ok
SIS0005,Florianopolis-Canto_da_Lagoa-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,98,385.96,15,2308.6,2025-10,0.129,0.4224,4,31,116.5,120.9,21,2025-10-06,0.17,crítico
SKL1307,Penha-Praia-apartamento-SUP-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",7,127,3044.22,17,3177.17,2025-10,0.5833,0.258,14,31,294.93,223.78,9,2025-10-06,0.96,berlinda
SPJ0305,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,485,4045.39,14,2892.38,2025-10,0.7097,0.3764,22,31,224.27,184.25,8,2025-10-06,1.4,ok
SRE1403,Itapema-Meia_Praia-Sul-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",2,6,0.0,13,2384.46,2025-10,0.0,0.2277,0,31,,207.65,23,2025-10-06,0.0,crítico
STI105,Florianopolis-Ingleses_Centro-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,995,3335.11,15,2522.66,2025-10,0.6129,0.2567,19,31,203.68,170.18,11,2025-10-06,1.32,ok
TCO1115,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,49,2461.14,71,1060.84,2025-10,0.6452,0.3052,20,31,144.8,141.09,11,2025-10-06,2.32,meta_subestimada
TXP2206,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,747,1529.57,136,993.18,2025-10,0.3226,0.2493,10,31,173.6,201.62,21,2025-10-06,1.54,ok
VST006,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",1,457,2404.48,32,1199.53,2025-10,0.3333,0.0877,10,31,269.5,211.12,17,2025-10-06,2.0,meta_subestimada
VST021,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,454,954.58,32,1199.53,2025-10,0.1613,0.0877,5,31,226.4,192.64,22,2025-10-06,0.8,atenção
AAP1507,Salvador-Caminho_Das_Arvores-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Caminho das Árvores",1,194,3068.6,33,1559.75,2025-10,0.6667,0.27,20,31,181.55,148.67,9,2025-10-06,1.97,ok
AIR1607,Porto_Alegre-Menino_Deus-apartamento-TOP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Praia de Belas",1,608,1482.46,27,1737.25,2025-10,0.2,0.3018,6,31,313.0,333.0,21,2025-10-06,0.85,berlinda
ATO3091,Petropolis-Centro-casa-JR-1Q,Carteira 4,RJ,"Petrópolis, RJ","Petrópolis, RJ, Centro",0,819,1806.56,12,854.03,2025-10,0.4194,0.1683,13,31,172.85,145.47,17,2025-10-06,2.12,meta_subestimada
CHR025,Florianopolis-Jurere_Longe-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,173,1976.06,13,2847.08,2025-10,0.3871,0.2505,12,31,213.0,183.92,13,2025-10-06,0.69,atenção
CPL025,Canela-Catedral-apartamento-TOP-1Q,Carteira 4,RS,"Canela, RS","Canela, RS, Centro",0,175,1915.84,29,2315.4,2025-10,0.3871,0.2613,12,31,212.67,209.53,17,2025-10-06,0.83,berlinda
EDT0010,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuan",6,692,1301.5,25,3972.05,2025-10,0.28,0.4339,7,31,240.14,241.08,12,2025-10-06,0.33,crítico
EIS305,Itapema-Meia_Praia-Norte-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,1381,0.0,15,2170.35,2025-10,0.0,0.1713,0,31,,359.0,25,2025-10-06,0.0,crítico
GMB0414,Brasilia-Setor_Hoteleiro-apartamento-TOP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,660,5627.62,19,3932.95,2025-10,0.7742,0.4804,24,31,297.46,276.5,6,2025-10-06,1.43,ok
ICT0104B,Florianopolis-Ingleses_Centro-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",0,106,1667.6,13,1187.37,2025-10,0.4839,0.2919,15,31,144.47,180.36,14,2025-10-06,1.4,ok
ILC1212,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",3,650,5302.8,16,5851.91,2025-10,0.5714,0.4525,16,31,432.27,324.83,12,2025-10-06,0.91,berlinda
JBV115,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1696,7907.12,24,5125.13,2025-10,0.9032,0.4414,28,31,360.64,303.33,3,2025-10-06,1.54,ok
JBV242,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",1,1476,11025.32,30,7567.62,2025-10,0.9333,0.5968,28,31,495.07,399.0,2,2025-10-06,1.46,ok
JPR217,Especial-JPR-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,895,4186.29,15,2997.61,2025-10,0.7097,0.3664,22,31,242.45,252.38,8,2025-10-06,1.4,ok
LIV1310,Salvador-Graca-apartamento-TOP-1Q,Carteira 6,BA,"Salvador, BA","Salvador, BA, Vitória",0,13,4587.6,9,1141.14,2025-10,0.871,0.3244,27,31,203.96,247.25,8,2025-10-06,4.02,meta_subestimada
MHF0801,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,413,2078.16,8,2301.25,2025-10,0.4839,0.3219,15,31,162.4,167.64,14,2025-10-06,0.9,berlinda
NWT0921,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,190,3778.14,30,4057.04,2025-10,0.5161,0.5207,16,31,280.19,280.0,12,2025-10-06,0.93,berlinda
PSOB0807,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,71,1569.87,13,1489.07,2025-10,0.4194,0.4061,13,31,158.23,152.59,17,2025-10-06,1.05,berlinda
RGF0410,Salvador-Flamengo-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Itapuã",0,50,943.5,27,2455.83,2025-10,0.2258,0.3651,7,31,174.71,171.71,21,2025-10-06,0.38,crítico
RJF002,Urubici-Geral-casa-TOP-2Q,Carteira 3,SC,"Urubici, SC","Urubici, SC, Aguas Brancas",0,565,1648.35,19,3805.41,2025-10,0.0968,0.1654,3,31,646.67,546.36,22,2025-10-06,0.43,crítico
ROB203,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,107,0.0,34,2143.1,2025-10,0.0,0.2447,0,31,,528.0,25,2025-10-06,0.0,crítico
SFR0302,Bombinhas-Centro-apartamento-SUP-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,49,2198.67,22,2120.75,2025-10,0.5806,0.4366,18,31,155.33,143.9,10,2025-10-06,1.04,berlinda
STCY202,Florianopolis-Cachoeira_Bom_Jesus-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,530,2939.98,11,778.6,2025-10,1.0,0.1038,31,31,101.55,,0,2025-10-06,3.78,meta_subestimada
TCO0501,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,490,2156.44,71,1060.84,2025-10,0.7097,0.3052,22,31,132.32,147.56,9,2025-10-06,2.03,meta_subestimada
TXP0605,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,747,366.6,136,993.18,2025-10,0.0968,0.2493,3,31,151.33,196.24,25,2025-10-06,0.37,crítico
TXP0807,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,728,1588.95,136,993.18,2025-10,0.2903,0.2493,9,31,189.0,243.64,22,2025-10-06,1.6,ok
YHD0105,Florianopolis-UFSC-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Carvoeira",9,260,682.41,17,1549.41,2025-10,0.0455,0.2857,1,31,271.67,258.63,19,2025-10-06,0.44,crítico
BPA0103,Sao_Paulo-Bela_Vista-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista",2,146,2718.58,200,2559.86,2025-10,0.4138,0.3936,12,31,251.08,305.67,15,2025-10-06,1.06,berlinda
BSS0703,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Jardim das Acácias",0,397,786.66,118,1790.0,2025-10,0.1935,0.3141,6,31,161.0,174.09,22,2025-10-06,0.44,crítico
BVA0601,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista",0,379,1127.2,399,1785.91,2025-10,0.3226,0.3817,10,31,160.6,137.73,15,2025-10-06,0.63,atenção
CAA103,Bombinhas-Centro-apartamento-JR-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,1063,2268.62,13,1216.56,2025-10,0.5806,0.1274,18,31,151.61,126.5,12,2025-10-06,1.86,ok
CCR0022,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Praia de Taperapuã",0,131,1361.0,25,3972.05,2025-10,0.1613,0.4339,5,31,350.0,183.55,20,2025-10-06,0.34,crítico
DAC0402,Florianopolis-Estreito-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Estreito",0,167,440.48,13,1185.42,2025-10,0.129,0.1909,4,31,131.0,148.76,25,2025-10-06,0.37,crítico
DON0504,Balneario_Camboriu-Norte-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,77,4156.15,19,4274.23,2025-10,0.6452,0.3412,20,31,266.6,255.88,8,2025-10-06,0.97,berlinda
ECM0206,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,9,1881.4,19,2222.75,2025-10,0.4839,0.4709,15,31,150.93,168.31,16,2025-10-06,0.85,berlinda
EII0304,Maceio-Ponta_Verde-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",7,65,0.0,105,3386.4,2025-10,0.0,0.5113,0,31,,177.18,22,2025-10-06,0.0,crítico
IFT1208,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,22,2182.36,24,2235.56,2025-10,0.5161,0.2856,16,31,152.88,153.36,14,2025-10-06,0.98,berlinda
LGD0205,Florianopolis-Centrao-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,405,2169.45,16,3716.84,2025-10,0.3871,0.2548,12,31,214.25,231.18,17,2025-10-06,0.58,atenção
LIV0512,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",0,89,3299.62,9,1141.14,2025-10,0.6774,0.3244,21,31,207.43,172.3,10,2025-10-06,2.89,meta_subestimada
NWT1306,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,272,5002.58,30,4057.04,2025-10,0.6452,0.5207,20,31,318.35,323.9,10,2025-10-06,1.23,ok
NXO2104,Sao_Paulo-Bela_Vista-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Consolação",0,541,0.0,200,2559.86,2025-10,0.0,0.3936,0,31,,249.44,25,2025-10-06,0.0,crítico
PAR0001,Urubici-Geral-casa-TOP-1Q,Carteira 3,SC,"Urubici, SC","Urubici, SC, Arroio do Engenho",3,698,0.0,84,2588.0,2025-10,0.0,0.1911,0,31,,272.27,22,2025-10-06,0.0,crítico
PSD206,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,168,776.0,11,1868.64,2025-10,0.2581,0.2568,8,31,110.25,151.06,18,2025-10-06,0.42,crítico
PSO0305,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,58,2683.02,13,1489.07,2025-10,0.6129,0.4061,19,31,169.26,164.0,10,2025-10-06,1.8,ok
PTZ0166,Ilheus-Boa_Vista-apartamento-JR-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Conquista",0,266,0.0,32,1685.26,2025-10,0.0,0.2115,0,31,,125.04,25,2025-10-06,0.0,crítico
SLC0201,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,287,461.79,13,1859.49,2025-10,0.2258,0.4225,7,31,82.43,89.17,18,2025-10-06,0.25,crítico
SMT0713,Salvador-Boca_do_Rio-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Armação",0,243,1845.26,23,1589.5,2025-10,0.4516,0.3512,14,31,190.86,172.0,15,2025-10-06,1.16,ok
SPJ0304,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,484,4229.71,14,2892.38,2025-10,0.7097,0.3764,22,31,238.18,226.43,7,2025-10-06,1.46,ok
SPT0104,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,560,4466.48,40,5178.91,2025-10,0.3226,0.4511,10,31,512.71,218.42,12,2025-10-06,0.86,berlinda
SPT0107,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,565,4696.55,40,5178.91,2025-10,0.3548,0.4511,11,31,478.82,214.5,14,2025-10-06,0.91,berlinda
VAC5604,Barra_Velha-Tabuleiro-apartamento-TOP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba",3,139,2163.6,20,2219.98,2025-10,0.4286,0.1431,12,31,218.67,216.64,14,2025-10-06,0.97,berlinda
ACB0202,Florianopolis-Cachoeira_Bom_Jesus-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus Leste",0,167,2593.1,12,3914.41,2025-10,0.5806,0.2991,18,31,185.61,202.25,12,2025-10-06,0.66,atenção
AIR1507,Porto_Alegre-Menino_Deus-apartamento-TOP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Praia de Belas",0,608,2513.18,27,1737.25,2025-10,0.2903,0.3018,9,31,333.0,333.0,18,2025-10-06,1.45,ok
BBC0004,Marau-Barra_Grande-apartamento-TOP-3Q,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande",0,27,0.0,8,4292.03,2025-10,0.0,0.2534,0,31,,500.0,25,2025-10-06,0.0,crítico
BIA035,Sao_Paulo-Moema-apartamento-TOP-2Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Indianópolis",2,399,6301.29,19,4790.32,2025-10,0.7586,0.4016,22,31,353.05,295.0,7,2025-10-06,1.32,ok
BRR0097,Porto_Belo-Geral-casa-JR-3Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",3,644,822.28,19,1946.5,2025-10,0.1786,0.201,5,31,172.2,159.05,20,2025-10-06,0.42,crítico
CCM0008,Bombinhas-Mariscal-casa-JR-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Campo Grande",31,314,0.0,9,1530.0,2025-10,,0.1872,0,31,,,0,2025-10-06,0.0,crítico
CMP0002,Florianopolis-Campeche-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,131,1309.02,12,1542.43,2025-10,0.4516,0.2231,14,31,128.71,132.0,13,2025-10-06,0.85,berlinda
CNA009,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,6910.2,23,7494.02,2025-10,0.2903,0.3161,9,31,802.67,649.5,20,2025-10-06,0.92,berlinda
EEP0801,Guarapari-Centro-apartamento-SUP-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, São Judas Tadeu",0,84,4270.58,14,2736.54,2025-10,0.7419,0.261,23,31,221.43,163.43,7,2025-10-06,1.56,ok
GVM133,Florianopolis-Praia_Brava-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,1246,888.51,8,1799.3,2025-10,0.2258,0.1341,7,31,190.0,222.25,24,2025-10-06,0.49,crítico
JBV231,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,735,9748.33,30,7567.62,2025-10,0.8065,0.5968,25,31,464.04,488.4,5,2025-10-06,1.29,ok
PSN001,Itajai-Cabecudas-apartamento-TOP-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Cabeçudas",13,671,0.0,22,2268.89,2025-10,0.0,0.1998,0,31,,400.0,18,2025-10-06,0.0,crítico
QSA1405,Sao_Paulo-Moema-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Olímpia",0,405,4352.49,90,2257.3,2025-10,0.6452,0.3663,20,31,276.5,280.56,9,2025-10-06,1.93,ok
RFO0102,Bombinhas-Centro-apartamento-SUP-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,477,3367.23,30,2091.27,2025-10,0.8065,0.2159,25,31,174.72,131.83,6,2025-10-06,1.61,ok
RTBA1361,Florianopolis-Canasvieiras_Meio-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",5,869,2359.3,17,2723.4,2025-10,0.6923,0.444,18,31,163.61,161.25,8,2025-10-06,0.87,berlinda
SSG0320,Florianopolis-UFSC-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande",0,411,1681.32,17,1549.41,2025-10,0.2581,0.2857,8,31,259.88,285.41,22,2025-10-06,1.09,berlinda
THO2708,Goiania-Leste-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás",2,170,715.64,14,2360.13,2025-10,0.1379,0.3069,4,31,202.25,214.73,22,2025-10-06,0.3,crítico
VST003,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,457,1296.32,32,1199.53,2025-10,0.2258,0.0877,7,31,239.6,180.38,21,2025-10-06,1.08,berlinda
ASR204,Florianopolis-Santinho-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1413,1999.2,10,6274.54,2025-10,0.1613,0.438,5,31,500.0,510.0,20,2025-10-06,0.32,crítico
BTR0302,Balneario_Camboriu-Intermediario-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",4,650,1791.09,37,2903.6,2025-10,0.5185,0.2999,14,31,157.14,161.0,13,2025-10-06,0.62,atenção
CII0602,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0,404,1620.64,17,2627.78,2025-10,0.4516,0.2051,14,31,166.57,154.29,14,2025-10-06,0.62,atenção
CNA003,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,2487.78,23,7494.02,2025-10,0.129,0.3161,4,31,798.75,639.13,23,2025-10-06,0.33,crítico
CRR201,Florianopolis-Ribeirao-apartamento-SUP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Ribeirão da Ilha",1,828,2987.23,35,1576.67,2025-10,0.6667,0.3083,20,31,179.7,165.8,10,2025-10-06,1.89,ok
