listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,grupo_criticidade,dias_disponiveis,falta_meta,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,status_operacional
CEE202,Cabo_Frio-Centro-apartamento-JR-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Foguete",12,1268,2706.98,80,3073.04,2025-10,0.4737,0.3415,9,31,345.11,232.6,10,2025-10-07,0.88,berlinda,10,366.05999999999995,2.0,5032.98,3808.8062,13.85363613880717,70.80459770114943,Alta,🟢 Abaixo viável
SQS0108,Brasilia-Asa_Sul-apartamento-SUP-2Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Sul",3,7,3295.74,111,3464.77,2025-10,0.75,0.4422,21,31,204.9,234.2,5,2025-10-07,0.95,berlinda,5,169.0300000000002,1.0,4466.74,4173.99,11.425527812812986,59.54022988505747,Alta,🟢 Abaixo viável
TPS207,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,999,2180.11,23,2723.4,2025-10,0.6129,0.4492,19,31,150.47,190.7,10,2025-10-07,0.8,berlinda,10,543.29,3.0,4087.11,3348.9103,12.680889451910602,64.59770114942529,Alta,🟢 Abaixo viável
BLB0507,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,41,2252.27,184,2585.81,2025-10,0.5484,0.3877,17,31,185.53,163.83,12,2025-10-07,0.87,berlinda,12,333.53999999999996,3.0,4218.23,3330.402464,7.044067197512576,38.62068965517241,Média,🟢 Abaixo viável
EATNR0205,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista",0,141,2049.53,513,2208.72,2025-10,0.3226,0.3853,10,31,191.31,188.87,15,2025-10-07,0.93,berlinda,15,159.1899999999996,1.0,4882.58,2963.47193,13.612506474338042,69.6551724137931,Alta,🟢 Abaixo viável
MHF1105,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,448,2421.48,8,2301.25,2025-10,0.5484,0.3219,17,31,185.18,187.0,10,2025-10-07,1.05,berlinda,10,-120.23000000000002,-0.0,4291.48,3446.9880000000003,-9.769912004345464,10.344827586206897,Baixa,🟢 Acima com folga
ONP1701,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Paraíso",0,27,2068.83,513,2208.72,2025-10,0.4839,0.3853,15,31,181.8,185.23,13,2025-10-07,0.94,berlinda,13,139.88999999999987,1.0,4476.82,3234.056361,11.731602330761698,61.839080459770116,Alta,🟢 Abaixo viável
SIP0709,Salvador-Piata-apartamento-SUP-1Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Itapuã",15,33,1661.33,17,2015.11,2025-10,0.6875,0.3886,11,31,190.0,190.0,5,2025-10-07,0.82,berlinda,5,353.78,2.0,2611.33,2314.455,16.67854360307874,79.77011494252874,Alta,🟢 Abaixo viável
SPT0407,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,420,4612.87,40,5178.91,2025-10,0.4839,0.4511,15,31,367.0,218.42,12,2025-10-07,0.89,berlinda,12,566.04,3.0,7233.91,5881.191256,7.9575597181646325,43.44827586206896,Média,🟢 Abaixo viável
VBM1313,Sao_Paulo-Mariana-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Clementino",0,363,1586.56,141,1810.5,2025-10,0.3871,0.322,12,31,169.5,177.19,16,2025-10-07,0.88,berlinda,16,223.94000000000005,2.0,4421.6,2684.003984,10.958279094172884,57.01149425287356,Alta,🟢 Abaixo viável
ONP1716,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Paraíso",0,72,1887.08,513,2208.72,2025-10,0.4194,0.3853,13,31,187.54,181.61,18,2025-10-07,0.85,berlinda,18,321.6399999999999,2.0,5156.06,3258.090212,13.223278731573036,67.35632183908045,Alta,🟢 Abaixo viável
RPP0678,Penha-Longe-casa-JR-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Centro",0,252,1843.61,23,2277.41,2025-10,0.5161,0.3091,16,31,137.06,132.64,11,2025-10-07,0.81,berlinda,11,433.79999999999995,4.0,3302.6499999999996,2596.620544,6.3163014125695405,36.321839080459775,Média,🟢 Abaixo viável
VDP0029,Cabo_Frio-Palmeiras-casa-JR-4Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Parque Burle",14,215,2228.8,24,2748.46,2025-10,0.4706,0.2309,8,31,377.63,293.67,6,2025-10-07,0.81,berlinda,6,519.6599999999999,2.0,3990.82,3058.006612,27.762556522561717,93.79310344827586,Crítico,🟢 Abaixo viável
ART003,Porto_Seguro-Pataxos-apartamento-JR-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós",0,741,2186.44,44,2461.9,2025-10,0.5161,0.3023,16,31,191.25,185.63,8,2025-10-07,0.89,berlinda,8,275.46000000000004,2.0,3671.48,2952.8691440000002,10.384995288192048,54.02298850574713,Alta,🟢 Abaixo viável
CEL1804,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",1,54,864.22,136,993.18,2025-10,0.2333,0.2493,7,31,155.43,200.43,21,2025-10-07,0.87,berlinda,21,128.95999999999992,1.0,5073.25,1846.186699,26.02494291065062,93.10344827586206,Crítico,🟢 Abaixo viável
SOA0610,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",0,279,1700.83,11,2062.95,2025-10,0.4516,0.4137,14,31,183.5,145.38,13,2025-10-07,0.82,berlinda,13,362.1199999999999,3.0,3590.77,2554.326904,8.506427785452868,45.51724137931035,Média,🟢 Abaixo viável
SPT0501,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,490,4222.29,40,5178.91,2025-10,0.3226,0.4511,10,31,553.0,225.79,14,2025-10-07,0.82,berlinda,14,956.6199999999999,5.0,7383.35,5242.047956,8.341339386087034,44.827586206896555,Média,🟢 Abaixo viável
TPS105,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,1000,2199.86,23,2723.4,2025-10,0.5806,0.4492,18,31,158.56,212.2,10,2025-10-07,0.81,berlinda,10,523.54,3.0,4321.860000000001,3431.8932,13.597609360847962,69.42528735632185,Alta,🟢 Abaixo viável
VST008,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,457,1106.36,32,1199.53,2025-10,0.129,0.0877,4,31,345.0,192.05,21,2025-10-07,0.92,berlinda,21,93.17000000000007,1.0,5139.41,1626.62345,14.916924545446978,75.17241379310344,Alta,🟢 Abaixo viável
BLS1755,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,741,888.41,136,993.18,2025-10,0.3226,0.2493,10,31,159.71,220.13,23,2025-10-07,0.89,berlinda,23,104.76999999999998,1.0,5951.4,2521.730574,23.221389979661286,91.0344827586207,Crítico,🟢 Abaixo viável
BMC1008,Florianopolis-Beira_Mar-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,35,2494.12,14,2646.76,2025-10,0.5161,0.2797,16,31,199.75,199.83,12,2025-10-07,0.94,berlinda,12,152.64000000000033,1.0,4892.08,3731.707156,11.524298085206087,60.229885057471265,Alta,🟢 Abaixo viável
ILC2106,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",7,1833,5869.59,16,5851.91,2025-10,0.5833,0.4525,14,31,465.36,374.56,9,2025-10-07,1.0,berlinda,9,-17.68000000000029,-0.0,9240.630000000001,7835.917632000001,-1.1316340818638888,23.218390804597703,Média,🟢 Acima com folga
OPR0303,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Ondina",0,42,2093.46,51,1921.2,2025-10,0.5161,0.3561,16,31,146.94,146.93,15,2025-10-07,1.09,berlinda,15,-172.26,-1.0,4297.41,3230.918595,13.174142098688318,67.1264367816092,Alta,🟢 Acima com folga
VLPD0223,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Açu da Torre",3,71,3410.78,30,3153.33,2025-10,0.6071,0.3207,17,31,229.47,260.7,10,2025-10-07,1.08,berlinda,10,-257.4500000000003,-0.0,6017.780000000001,4993.4897,-21.28455156929344,2.9885057471264367,Baixa,🟢 Acima com folga
BLS1355,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",1,741,1056.98,136,993.18,2025-10,0.2667,0.2493,8,31,172.25,197.38,21,2025-10-07,1.06,berlinda,21,-63.80000000000007,-0.0,5201.959999999999,2162.4461659999997,-12.679316941541323,8.275862068965518,Baixa,🟢 Acima com folga
ECC0205,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",1,1,2955.61,100,2714.53,2025-10,0.7333,0.3207,22,31,165.72,146.0,5,2025-10-07,1.09,berlinda,5,-241.07999999999993,-1.0,3685.61,3490.919,12.966399339848884,66.20689655172414,Alta,🟢 Acima com folga
NWT0910,Especial-NWT-apartamento-MASTER-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,190,6057.62,23,6021.4,2025-10,0.3871,0.6294,12,31,600.0,600.0,17,2025-10-07,1.01,berlinda,17,-36.220000000000255,-0.0,16257.619999999999,10006.04,-3.609127445444607,18.850574712643677,Baixa,🟢 Acima com folga
NWT1002,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,167,4111.35,30,4057.04,2025-10,0.5484,0.5207,17,31,296.38,280.0,4,2025-10-07,1.01,berlinda,4,-54.3100000000004,-0.0,5231.35,4725.558,-3.748249955632706,18.39080459770115,Baixa,🟢 Acima com folga
SPT0208,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,503,4351.52,40,5178.91,2025-10,0.2581,0.4511,8,31,445.25,225.71,14,2025-10-07,0.84,berlinda,14,827.3899999999994,4.0,7511.460000000001,5167.100514000001,9.014937356509376,47.81609195402299,Média,🟠 Abaixo precisa esforço
EEI0303,Barra_Velha-Itajuba-apartamento-SUP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajubá",8,55,1658.84,7,1618.51,2025-10,0.4783,0.0761,11,31,228.73,170.42,12,2025-10-07,1.02,berlinda,12,-40.32999999999993,-0.0,3703.88,2636.9826319999997,-4.246522171626983,17.47126436781609,Baixa,🟢 Acima com folga
ETD0101,Florianopolis-Ingleses_Centro-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,138,1211.28,13,1187.37,2025-10,0.3871,0.2919,12,31,124.42,162.95,19,2025-10-07,1.02,berlinda,19,-23.910000000000082,-0.0,4307.33,2409.7609549999997,-3.2813145860178494,19.770114942528735,Baixa,🟢 Acima com folga
ITA0304,Salvador-Pituba-apartamento-TOP-1Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Pituba",0,119,1791.36,59,1939.69,2025-10,0.3548,0.3137,11,31,194.09,167.5,16,2025-10-07,0.92,berlinda,16,148.33000000000015,1.0,4471.36,2742.224,12.808889564827384,65.28735632183908,Alta,🟢 Abaixo viável
NWT0309,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,316,4297.78,30,4057.04,2025-10,0.5161,0.5207,16,31,311.53,284.83,12,2025-10-07,1.06,berlinda,12,-240.73999999999978,-0.0,7715.74,6061.789156,-16.90147846705971,5.287356321839081,Baixa,🟢 Acima com folga
SPT0505,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,491,4296.56,40,5178.91,2025-10,0.3226,0.4511,10,31,490.1,228.93,15,2025-10-07,0.83,berlinda,15,882.3499999999995,4.0,7730.51,5404.35227,9.750912136916835,53.103448275862064,Alta,🟢 Abaixo viável
GPL1305,Porto_Alegre-Jardim_Lindoia-apartamento-SUP-2Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, São Sebastião",0,154,3160.45,12,3895.55,2025-10,0.3871,0.5192,12,31,299.5,293.29,17,2025-10-07,0.81,berlinda,17,735.1000000000004,3.0,8146.38,5090.503503,18.448184809162598,83.44827586206897,Crítico,🟢 Abaixo viável
NIK0504,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista",0,22,2040.4,513,2208.72,2025-10,0.4516,0.3853,14,31,186.64,179.4,10,2025-10-07,0.92,berlinda,10,168.3199999999997,1.0,3834.4,2850.5704,13.671541888514593,70.11494252873564,Alta,🟢 Abaixo viável
NWT0315,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,155,4384.26,30,4057.04,2025-10,0.5484,0.5207,17,31,296.06,283.0,11,2025-10-07,1.08,berlinda,11,-327.22000000000025,-1.0,7497.26,6091.4292000000005,22.825325853331513,90.57471264367815,Crítico,🟢 Acima com folga
NWT0419,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,278,4006.63,30,4057.04,2025-10,0.4194,0.5207,13,31,354.85,325.82,17,2025-10-07,0.99,berlinda,17,50.409999999999854,1.0,9545.57,6329.661436,4.048416135902025,31.724137931034484,Média,🟢 Abaixo viável
RAE0126,Bombinhas-Mariscal-casa-JR-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Morrinhos",1,293,1597.77,16,1902.7,2025-10,0.4,0.1887,12,31,170.25,168.38,16,2025-10-07,0.84,berlinda,16,304.93000000000006,2.0,4291.85,2675.402,13.49243532874337,68.73563218390805,Alta,🟢 Abaixo viável
RGF1406,Salvador-Flamengo-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Itapuã",0,100,2465.92,27,2455.83,2025-10,0.5484,0.3651,17,31,170.65,181.43,14,2025-10-07,1.0,berlinda,14,-10.090000000000146,-0.0,5005.9400000000005,3858.8669680000003,-0.7454215886278882,23.908045977011493,Média,🟢 Acima com folga
THK0202,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, República",0,525,1764.99,399,1785.91,2025-10,0.4516,0.3817,14,31,137.5,144.92,13,2025-10-07,0.99,berlinda,13,20.920000000000073,1.0,3648.95,2615.786336,1.6975807291520908,27.816091954022987,Média,🟢 Abaixo viável
ILC3313,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",3,1584,5088.76,16,5851.91,2025-10,0.5714,0.4525,16,31,370.69,340.91,11,2025-10-07,0.87,berlinda,11,763.1499999999996,3.0,8838.77,7231.515714000001,14.819404633131173,74.71264367816092,Alta,🟢 Abaixo viável
PDC001,Ilheus-Sul-apartamento-JR-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",0,436,2103.2,18,1931.9,2025-10,0.4516,0.1944,14,31,175.86,121.21,14,2025-10-07,1.09,berlinda,14,-171.29999999999973,-1.0,3800.1399999999994,2869.5381039999997,10.74759200786788,56.32183908045977,Alta,🟢 Acima com folga
TSR0501,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",0,44,1749.43,18,1953.07,2025-10,0.3548,0.2784,11,31,213.09,211.23,13,2025-10-07,0.9,berlinda,13,203.63999999999987,1.0,4495.42,2723.707252,22.02423732892317,89.42528735632183,Crítico,🟢 Abaixo viável
VST009,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,457,1294.54,32,1199.53,2025-10,0.1935,0.0877,6,31,275.8,177.9,21,2025-10-07,1.08,berlinda,21,-95.00999999999999,-0.0,5030.4400000000005,2017.43665,-14.090751377622903,6.666666666666667,Baixa,🟢 Acima com folga
ATE0302,Goiania-Universitario-apartamento-JR-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Leste Vila Nova",1,69,854.1,96,1004.7,2025-10,0.3,0.2798,9,31,142.11,236.0,21,2025-10-07,0.85,berlinda,21,150.60000000000002,1.0,5810.1,2340.9,35.3753359211705,96.7816091954023,Crítico,🟢 Abaixo viável
CVE402,Guarapari-Praia_do_Morro-apartamento-JR-3Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",5,589,2623.32,40,2661.84,2025-10,0.5769,0.3731,15,31,199.53,169.18,11,2025-10-07,0.99,berlinda,11,38.51999999999998,1.0,4484.3,3696.919362,2.4482364078982948,28.965517241379313,Média,🟢 Abaixo viável
IBY1613,Sao_Paulo-Moema-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Indianópolis",0,238,2385.84,90,2257.3,2025-10,0.3871,0.3663,12,31,252.42,243.11,19,2025-10-07,1.06,berlinda,19,-128.53999999999996,-0.0,7004.93,4173.889739,-13.843689097594465,6.896551724137931,Baixa,🟢 Acima com folga
MHF1106,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,208,2301.58,8,2301.25,2025-10,0.5484,0.3219,17,31,168.57,177.0,10,2025-10-07,1.0,berlinda,10,-0.32999999999992724,-0.0,4071.58,3272.248,-0.0253818576860346,25.057471264367813,Média,🟢 Acima com folga
PKS0205,Guara-Geral-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,222,1908.32,28,2093.94,2025-10,0.4516,0.3429,14,31,161.57,162.2,15,2025-10-07,0.91,berlinda,15,185.62000000000012,2.0,4341.32,3007.0627999999997,7.189213635538749,39.770114942528735,Média,🟢 Abaixo viável
PVG0501,Itajai-Praia_Brava-apartamento-SUP-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava de Itajaí",1,285,2306.09,10,2837.69,2025-10,0.4667,0.2917,14,31,179.61,206.4,10,2025-10-07,0.81,berlinda,10,531.5999999999999,3.0,4370.09,3269.3588,12.88868058174078,65.51724137931035,Alta,🟢 Abaixo viável
JBV108,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1673,7663.5,30,7567.62,2025-10,0.7419,0.5968,23,31,1697.87,341.0,8,2025-10-07,1.01,berlinda,8,-95.88000000000011,-0.0,10391.5,9687.4032,-4.320391351574211,17.24137931034483,Baixa,🟢 Acima com folga
JBV328,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1169,6131.64,30,7567.62,2025-10,0.5806,0.5968,18,31,427.83,442.91,11,2025-10-07,0.81,berlinda,11,1435.9799999999996,4.0,11003.650000000001,8960.329006,21.01089582325751,87.35632183908046,Crítico,🟢 Abaixo viável
PPB1206,Goiania-Central-apartamento-SUP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,726,1760.59,37,1851.12,2025-10,0.2258,0.1978,7,31,220.9,228.55,20,2025-10-07,0.95,berlinda,20,90.52999999999997,1.0,6331.59,2792.7218000000003,11.177358302000949,57.931034482758626,Alta,🟢 Abaixo viável
SMA0916,Salvador-Pituba_Praia-apartamento-SUP-1Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Amaralina",0,35,1648.66,14,1632.0,2025-10,0.4194,0.3412,13,31,178.95,149.82,11,2025-10-07,1.01,berlinda,11,-16.660000000000082,-0.0,3296.6800000000003,2339.8395880000003,-1.5294125000000076,22.988505747126435,Média,🟢 Acima com folga
CPR0207,Marau-Barra_Grande-apartamento-TOP-2Q,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande",0,449,2915.88,14,2846.76,2025-10,0.2581,0.2443,8,31,400.0,400.0,19,2025-10-07,1.02,berlinda,19,-69.11999999999989,-0.0,10515.880000000001,4877.4400000000005,-9.712093748682697,10.574712643678161,Baixa,🟢 Acima com folga
CZZ0403,Urubici-Geral-apartamento-SUP-1Q,Especial,SC,"Urubici, SC","Urubici, SC, Centro",0,190,1297.3,51,1226.3,2025-10,0.1935,0.1148,6,31,202.67,143.94,18,2025-10-07,1.06,berlinda,18,-71.0,-0.0,3888.2200000000003,1798.64302,-8.333800864388811,14.022988505747128,Baixa,🟢 Acima com folga
MMD0602,Ilheus-Sul-apartamento-TOP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",5,268,3011.11,12,2878.39,2025-10,0.6154,0.219,16,31,308.31,239.17,6,2025-10-07,1.05,berlinda,6,-132.72000000000025,-0.0,4446.13,3894.221308,-11.02791574456556,9.425287356321839,Baixa,🟢 Acima com folga
NWT0421,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,272,4305.21,30,4057.04,2025-10,0.5484,0.5207,17,31,341.76,289.29,14,2025-10-07,1.06,berlinda,14,-248.17000000000007,-0.0,8355.27,6526.262904,-17.69593085106384,4.827586206896552,Baixa,🟢 Acima com folga
NWT1203,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,335,3644.25,30,4057.04,2025-10,0.5,0.5207,15,31,310.56,285.5,10,2025-10-07,0.9,berlinda,10,412.78999999999996,2.0,6499.25,5071.75,14.52432623291858,73.33333333333333,Alta,🟢 Abaixo viável
NWT1214,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,132,4003.16,30,4057.04,2025-10,0.5484,0.5207,17,31,328.47,334.0,11,2025-10-07,0.99,berlinda,11,53.88000000000011,1.0,7677.16,6017.9816,4.435726539546082,32.87356321839081,Média,🟢 Abaixo viável
PSOA1102,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,98,1251.78,13,1489.07,2025-10,0.3226,0.4061,10,31,145.8,159.75,16,2025-10-07,0.84,berlinda,16,237.28999999999996,2.0,3807.7799999999997,2076.3456,12.728440402398812,64.82758620689654,Alta,🟢 Abaixo viável
STM0500,Florianopolis-Canto_da_Lagoa-casa-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",7,183,4805.44,14,4513.07,2025-10,0.7083,0.2724,17,31,424.82,399.0,5,2025-10-07,1.06,berlinda,5,-292.3699999999999,-0.0,6800.44,6218.4985,-25.84839809708247,1.6091954022988506,Baixa,🟢 Acima com folga
BHY0614,Brasilia-Setor_Hoteleiro-apartamento-JR-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,572,3000.29,83,2894.68,2025-10,0.5484,0.3748,17,31,213.24,230.75,12,2025-10-07,1.04,berlinda,12,-105.61000000000013,-0.0,5769.29,4518.8096000000005,-8.418722449459016,13.333333333333334,Baixa,🟢 Acima com folga
ILC2310,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",7,1296,7196.18,27,7940.49,2025-10,0.7083,0.6389,17,31,522.59,377.75,4,2025-10-07,0.91,berlinda,4,744.3099999999995,2.0,8707.18,8266.4213,17.7043924556293,81.83908045977012,Crítico,🟢 Abaixo viável
NWT0902,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,190,3633.3,30,4057.04,2025-10,0.5161,0.5207,16,31,257.0,254.38,13,2025-10-07,0.9,berlinda,13,423.7399999999998,2.0,6940.24,5340.011734,13.284436584307763,67.58620689655173,Alta,🟢 Abaixo viável
SRE0201,Florianopolis-UFSC-apartamento-TOP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Carvoeira",0,169,2617.18,15,2752.35,2025-10,0.3548,0.2474,11,31,306.64,284.5,16,2025-10-07,0.95,berlinda,16,135.17000000000007,1.0,7169.18,4232.2296,13.972011190437271,71.26436781609196,Alta,🟢 Abaixo viável
ERN0503,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",0,364,1766.94,18,1953.07,2025-10,0.2903,0.2784,9,31,210.31,194.0,13,2025-10-07,0.9,berlinda,13,186.12999999999988,1.0,4288.9400000000005,2499.0766000000003,18.488441274506282,83.9080459770115,Crítico,🟢 Abaixo viável
ILC1306,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,980,5853.2,16,5851.91,2025-10,0.5484,0.4525,17,31,438.88,411.46,13,2025-10-07,1.0,berlinda,13,-1.2899999999999636,-0.0,11202.18,8786.580632,-0.09070259111981988,24.82758620689655,Média,🟢 Acima com folga
NNG0102,Florianopolis-Novo_Campeche-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,275,3848.63,41,4464.63,2025-10,0.4516,0.3678,14,31,367.64,318.71,14,2025-10-07,0.86,berlinda,14,616.0,2.0,8310.57,5863.6421040000005,21.986744702248558,89.19540229885058,Crítico,🟢 Abaixo viável
PTJ203,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,580,4421.05,15,5241.92,2025-10,0.5484,0.3487,17,31,373.12,369.22,9,2025-10-07,0.84,berlinda,9,820.8699999999999,3.0,7744.030000000001,6243.372232000001,19.272939520888016,84.82758620689656,Crítico,🟢 Abaixo viável
RHL0305,Florianopolis-Ingleses_Centro-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",5,237,4548.26,30,5279.88,2025-10,0.5385,0.3713,14,31,393.14,259.8,10,2025-10-07,0.86,berlinda,10,731.6199999999999,3.0,7146.26,5947.283,11.999949241270635,62.52873563218391,Alta,🟢 Abaixo viável
SOV0005,Mata_de_Sao_Joao-Praia_Imbassai-apartamento-TOP-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Imbassaí",1,223,3831.94,9,4204.44,2025-10,0.7333,0.2295,22,31,216.95,204.5,8,2025-10-07,0.91,berlinda,8,372.49999999999955,2.0,5467.9400000000005,5031.6188,9.059024507425477,48.04597701149425,Média,🟢 Abaixo viável
