listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,grupo_criticidade,dias_disponiveis,falta_meta,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,status_operacional
CFR0209,Cabo_Frio-Portinho-apartamento-TOP-1Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Portinho",0,630,3532.51,99,4360.16,2025-10,0.6452,0.4594,20,31,222.6,237.67,9,2025-10-07,0.81,berlinda,9,827.6499999999996,4.0,5671.54,4912.612156,11.278690202882457,58.85057471264368,Alta,🟢 Abaixo viável
RBH806,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,848,2330.9,100,2714.53,2025-10,0.5161,0.3207,16,31,160.44,212.0,14,2025-10-07,0.86,berlinda,14,383.6300000000001,2.0,5298.9,3862.6848,14.980412815478186,75.40229885057471,Alta,🟢 Abaixo viável
SRO0002,Florianopolis-Lagoa-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",8,322,2627.66,30,2655.64,2025-10,0.8696,0.3832,20,31,162.8,156.0,1,2025-10-07,0.99,berlinda,1,27.980000000000018,1.0,2783.66,2763.3176,1.6436263951439214,27.586206896551722,Média,🟢 Abaixo viável
VLP0111,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Centro",0,70,3990.34,25,4953.84,2025-10,0.5161,0.2924,16,31,298.56,280.0,14,2025-10-07,0.81,berlinda,14,963.5,4.0,7910.34,6013.452,13.614690825702887,69.88505747126436,Alta,🟢 Abaixo viável
NWTA0607,Especial-NWT-apartamento-MASTER-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,155,5714.09,23,6021.4,2025-10,0.3871,0.6294,12,31,492.2,412.91,11,2025-10-07,0.95,berlinda,11,307.3099999999995,1.0,10256.1,7472.302071,21.07340022253958,87.58620689655172,Crítico,🟢 Abaixo viável
RPV0308,Maceio-Jatiuca-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",3,105,2351.76,56,2722.97,2025-10,0.6429,0.4805,18,31,198.86,165.86,7,2025-10-07,0.86,berlinda,7,371.2099999999996,3.0,3512.78,3098.179758,7.536977467005994,41.839080459770116,Média,🟢 Abaixo viável
STI108,Florianopolis-Ingleses_Centro-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1449,2455.51,15,2522.66,2025-10,0.5161,0.2567,16,31,176.69,157.0,13,2025-10-07,0.97,berlinda,13,67.14999999999964,1.0,4496.51,3508.8701,4.179140272569408,31.95402298850575,Média,🟢 Abaixo viável
VAC0603,Barra_Velha-Tabuleiro-apartamento-TOP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba",0,285,2257.07,20,2219.98,2025-10,0.4516,0.1431,14,31,199.86,216.56,16,2025-10-07,1.02,berlinda,16,-37.090000000000146,-0.0,5722.030000000001,3821.845936,-3.6181453886972106,18.620689655172416,Baixa,🟢 Acima com folga
DAL207,Canela-Geral-apartamento-SUP-2Q,Carteira 4,RS,"Canela, RS","Canela, RS, São José",2,189,1934.18,14,2272.26,2025-10,0.3448,0.2045,10,31,243.8,211.19,16,2025-10-07,0.85,berlinda,16,338.08000000000015,2.0,5313.22,3099.272992,15.711035532905571,77.47126436781609,Alta,🟢 Abaixo viável
DMS0107,Gramado-Centro-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Bairro Belverede",0,132,4193.96,62,4928.6,2025-10,0.1935,0.4141,6,31,800.0,800.0,18,2025-10-07,0.85,berlinda,18,734.6400000000003,1.0,18593.96,6980.360000000001,119.24522176683037,100.0,Crítico,🟢 Abaixo viável
IAA1002,Recife-Boa_Viagem-apartamento-TOP-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",0,567,2918.95,48,3435.57,2025-10,0.4839,0.4586,15,31,241.2,208.87,15,2025-10-07,0.85,berlinda,15,516.6200000000003,3.0,6052.0,4435.032895,10.469530956047086,55.40229885057472,Alta,🟢 Abaixo viável
MHF1807,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",5,288,2090.86,8,2301.25,2025-10,0.5385,0.3219,14,31,173.93,170.25,8,2025-10-07,0.91,berlinda,8,210.38999999999987,2.0,3452.86,2824.297,7.782487235198258,42.5287356321839,Média,🟢 Abaixo viável
PRY0002,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuã",1,12,3204.81,25,3972.05,2025-10,0.5,0.4339,15,31,291.87,194.38,13,2025-10-07,0.81,berlinda,13,767.2400000000002,4.0,5731.75,4468.28,9.386595788069137,49.88505747126437,Média,🟢 Abaixo viável
SOA0205,Salvador-Boca_do_Rio-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",3,348,1712.37,23,1589.5,2025-10,0.5714,0.3512,16,31,146.67,113.25,8,2025-10-07,1.08,berlinda,8,-122.86999999999989,-1.0,2618.37,2230.0584,8.754342560553626,46.666666666666664,Média,🟢 Acima com folga
TCO0712,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,524,937.01,71,1060.84,2025-10,0.2903,0.3052,9,31,134.89,121.8,20,2025-10-07,0.88,berlinda,20,123.82999999999993,2.0,3373.01,1644.1808,7.10875061272199,39.310344827586206,Média,🟢 Abaixo viável
TPS209,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,966,2711.75,23,2723.4,2025-10,0.7419,0.4492,23,31,162.13,180.0,4,2025-10-07,1.0,berlinda,4,11.650000000000091,1.0,3431.75,3245.918,0.7699933906146788,25.97701149425287,Média,🟢 Acima com folga
CDN101,Florianopolis-Campeche_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Morro das Pedras",3,415,2522.69,60,2725.1,2025-10,0.6786,0.3948,19,31,173.74,167.67,9,2025-10-07,0.93,berlinda,9,202.40999999999985,2.0,4031.7200000000003,3546.717758,6.226942992917687,35.63218390804598,Média,🟢 Abaixo viável
COI302,Florianopolis-Praia_Brava-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",0,1435,1961.6,8,1799.3,2025-10,0.3226,0.1341,10,31,236.6,232.25,20,2025-10-07,1.09,berlinda,20,-162.29999999999995,-0.0,6606.6,3460.077,-20.949355304840765,3.4482758620689653,Baixa,🟢 Acima com folga
MHF0601,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,418,2423.04,8,2301.25,2025-10,0.5484,0.3219,17,31,173.16,171.1,10,2025-10-07,1.05,berlinda,10,-121.78999999999996,-0.0,4134.04,3361.3523999999998,-9.055195654535575,12.183908045977011,Baixa,🟢 Acima com folga
EIO6031,Itapema-Meia_Praia-Norte-apartamento-JR-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",4,728,1967.57,16,1931.9,2025-10,0.4444,0.2336,12,31,191.42,171.0,12,2025-10-07,1.02,berlinda,12,-35.669999999999845,-0.0,4019.5699999999997,2879.4788,-3.157290750038808,20.45977011494253,Média,🟢 Acima com folga
MHFB0506,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,426,1336.69,7,1455.01,2025-10,0.3548,0.199,11,31,133.27,139.41,17,2025-10-07,0.92,berlinda,17,118.31999999999994,1.0,3706.66,2177.555356,11.336685795973905,59.08045977011495,Alta,🟢 Abaixo viável
NWT0605,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,4339.22,30,4057.04,2025-10,0.6129,0.5207,19,31,270.74,312.25,8,2025-10-07,1.07,berlinda,8,-282.1800000000003,-0.0,6837.22,5870.2442,-21.717977885354866,2.7586206896551726,Baixa,🟢 Acima com folga
RSU3842,Penha-Longe-apartamento-SUP-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Gravatá",0,272,3134.61,11,3177.17,2025-10,0.6452,0.2574,20,31,229.05,218.9,10,2025-10-07,0.99,berlinda,10,42.559999999999945,1.0,5323.610000000001,4546.9528,2.9322900568745114,29.655172413793103,Média,🟢 Abaixo viável
TCO0709,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,243,1078.04,71,1060.84,2025-10,0.3226,0.3052,10,31,130.0,126.38,21,2025-10-07,1.02,berlinda,21,-17.200000000000045,-0.0,3732.02,1934.2139479999998,-2.049070547867733,21.839080459770116,Média,🟢 Acima com folga
CAR0201,Florianopolis-Jurere_Tradicional-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,6,3857.3,26,3515.8,2025-10,0.7097,0.3492,22,31,218.91,213.33,6,2025-10-07,1.1,berlinda,6,-341.5,-1.0,5137.280000000001,4765.701806,20.7213706695489,87.1264367816092,Crítico,🟢 Acima com folga
ILC3413,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",3,1940,5050.94,16,5851.91,2025-10,0.6071,0.4525,17,31,382.94,356.22,9,2025-10-07,0.86,berlinda,9,800.9700000000003,3.0,8256.92,6997.2904579999995,16.252330914180163,78.85057471264368,Alta,🟢 Abaixo viável
NWT1316,Especial-NWT-apartamento-MASTER-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,337,6448.76,23,6021.4,2025-10,0.7097,0.6294,22,31,435.68,417.14,7,2025-10-07,1.07,berlinda,7,-427.3600000000006,-1.0,9368.74,8521.069806,29.605897366061086,94.94252873563218,Crítico,🟢 Acima com folga
NWT0703,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,154,3853.99,30,4057.04,2025-10,0.5161,0.5207,16,31,291.81,287.25,8,2025-10-07,0.95,berlinda,8,203.05000000000018,1.0,6151.99,5039.9878,14.376518964565312,72.8735632183908,Alta,🟢 Abaixo viável
WSH0801,Curitiba-Batel-apartamento-SUP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Bigorrilho",2,182,1907.56,192,1948.84,2025-10,0.3793,0.3905,11,31,206.18,203.19,16,2025-10-07,0.98,berlinda,16,41.27999999999997,1.0,5158.6,3140.679472,4.3039362903060265,32.41379310344827,Média,🟢 Abaixo viável
NWT0613,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,4412.11,30,4057.04,2025-10,0.6774,0.5207,21,31,266.48,256.6,5,2025-10-07,1.09,berlinda,5,-355.0699999999997,-1.0,5695.11,5281.214199999999,22.457496598505298,90.11494252873563,Crítico,🟢 Acima com folga
AGS0642,Bombinhas-Centro-casa-SUP-4Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",17,509,4075.59,21,4476.95,2025-10,0.9286,0.2739,13,31,427.46,,0,2025-10-07,0.91,berlinda,0,401.3599999999997,0.0,,,,,Baixa,🔴 Abaixo inviável
JBV208,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1038,6614.12,30,7567.62,2025-10,0.5806,0.5968,18,31,459.44,523.67,9,2025-10-07,0.87,berlinda,9,953.5,2.0,11327.15,9350.505218,32.99051386036825,96.0919540229885,Crítico,🟢 Abaixo viável
JRR309,Florianopolis-Jurere_Tradicional-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",2,111,5305.71,12,6110.01,2025-10,0.4483,0.3248,13,31,502.08,458.77,13,2025-10-07,0.87,berlinda,13,804.3000000000002,2.0,11269.720000000001,7979.375683,30.195426112232237,95.40229885057471,Crítico,🟢 Abaixo viável
PLN0415,Brasilia-Lago_Norte-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Guará, DF, Centro",0,730,2309.58,7,2276.68,2025-10,0.5161,0.2542,16,31,163.56,174.0,12,2025-10-07,1.01,berlinda,12,-32.90000000000009,-0.0,4397.58,3387.1967999999997,-2.5144508670520302,20.689655172413794,Média,🟢 Acima com folga
ESE0102,Balneario_Camboriu-Norte-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",7,237,3887.01,11,3884.57,2025-10,0.7083,0.3061,17,31,288.0,180.0,2,2025-10-07,1.0,berlinda,2,-2.4400000000000546,-0.0,4247.01,4141.9980000000005,-0.11306270706925342,24.597701149425287,Média,🟡 Acima com risco
RMO0602,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Rio Vermelho",0,308,1540.83,51,1921.2,2025-10,0.3871,0.3561,12,31,154.42,146.5,18,2025-10-07,0.8,berlinda,18,380.3700000000001,3.0,4177.83,2561.6127,9.668298459296276,52.41379310344828,Alta,🟢 Abaixo viável
BRI0102,Florianopolis-Jurere_Longe-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",8,70,2371.9,14,2542.7,2025-10,0.5652,0.2638,13,31,218.08,201.75,8,2025-10-07,0.93,berlinda,8,170.79999999999973,1.0,3985.9,3284.1328000000003,13.552090297715006,68.96551724137932,Alta,🟢 Abaixo viável
TXP0606,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",1,741,844.44,136,993.18,2025-10,0.2,0.2493,6,31,181.0,223.52,21,2025-10-07,0.85,berlinda,21,148.7399999999999,1.0,5538.360000000001,1783.2240000000002,33.47466199480454,96.32183908045977,Crítico,🟢 Abaixo viável
DBR0805,Itapema-Praia_Itapema-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",0,637,2764.21,15,3385.55,2025-10,0.5484,0.2893,17,31,197.65,178.15,13,2025-10-07,0.82,berlinda,13,621.3400000000001,4.0,5080.16,4034.27698,8.17383593507702,44.36781609195402,Média,🟢 Abaixo viável
CVKB0006,São_Miguel_dos_Milagres-Geral-apartamento-SUP-1Q,Carteira 2,AL,"São Miguel dos Milagres, AL","São Miguel dos Milagres, AL, Centro",0,377,4058.58,16,3932.95,2025-10,0.6452,0.444,20,31,252.0,226.78,9,2025-10-07,1.03,berlinda,9,-125.63000000000011,-0.0,6099.6,5375.446104,-7.244020747784749,14.71264367816092,Baixa,🟢 Acima com folga
NWT0904,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,190,3700.19,30,4057.04,2025-10,0.5484,0.5207,17,31,257.24,250.0,9,2025-10-07,0.91,berlinda,9,356.8499999999999,2.0,5950.1900000000005,4934.09,10.99477698026147,57.24137931034483,Alta,🟢 Abaixo viável
NWT1013,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,154,3681.5,30,4057.04,2025-10,0.4516,0.5207,14,31,317.67,282.54,13,2025-10-07,0.91,berlinda,13,375.53999999999996,2.0,7354.52,5340.235832,13.076660767456078,66.66666666666666,Alta,🟢 Abaixo viável
TSO0311,Balneario_Camboriu-Longe-apartamento-MASTER-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Estados",5,77,4647.47,28,4436.15,2025-10,0.7692,0.3457,20,31,287.05,250.4,5,2025-10-07,1.05,berlinda,5,-211.32000000000062,-0.0,5899.47,5610.508400000001,-11.928029485026466,8.96551724137931,Baixa,🟢 Acima com folga
BSL190,Penha-Praia-casa-JR-5Q,Carteira 6,SC,"Penha, SC","Penha, SC, Penha",5,602,4131.84,14,4043.85,2025-10,0.4615,0.2897,12,31,491.83,325.0,8,2025-10-07,1.02,berlinda,8,-87.99000000000024,-0.0,6731.84,5331.74,-7.071664379242573,14.942528735632186,Baixa,🟢 Acima com folga
MHB0302,Florianopolis-Novo_Campeche-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",7,97,3843.42,47,4464.63,2025-10,0.625,0.3326,15,31,269.47,266.0,9,2025-10-07,0.86,berlinda,9,621.21,3.0,6237.42,5339.67,12.337107442274053,63.2183908045977,Alta,🟢 Abaixo viável
RMA101,Florianopolis-Ingleses_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",5,838,1651.08,22,2049.33,2025-10,0.4231,0.3312,11,31,199.73,167.36,11,2025-10-07,0.81,berlinda,11,398.25,3.0,3492.04,2429.990176,10.841123684326096,56.7816091954023,Alta,🟢 Abaixo viável
VGZ0004,Imbituba-Praia_do_Rosa-casa-SUP-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",0,589,1821.62,42,1742.54,2025-10,0.4839,0.1746,15,31,153.0,124.67,12,2025-10-07,1.05,berlinda,12,-79.07999999999993,-0.0,3317.66,2545.553756,-5.657777497216701,16.091954022988507,Baixa,🟢 Acima com folga
ILC2403,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",7,1748,6133.45,16,5851.91,2025-10,0.5417,0.4525,13,31,453.63,491.8,5,2025-10-07,1.05,berlinda,5,-281.53999999999996,-0.0,8592.45,7465.4902999999995,-23.66088542031577,2.2988505747126435,Baixa,🟢 Acima com folga
MOR0402,Florianopolis-Jurere_Tradicional-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",7,660,6381.84,12,6110.01,2025-10,0.6667,0.3248,16,31,573.0,504.0,7,2025-10-07,1.04,berlinda,7,-271.8299999999999,-0.0,9909.84,8733.9576,-22.422601599670042,2.528735632183908,Baixa,🟢 Acima com folga
NWT0617,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,3997.18,30,4057.04,2025-10,0.5806,0.5207,18,31,257.61,261.08,12,2025-10-07,0.99,berlinda,12,59.86000000000013,1.0,7130.139999999999,5816.176576,3.852130814584039,31.03448275862069,Média,🟢 Abaixo viável
RPR056,Penha-Praia-casa-JR-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, penha",4,609,1654.66,23,2040.42,2025-10,0.4815,0.2229,13,31,198.0,188.7,10,2025-10-07,0.81,berlinda,10,385.76,3.0,3541.66,2563.2505,11.891818351123785,62.06896551724138,Alta,🟢 Abaixo viável
EPP0602,Guarapari-Praia_do_Morro-apartamento-JR-3Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",0,168,2840.39,40,2661.84,2025-10,0.6129,0.3731,19,31,200.05,171.89,9,2025-10-07,1.07,berlinda,9,-178.54999999999973,-1.0,4387.4,3788.552429,11.52997907462505,60.45977011494252,Alta,🟢 Acima com folga
HOA0704,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Ondina",2,70,1977.7,51,1921.2,2025-10,0.5517,0.3561,16,31,167.06,140.09,11,2025-10-07,1.03,berlinda,11,-56.5,-0.0,3518.69,2827.864183,-4.119865188423902,17.93103448275862,Baixa,🟢 Acima com folga
PTB0105,Cabo_Frio-Pero_Longe-casa-JR-2Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, OGIVA",2,259,2320.04,12,2845.48,2025-10,0.4828,0.3398,14,31,179.0,153.5,12,2025-10-07,0.82,berlinda,12,525.44,4.0,4162.04,3209.3576,7.08624204000731,39.08045977011494,Média,🟢 Abaixo viável
RAG0406,Balneario_Picarras-Geral-apartamento-JR-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",4,219,1601.8,18,1547.47,2025-10,0.4815,0.1554,13,31,128.33,124.58,12,2025-10-07,1.04,berlinda,12,-54.32999999999993,-0.0,3096.76,2321.62324,-4.373869218789374,17.011494252873565,Baixa,🟢 Acima com folga
RES201,Florianopolis-Ingleses_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,827,2136.02,22,2049.33,2025-10,0.3226,0.3312,10,31,253.9,205.07,14,2025-10-07,1.04,berlinda,14,-86.69000000000005,-0.0,5007.0,3062.198148,-8.674795323349588,12.413793103448276,Baixa,🟢 Acima com folga
ERT0210,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,250,4834.14,17,4453.11,2025-10,0.8387,0.3745,26,31,233.31,240.8,5,2025-10-07,1.09,berlinda,5,-381.03000000000065,-1.0,6038.14,5843.934800000001,20.604032687268038,86.4367816091954,Crítico,🟢 Acima com folga
ILC3103,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1463,4983.72,16,5851.91,2025-10,0.4516,0.4525,14,31,437.53,411.14,14,2025-10-07,0.85,berlinda,14,868.1899999999996,3.0,10739.68,7583.111536,20.332258276927238,85.74712643678161,Crítico,🟢 Abaixo viável
COL102,Bombinhas-Bombas-apartamento-SUP-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",6,1063,3333.22,11,3270.12,2025-10,1.0,0.272,25,31,198.0,,0,2025-10-07,1.02,berlinda,0,-63.09999999999991,0.0,,,,,Baixa,🟡 Acima sem ação
CST0905,Itajai-Centro-apartamento-JR-1Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Centro",1,85,1401.8,12,1741.63,2025-10,0.4333,0.3686,13,31,134.23,121.81,16,2025-10-07,0.8,berlinda,16,339.83000000000015,3.0,3350.76,2246.284368,7.922595939818832,42.98850574712644,Média,🟢 Abaixo viável
DLH0302,Gramado-Centro-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",3,448,4798.29,62,4928.6,2025-10,0.4643,0.4141,13,31,475.46,379.92,13,2025-10-07,0.97,berlinda,13,130.3100000000004,1.0,9737.25,7091.449128,10.044916446861208,53.5632183908046,Alta,🟢 Abaixo viável
FDL103,Bombinhas-Bombas-apartamento-SIM-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",0,1212,1661.93,32,1671.56,2025-10,0.5161,0.3076,16,31,115.38,120.33,9,2025-10-07,0.99,berlinda,9,9.629999999999882,1.0,2744.9,2220.850817,0.6932314125726781,25.74712643678161,Média,🟢 Abaixo viável
JRR303,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1400,5449.1,15,5241.92,2025-10,0.6774,0.3487,21,31,348.48,335.63,8,2025-10-07,1.04,berlinda,8,-207.1800000000003,-0.0,8134.14,7267.946096000001,-13.26533472468105,7.35632183908046,Baixa,🟢 Acima com folga
NWT0404,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,62,3588.96,30,4057.04,2025-10,0.4516,0.5207,14,31,294.29,280.0,14,2025-10-07,0.88,berlinda,14,468.0799999999999,2.0,7508.96,5359.232,16.152465837162065,78.62068965517241,Alta,🟢 Abaixo viável
NWT0920,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,183,3489.59,30,4057.04,2025-10,0.4516,0.5207,14,31,282.56,269.09,11,2025-10-07,0.86,berlinda,11,567.4499999999998,3.0,6449.58,4826.321484,12.545691809792356,63.9080459770115,Alta,🟢 Abaixo viável
HAL103,Florianopolis-Novo_Campeche-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,789,3608.72,38,4453.03,2025-10,0.5484,0.4101,17,31,274.88,271.92,12,2025-10-07,0.81,berlinda,12,844.31,4.0,6871.76,5398.171136,12.889244806345342,65.74712643678161,Alta,🟢 Abaixo viável
MHF1903,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,449,2353.2,8,2301.25,2025-10,0.3871,0.3219,12,31,220.0,220.0,9,2025-10-07,1.02,berlinda,9,-51.94999999999982,-0.0,4333.2,3119.658,-4.966431287343817,16.551724137931036,Baixa,🟢 Acima com folga
OGD0401,Florianopolis-Beira_Mar-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,217,2840.69,14,2646.76,2025-10,0.5484,0.2797,17,31,192.0,209.6,10,2025-10-07,1.07,berlinda,10,-193.92999999999984,-0.0,4936.6900000000005,3990.1364000000003,-15.357542051413793,5.977011494252873,Baixa,🟢 Acima com folga
RUP0805,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",0,371,7152.58,69,6919.81,2025-10,0.4516,0.4574,14,31,610.93,257.8,10,2025-10-07,1.03,berlinda,10,-232.76999999999953,-0.0,9730.58,8316.8048,-8.671929720613699,12.643678160919542,Baixa,🟢 Acima com folga
VDI208,Florianopolis-Jurere_Longe-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",22,1952,2489.67,14,2542.7,2025-10,1.0,0.2638,9,31,297.78,,0,2025-10-07,0.98,berlinda,0,53.029999999999745,0.0,,,,,Baixa,🔴 Abaixo inviável
BPM0807,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,579,2644.09,184,2585.81,2025-10,0.5484,0.3877,17,31,186.18,157.83,12,2025-10-07,1.02,berlinda,12,-58.2800000000002,-0.0,4538.05,3682.737664,-3.557234444912825,19.080459770114942,Baixa,🟢 Acima com folga
ISC1511,Sao_Paulo-Republica-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Buarque",0,468,2541.51,79,2864.93,2025-10,0.5806,0.4165,18,31,171.72,171.42,12,2025-10-07,0.89,berlinda,12,323.4199999999996,2.0,4598.55,3735.827424,9.675743630734422,52.643678160919535,Alta,🟢 Abaixo viável
NWT1222,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,295,4373.3,30,4057.04,2025-10,0.5161,0.5207,16,31,336.06,349.57,14,2025-10-07,1.08,berlinda,14,-316.2600000000002,-0.0,9267.279999999999,6899.083078,-27.25016470135864,1.1494252873563218,Baixa,🟢 Acima com folga
RTG208,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1730,1805.7,34,2143.1,2025-10,0.3226,0.2447,10,31,185.3,222.35,17,2025-10-07,0.84,berlinda,17,337.39999999999986,2.0,5585.65,3025.1118699999997,17.502890672390457,81.37931034482759,Crítico,🟢 Abaixo viável
