listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,atingimento_meta,grupo_criticidade,falta_meta,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,prioridade,status_operacional
RTG208,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1700,2592.29,29,2481.79,2025-09,0.6333,0.4084,19,30,176.84,182.0,3,1.04,berlinda,-110.5,-0.0,3138.29,2938.0717999999997,-8.10342535025123,9.49074074074074,Baixa,🟢 Acima com folga
SOT0202,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,216,3267.86,17,3641.82,2025-09,0.8,0.4394,24,30,169.08,195.75,4,0.9,berlinda,373.96000000000004,2.0,4050.86,3894.26,10.050286669851888,76.1574074074074,Média,🟢 Abaixo viável
VENB504,Porto_Alegre-Cidade_Baixa-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Azenha",2,717,2569.63,32,2718.86,2025-09,0.7143,0.5972,20,30,150.9,149.0,1,0.95,berlinda,149.23000000000002,2.0,2718.63,2676.0607,4.089079614250091,35.18518518518518,Baixa,🟠 Abaixo precisa esforço
VLP0222,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Açu da Torre",0,619,3597.44,30,3429.96,2025-09,0.6333,0.4207,19,30,226.58,186.75,4,1.05,berlinda,-167.48000000000002,-0.0,4344.4400000000005,4070.5151,-9.118733163068963,8.333333333333332,Baixa,🟢 Acima com folga
WBU3015,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",14,171,2272.52,48,2731.56,2025-09,1.0,0.5615,16,30,185.81,,0,0.83,berlinda,459.03999999999996,0.0,,,,,Baixa,🔴 Abaixo inviável
CAV0411,Recife-Boa_Viagem-Bairro-apartamento-JR-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",0,166,3092.5,38,2902.88,2025-09,1.0,0.7978,30,30,149.4,,0,1.07,berlinda,-189.6199999999999,0.0,,,,,Baixa,🟡 Acima sem ação
MHF1909,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,242,2361.86,12,2364.02,2025-09,0.4333,0.2853,13,30,206.5,196.0,1,1.0,berlinda,2.1599999999998545,1.0,2557.86,2446.7868000000003,0.17908477931657577,26.851851851851855,Baixa,🟡 Acima com risco
VPS111,Guara-Geral-apartamento-JR-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Zona Industrial Guará",1,573,2367.02,36,2180.65,2025-09,0.6897,0.6827,20,30,157.25,159.0,1,1.09,berlinda,-186.3699999999999,-1.0,2526.02,2476.6823,13.588989521472946,88.42592592592592,Crítica,🟢 Acima com folga
MBI022,Pocos_de_Caldas-Geral-apartamento-SUP-3Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, Jardim Bandeirantes",0,703,1244.3,11,1474.47,2025-09,0.2667,0.3057,8,30,215.75,212.0,5,0.84,berlinda,230.17000000000007,2.0,2304.3,1527.002,16.546976201618218,92.36111111111111,Crítica,🟢 Abaixo viável
VST021,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,424,2204.78,35,2529.48,2025-09,0.3,0.1819,9,30,312.78,166.0,4,0.87,berlinda,324.6999999999998,2.0,2868.78,2403.98,10.654403276562766,78.70370370370371,Média,🟠 Abaixo precisa esforço
AAL0204,Florianopolis-Canasvieiras_Perto-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",3,551,2080.09,10,2305.33,2025-09,0.8148,0.4426,22,30,124.18,120.0,1,0.9,berlinda,225.23999999999978,2.0,2200.09,2177.866,5.862240980683888,49.074074074074076,Baixa,🟠 Abaixo precisa esforço
HPN707,Porto_Alegre-Cidade_Baixa-apartamento-JR-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Farroupilha",0,370,1609.35,41,1969.86,2025-09,0.5667,0.7181,17,30,126.18,125.0,5,0.82,berlinda,360.51,3.0,2234.35,1963.5375,7.625541916684434,65.97222222222221,Média,🟠 Abaixo precisa esforço
NWT0816,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,125,3548.56,34,4405.55,2025-09,0.5667,0.6132,17,30,274.59,280.0,5,0.81,berlinda,856.9900000000002,4.0,4948.5599999999995,4341.94,13.616756137145192,88.6574074074074,Crítica,🟠 Abaixo precisa esforço
AHO1402,Porto_Alegre-Jardim_Botanico-apartamento-TOP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Petrópolis",0,798,2693.5,27,3294.45,2025-09,0.5333,0.4978,16,30,216.31,208.8,5,0.82,berlinda,600.9499999999998,3.0,3737.5,3250.2652,12.695934070937485,85.18518518518519,Crítica,🟠 Abaixo precisa esforço
ASK002,Florianopolis-Itacorubi-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Santa Mônica",0,1040,1448.69,13,1673.99,2025-09,0.5333,0.7452,16,30,109.88,99.5,4,0.87,berlinda,225.29999999999995,3.0,1846.69,1660.9434,4.463855817537738,37.03703703703704,Baixa,🟠 Abaixo precisa esforço
BLB1206,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",1,294,3117.6,201,2862.8,2025-09,0.7931,0.5422,23,30,182.57,183.0,2,1.09,berlinda,-254.79999999999973,-1.0,3483.6,3407.8746,16.28769037306132,91.89814814814815,Crítica,🟢 Acima com folga
CUA001,Urubici-Geral-casa-JR-1Q,Carteira 3,SC,"Urubici, SC","Urubici, SC, Área Rural",4,504,1241.35,23,1128.97,2025-09,0.5385,0.1818,14,30,116.21,118.5,2,1.1,berlinda,-112.37999999999988,-0.0,1478.35,1368.9744999999998,-11.795734164769645,5.092592592592593,Baixa,🟢 Acima com folga
ERT0210,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,220,3662.37,17,3641.82,2025-09,0.9,0.4394,27,30,181.93,,0,1.01,berlinda,-20.549999999999727,0.0,,,,,Baixa,🟡 Acima sem ação
SPT0204,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",4,473,1521.82,35,1509.6,2025-09,0.7308,0.4702,19,30,101.89,100.0,1,1.01,berlinda,-12.220000000000027,-0.0,1621.82,1594.8999999999999,-0.809485956544782,25.23148148148148,Baixa,🟡 Acima com risco
BCA2004,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Ondina",1,111,2718.32,64,2576.44,2025-09,0.7931,0.5986,23,30,158.0,203.0,1,1.06,berlinda,-141.8800000000001,-0.0,2921.32,2879.3193,-11.178851438418912,5.555555555555555,Baixa,🟢 Acima com folga
NWT0905,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,160,4518.76,34,4405.55,2025-09,0.8,0.6132,24,30,229.33,250.0,5,1.03,berlinda,-113.21000000000004,-0.0,5768.76,5518.76,-6.424283006662054,12.5,Baixa,🟢 Acima com folga
NWT1103,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,266,4486.11,34,4405.55,2025-09,0.7333,0.6132,22,30,282.77,,0,1.02,berlinda,-80.55999999999949,0.0,,,,,Baixa,🟡 Acima sem ação
PAD0103,Florianopolis-Beira_Mar-apartamento-SUP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,146,4633.81,24,5130.41,2025-09,0.9333,0.6386,28,30,218.79,,0,0.9,berlinda,496.59999999999945,0.0,,,,,Baixa,🔴 Abaixo inviável
RAK0331,Florianopolis-UFSC-apartamento-JR-3Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal",8,241,2395.46,9,2421.45,2025-09,0.6364,0.5108,14,30,230.29,203.0,2,0.99,berlinda,25.98999999999978,1.0,2801.46,2653.8384,2.1788473848313847,30.555555555555557,Baixa,🟢 Abaixo viável
RFM0001,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-JR-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,264,2195.91,11,2345.37,2025-09,0.6333,0.3618,19,30,148.89,149.0,1,0.94,berlinda,149.46000000000004,2.0,2344.91,2290.2717,4.747553690888859,39.58333333333333,Baixa,🟠 Abaixo precisa esforço
RGP0107,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,349,1780.13,10,2020.97,2025-09,0.6,0.326,18,30,126.0,117.0,2,0.88,berlinda,240.83999999999992,3.0,2014.13,1920.5300000000002,4.647649396082077,38.657407407407405,Baixa,🟠 Abaixo precisa esforço
RRA0205,Florianopolis-Praia_Brava-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",0,375,2392.59,7,2282.25,2025-09,0.7333,0.2405,22,30,149.45,,0,1.05,berlinda,-110.34000000000015,0.0,,,,,Baixa,🟡 Acima sem ação
RSL0502,Itapema-Praia_Itapema-apartamento-TOP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Centro",5,633,3587.7,18,3734.36,2025-09,0.88,0.3283,22,30,196.82,180.0,1,0.96,berlinda,146.6600000000003,1.0,3767.7,3746.1,7.069163122998333,62.03703703703704,Média,🟢 Abaixo viável
VIC0203,Florianopolis-Novo_Campeche-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,670,4662.75,42,4773.39,2025-09,0.7,0.5074,21,30,266.29,237.0,2,0.98,berlinda,110.64000000000033,1.0,5136.75,4994.55,5.493303501285267,44.907407407407405,Baixa,🟢 Abaixo viável
CVY0306,Cabo_Frio-Centro-apartamento-JR-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Vila Nova",5,67,2121.2,72,2091.27,2025-09,0.52,0.3755,13,30,185.77,165.2,5,1.01,berlinda,-29.929999999999836,-0.0,2947.2,2550.72,-2.364322158305706,21.296296296296298,Baixa,🟢 Acima com folga
DLH0206,Gramado-Centro-apartamento-TOP-1Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",2,460,4993.24,26,4763.83,2025-09,0.7857,0.5959,22,30,269.0,202.0,3,1.05,berlinda,-229.40999999999985,-1.0,5599.24,5469.3742,9.727639315424767,75.0,Média,🟢 Acima com folga
ILC3415,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",4,1910,7300.34,27,7153.6,2025-09,0.6538,0.7981,17,30,436.47,357.0,1,1.02,berlinda,-146.73999999999978,-0.0,7657.34,7533.7466,-7.323051330798467,11.574074074074074,Baixa,🟡 Acima com risco
MUT0054,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-3Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",5,97,3263.15,21,3598.9,2025-09,0.68,0.3726,17,30,290.06,226.0,2,0.91,berlinda,335.75,2.0,3715.15,3570.51,10.542040623523853,78.00925925925925,Média,🟠 Abaixo precisa esforço
NWT0618,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,154,4536.98,34,4405.55,2025-09,0.8333,0.6132,25,30,241.96,250.0,2,1.03,berlinda,-131.42999999999938,-0.0,5036.98,4953.629999999999,-7.458206126363302,11.11111111111111,Baixa,🟢 Acima com folga
CEL1804,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,24,2435.46,140,2762.08,2025-09,0.5333,0.6003,16,30,174.69,186.0,1,0.88,berlinda,326.6199999999999,2.0,2621.46,2534.6538,10.997386027920983,79.86111111111111,Média,🟠 Abaixo precisa esforço
LOF1405,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",0,105,3907.81,393,4152.46,2025-09,0.7333,0.6551,22,30,224.91,181.0,1,0.94,berlinda,244.6500000000001,2.0,4088.81,4040.5373,5.3319779118883766,43.28703703703704,Baixa,🟠 Abaixo precisa esforço
MSST1401,Goiania-Leste-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás",0,706,3661.91,20,4261.86,2025-09,0.6667,0.6197,20,30,233.3,187.0,4,0.86,berlinda,599.9499999999998,4.0,4409.91,4160.6016,6.581084901897293,56.94444444444444,Média,🟠 Abaixo precisa esforço
NEB0103,Blumenau-Central-apartamento-SUP-2Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Velha",6,340,2325.18,42,2388.84,2025-09,0.7917,0.5269,19,30,158.37,140.0,3,0.97,berlinda,63.66000000000031,1.0,2745.18,2657.694,3.7308484452705257,34.02777777777778,Baixa,🟢 Abaixo viável
RVR0506,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal",6,662,2199.93,41,2601.66,2025-09,0.6667,0.5824,16,30,172.12,161.0,2,0.85,berlinda,401.73,3.0,2521.93,2414.6074,8.286828409553902,68.51851851851852,Média,🟠 Abaixo precisa esforço
BRJ143,Sao_Paulo-Republica-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Centro",1,371,4074.72,90,3727.61,2025-09,0.8966,0.6636,26,30,195.46,150.0,3,1.09,berlinda,-347.1099999999997,-2.0,4524.719999999999,4478.19,6.983898530157378,61.342592592592595,Média,🟢 Acima com folga
BSO0206,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,137,1889.04,15,1844.31,2025-09,0.6667,0.52,20,30,127.65,120.0,3,1.02,berlinda,-44.73000000000002,-0.0,2249.04,2129.052,-2.910356718772876,19.675925925925927,Baixa,🟢 Acima com folga
CCP0207,Florianopolis-Canasvieiras_Meio-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,206,2504.62,10,3064.55,2025-09,0.7333,0.3681,22,30,143.18,120.0,1,0.82,berlinda,559.9300000000003,5.0,2624.62,2592.616,4.385087533243056,36.80555555555556,Baixa,🟠 Abaixo precisa esforço
DPR0009,Balneario_Camboriu-Sul-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra",0,174,1459.89,27,1554.28,2025-09,0.5667,0.4951,17,30,104.35,113.6,5,0.94,berlinda,94.38999999999987,1.0,2027.89,1781.7756,6.8988238927348915,60.18518518518518,Média,🟢 Abaixo viável
ECH0503,Florianopolis-Centrao-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,54,3984.68,23,4333.3,2025-09,0.8333,0.5139,25,30,203.36,168.0,2,0.92,berlinda,348.62000000000035,3.0,4320.68,4264.6687999999995,4.505277732905648,37.73148148148148,Baixa,🟠 Abaixo precisa esforço
NWT1304,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,291,4721.92,34,4405.55,2025-09,0.6667,0.6132,20,30,303.7,280.0,2,1.07,berlinda,-316.3699999999999,-1.0,5281.92,5095.272,20.10727377966428,94.9074074074074,Crítica,🟢 Acima com folga
ONE0404,Salvador-Piata-apartamento-SUP-1Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Piatã",1,11,1982.25,16,2472.57,2025-09,0.4828,0.6,14,30,159.93,,0,0.8,berlinda,490.32000000000016,0.0,,,,,Baixa,🔴 Abaixo inviável
NOA1014,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Santo Amaro",0,419,3077.27,129,3420.97,2025-09,0.7667,0.6065,23,30,195.25,144.0,3,0.9,berlinda,343.6999999999998,3.0,3509.27,3408.4844,4.822491866341999,40.27777777777778,Baixa,🟠 Abaixo precisa esforço
