listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade,dias_disponiveis,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,status_operacional,score_risco_bruto
RAA0301,Itapema-Meia_Praia-Norte-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",4,75,2306.85,35,2802.96,2025-11,0.3846,0.2707,10,30,263.7,276.15,13,2025-11-03,0.82,1054.8,496.1100000000001,berlinda,13,2.0,5896.799999999999,3687.5447699999995,24.438589294888267,89.375,Crítico,🟢 Abaixo viável,
RCX1807,Itajai-Praia_Brava-apartamento-MASTER-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava",0,261,5325.72,12,5430.95,2025-11,0.6,0.3801,18,30,353.89,381.82,11,2025-11-03,0.98,0.0,105.22999999999956,berlinda,11,1.0,9525.74,7845.732,7.39813818945117,14.6875,Baixa,🟢 Abaixo viável,
TSF1302,Balneario_Camboriu-Sul-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",5,345,3300.94,71,3587.4,2025-11,0.48,0.3395,12,30,328.17,313.36,11,2025-11-03,0.92,1640.8500000000001,286.46000000000004,berlinda,11,1.0,6747.9,4955.480799999999,25.02232970953894,89.6875,Crítico,🟢 Abaixo viável,
ALT0402,Gramado-Geral-apartamento-TOP-3Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Tres Pinheiros",6,142,7657.54,16,7747.54,2025-11,0.9167,0.5342,22,30,482.18,561.0,2,2025-11-03,0.99,2893.08,90.0,berlinda,2,1.0,8779.54,8686.0774,6.516907302188829,10.625,Baixa,🟢 Abaixo viável,
TCO0611,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,491,1041.8,65,1297.34,2025-11,0.3667,0.2842,11,30,127.27,128.84,19,2025-11-03,0.8,0.0,255.53999999999996,berlinda,19,2.0,3489.76,1939.466932,12.688953396950682,48.125,Média,🟢 Abaixo viável,
EUB0902,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,326,2483.94,195,2712.93,2025-11,0.5333,0.4447,16,30,195.44,264.57,14,2025-11-03,0.92,0.0,228.98999999999978,berlinda,14,1.0,6187.92,4459.272534,22.33153243909719,85.625,Crítico,🟢 Abaixo viável,
JBV108,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1704,8564.33,32,9873.54,2025-11,0.5667,0.5651,17,30,651.12,503.73,11,2025-11-03,0.87,0.0,1309.210000000001,berlinda,11,3.0,14105.36,11704.431701,22.264502002321372,85.3125,Crítico,🟢 Abaixo viável,
NWT0915,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,221,3854.51,35,4545.08,2025-11,0.5,0.472,15,30,296.87,264.77,13,2025-11-03,0.85,0.0,690.5699999999997,berlinda,13,3.0,7296.52,5575.515,13.40953433162892,51.87500000000001,Alta,🟢 Abaixo viável,
RVN2003,Itapema-Praia_Centro-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Tabuleiro dos Oliveiras",0,331,2320.27,14,2452.59,2025-11,0.6,0.2941,18,30,164.33,165.33,12,2025-11-03,0.95,0.0,132.32000000000016,berlinda,12,1.0,4304.23,3510.6459999999997,8.919740193020449,22.1875,Média,🟢 Abaixo viável,
SPJ0503,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,382,4836.45,19,5610.79,2025-11,0.6667,0.5559,20,30,314.29,204.83,6,2025-11-03,0.86,0.0,774.3400000000001,berlinda,6,4.0,6065.43,5655.810966,7.067100274649385,14.0625,Baixa,🟢 Abaixo viável,
WBU2607,Goiania-Central-apartamento-TOP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,747,1179.16,45,1306.17,2025-11,0.2333,0.2068,7,30,197.89,192.35,20,2025-11-03,0.9,0.0,127.00999999999999,berlinda,20,1.0,5026.16,2076.6651,18.703823774853195,76.25,Alta,🟢 Abaixo viável,
BRI0102,Florianopolis-Jurere_Longe-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,101,4779.94,22,5172.32,2025-11,0.5333,0.4441,16,30,390.06,322.71,14,2025-11-03,0.92,0.0,392.3800000000001,berlinda,14,2.0,9297.88,7189.357402,12.240633777492503,45.0,Média,🟢 Abaixo viável,
CEC0801,Salvador-UFBA-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Ondina",0,113,3167.27,10,3417.57,2025-11,0.5667,0.3366,17,30,252.71,181.2,10,2025-11-03,0.93,0.0,250.30000000000018,berlinda,10,2.0,4979.27,4194.1304,6.635469061350615,11.25,Baixa,🟢 Abaixo viável,
NWT0813,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,186,3729.2,35,4545.08,2025-11,0.4667,0.472,14,30,320.36,284.0,15,2025-11-03,0.82,0.0,815.8800000000001,berlinda,15,3.0,7989.2,5717.342,16.993461061191443,69.6875,Alta,🟢 Abaixo viável,
PDP0301,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0,144,2898.1,23,3094.93,2025-11,0.6,0.2277,18,30,194.39,170.33,12,2025-11-03,0.94,0.0,196.82999999999993,berlinda,12,2.0,4942.0599999999995,4124.476,5.416286297266816,8.75,Baixa,🟢 Abaixo viável,
RFM0001,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-JR-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,325,1064.4,13,1226.3,2025-11,0.2333,0.1397,7,30,162.29,157.48,23,2025-11-03,0.87,0.0,161.89999999999986,berlinda,23,2.0,4686.4400000000005,1909.421932,10.395503547255965,35.0,Média,🟢 Abaixo viável,
RHE101,Bombinhas-Mariscal-casa-JR-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Morrinhos",3,576,1585.54,15,1839.44,2025-11,0.5185,0.3028,14,30,156.79,185.46,13,2025-11-03,0.86,470.37,253.9000000000001,berlinda,13,2.0,3996.52,2835.63313,12.799627604053411,49.375,Média,🟢 Abaixo viável,
RSL0502,Itapema-Praia_Itapema-apartamento-TOP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Centro",7,694,4137.07,9,4492.38,2025-11,0.6957,0.2317,16,30,338.0,416.0,7,2025-11-03,0.92,2366.0,355.3100000000004,berlinda,7,1.0,7049.07,6162.948399999999,32.90214986265636,94.375,Crítico,🟢 Abaixo viável,
VIC0203,Florianopolis-Novo_Campeche-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,731,5227.52,43,6131.47,2025-11,0.5667,0.4341,17,30,405.29,431.2,10,2025-11-03,0.85,0.0,903.9499999999998,berlinda,10,3.0,9539.52,7671.1304,21.19030944727229,82.1875,Crítico,🟢 Abaixo viável,
VIL0001,Penha-Longe-apartamento-JR-1Q,Carteira 6,SC,"Penha, SC","Penha, SC, Santa Lidia",0,71,1014.69,14,1164.49,2025-11,0.3,0.2905,9,30,116.33,106.06,18,2025-11-03,0.87,0.0,149.79999999999995,berlinda,18,2.0,2923.77,1587.414,6.82177949145119,12.812499999999998,Baixa,🟢 Abaixo viável,
FDL101,Bombinhas-Bombas-apartamento-JR-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",0,873,2125.93,30,2160.62,2025-11,0.5667,0.253,17,30,144.76,116.54,13,2025-11-03,0.98,0.0,34.690000000000055,berlinda,13,1.0,3640.95,2984.491834,1.871116901630091,1.5625,Baixa,🟢 Abaixo viável,
GBA908,Sao_Paulo-Campo_Belo-apartamento-SUP-1Q,Carteira 4_sys-price,SP,"São Paulo, SP","São Paulo, SP, Campo Belo",0,172,2054.28,62,2487.43,2025-11,0.3333,0.4764,10,30,222.7,154.68,19,2025-11-03,0.83,0.0,433.14999999999964,berlinda,19,3.0,4993.200000000001,3033.8220360000005,8.978429141724586,22.8125,Média,🟢 Abaixo viável,
ONP2021,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Paraíso",0,170,2594.71,577,2932.4,2025-11,0.4333,0.4661,13,30,231.77,178.67,15,2025-11-03,0.88,0.0,337.69000000000005,berlinda,15,2.0,5274.76,3755.975665,10.287660670440596,33.75,Média,🟢 Abaixo viável,
RVR0506,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal",0,723,1812.34,37,1897.84,2025-11,0.2667,0.3378,8,30,236.75,208.9,21,2025-11-03,0.95,0.0,85.5,berlinda,21,1.0,6199.240000000001,2982.3262299999997,9.411199047338027,25.937500000000004,Média,🟢 Abaixo viável,
SDR008,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1522,2124.36,23,2256.32,2025-11,0.5333,0.4355,16,30,167.38,218.0,14,2025-11-03,0.94,0.0,131.96000000000004,berlinda,14,1.0,5176.360000000001,3751.9916000000003,12.749645440363073,48.75,Média,🟢 Abaixo viável,
ISM0619,Sao_Paulo-Moema-apartamento-SUP-1Q,Carteira 4_sys-price,SP,"São Paulo, SP","São Paulo, SP, Indianópolis",0,152,2157.65,499,2610.74,2025-11,0.3333,0.3688,10,30,258.2,190.11,18,2025-11-03,0.83,0.0,453.0899999999997,berlinda,18,3.0,5579.630000000001,3298.1959340000003,10.997768180669077,38.125,Média,🟢 Abaixo viável,
NWT0616,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,215,4023.33,35,4545.08,2025-11,0.3,0.472,9,30,277.25,262.31,13,2025-11-03,0.89,0.0,521.75,berlinda,13,2.0,7433.360000000001,5046.339,15.055867278463749,60.3125,Alta,🟢 Abaixo viável,
NWT1407,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,78,4283.13,35,4545.08,2025-11,0.5333,0.472,16,30,330.0,307.23,13,2025-11-03,0.94,0.0,261.9499999999998,berlinda,13,1.0,8277.12,6413.124867,17.706816711697037,73.75,Alta,🟢 Abaixo viável,
PSD101,Florianopolis-Jurere_Tradicional-apartamento-SIM-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1990,2421.42,16,2934.35,2025-11,0.4,0.4437,12,30,307.92,207.29,17,2025-11-03,0.83,0.0,512.9299999999998,berlinda,17,3.0,5945.35,3830.992,12.078229670398326,44.375,Média,🟢 Abaixo viável,
ERE0302,Maceio-Cruz_das_Almas-apartamento-JR-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Cruz das Almas",0,65,1804.24,18,1858.42,2025-11,0.5333,0.4079,16,30,137.88,128.69,13,2025-11-03,0.97,0.0,54.180000000000064,berlinda,13,1.0,3477.21,2696.434901,3.751802176042019,5.625,Baixa,🟢 Abaixo viável,
ILC1206,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1971,6470.38,16,7488.19,2025-11,0.4,0.4706,12,30,644.0,544.94,16,2025-11-03,0.86,0.0,1017.8099999999995,berlinda,16,2.0,15189.420000000002,9957.996000000001,37.034676029855,96.875,Crítico,🟢 Abaixo viável,
NWT0505,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,366,4381.83,35,4545.08,2025-11,0.4,0.472,12,30,402.5,316.13,15,2025-11-03,0.96,0.0,163.25,berlinda,15,1.0,9123.779999999999,6278.61,11.354744580953467,40.0,Média,🟢 Abaixo viável,
NWT1003,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,199,4145.18,35,4545.08,2025-11,0.4,0.472,12,30,407.58,314.47,17,2025-11-03,0.91,0.0,399.89999999999964,berlinda,17,2.0,9491.170000000002,6283.576000000001,13.834360781328373,53.43750000000001,Alta,🟢 Abaixo viável,
DLH0206,Gramado-Centro-apartamento-TOP-1Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",3,521,6454.88,26,7648.51,2025-11,0.4815,0.6409,13,30,587.92,562.77,13,2025-11-03,0.84,1763.7599999999998,1193.63,berlinda,13,3.0,13770.89,9977.538815,29.275381963284353,92.5,Crítico,🟢 Abaixo viável,
EAC1304,Balneario_Camboriu-Centro-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",2,733,1554.33,27,1873.51,2025-11,0.4286,0.3878,12,30,159.08,150.19,16,2025-11-03,0.83,318.16,319.18000000000006,berlinda,16,3.0,3957.37,2584.272944,8.529025590113388,19.6875,Baixa,🟢 Abaixo viável,
IBI307,Florianopolis-Jurere_Internacional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1452,4962.38,38,5241.52,2025-11,0.5,0.4455,15,30,347.18,307.92,12,2025-11-03,0.95,0.0,279.1400000000003,berlinda,12,1.0,8657.42,6809.9,16.398447167997084,67.1875,Alta,🟢 Abaixo viável,
ILC2505,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",7,1282,8349.92,28,10075.49,2025-11,0.6087,0.5987,14,30,798.29,644.33,9,2025-11-03,0.83,5588.03,1725.5699999999997,berlinda,9,3.0,14148.89,11879.753039,36.783538339078284,96.5625,Crítico,🟢 Abaixo viável,
ILC3209,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1445,8892.18,28,10075.49,2025-11,0.5,0.5987,15,30,759.4,563.92,13,2025-11-03,0.88,0.0,1183.3099999999995,berlinda,13,3.0,16223.14,12557.66,22.076417629977954,84.0625,Crítico,🟢 Abaixo viável,
ILC3415,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1971,9362.71,28,10075.49,2025-11,0.5,0.5987,15,30,754.4,563.43,14,2025-11-03,0.93,0.0,712.7800000000007,berlinda,14,2.0,17250.73,13306.72,19.929632970704173,80.0,Crítico,🟢 Abaixo viável,
NWT0420,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",2,366,4264.71,35,4545.08,2025-11,0.6071,0.472,17,30,304.18,339.6,10,2025-11-03,0.94,608.36,280.3699999999999,berlinda,10,1.0,7660.71,6326.4216,20.948729615320296,81.25,Crítico,🟢 Abaixo viável,
JBV248,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",2,1299,9595.17,32,9873.54,2025-11,0.6786,0.5651,19,30,612.79,510.71,7,2025-11-03,0.97,1225.58,278.3700000000008,berlinda,7,1.0,13170.14,12021.144642,14.398720489307824,55.93749999999999,Alta,🟢 Abaixo viável,
MHB0302,Florianopolis-Novo_Campeche-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",5,128,5423.88,52,5985.49,2025-11,0.64,0.4199,16,30,380.75,349.33,9,2025-11-03,0.91,1903.75,561.6099999999997,berlinda,9,2.0,8567.85,7436.0208,16.388568128925108,66.875,Alta,🟢 Abaixo viável,
NWT0509,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,338,4147.58,35,4545.08,2025-11,0.5,0.472,15,30,332.2,341.53,15,2025-11-03,0.91,0.0,397.5,berlinda,15,2.0,9270.529999999999,6709.055,14.934629863500748,59.375,Alta,🟢 Abaixo viável,
SJS0004,Florianopolis-Ingleses_Centro-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,317,2134.56,12,2557.7,2025-11,0.6333,0.4207,19,30,144.32,177.0,11,2025-11-03,0.83,0.0,423.1399999999999,berlinda,11,3.0,4081.56,3367.5950999999995,9.760824177972395,29.375,Média,🟢 Abaixo viável,
SKL1107,Penha-Praia-apartamento-SUP-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",0,37,3381.84,20,4193.09,2025-11,0.4,0.2401,12,30,323.67,317.27,15,2025-11-03,0.81,0.0,811.25,berlinda,15,3.0,8140.889999999999,5285.46,20.461067096898304,80.625,Crítico,🟢 Abaixo viável,
TXP0311,Goiania-Central-apartamento-SUP-2Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",4,772,1564.14,34,1674.23,2025-11,0.3077,0.2046,8,30,231.38,244.28,18,2025-11-03,0.93,925.52,110.08999999999992,berlinda,18,1.0,5961.18,2917.109208,16.062778232381437,64.6875,Alta,🟢 Abaixo viável,
ELS0602,Porto_Alegre-Centro_Historico-apartamento-JR-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,19,1014.12,67,1126.25,2025-11,0.4,0.3332,12,30,126.17,120.0,16,2025-11-03,0.9,0.0,112.13,berlinda,16,1.0,2934.12,1782.12,11.947258601553829,43.4375,Média,🟢 Abaixo viável,
PSO0708,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,136,1656.16,12,1751.85,2025-11,0.2667,0.2595,8,30,252.0,178.63,19,2025-11-03,0.95,0.0,95.68999999999983,berlinda,19,1.0,5050.13,2561.331799,9.757173673545093,29.062500000000004,Média,🟢 Abaixo viável,
TPS310,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",1,1027,2843.27,24,3347.91,2025-11,0.4828,0.437,14,30,252.57,292.43,14,2025-11-03,0.85,252.57,504.6399999999999,berlinda,14,2.0,6937.29,4819.862856,22.03940297080865,83.75,Crítico,🟢 Abaixo viável,
AIR1407,Porto_Alegre-Menino_Deus-apartamento-TOP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Praia de Belas",0,435,1597.8,24,1761.58,2025-11,0.2,0.2958,6,30,333.0,333.0,21,2025-11-03,0.91,0.0,163.77999999999997,berlinda,21,1.0,8590.8,2996.4,30.960126704435776,93.4375,Crítico,🟢 Abaixo viável,
ASK002,Florianopolis-Itacorubi-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Santa Mônica",0,1101,1868.86,12,2137.5,2025-11,0.4667,0.4453,14,30,159.43,173.69,16,2025-11-03,0.87,0.0,268.6400000000001,berlinda,16,2.0,4647.9,3165.837968,10.914638970760237,37.1875,Média,🟢 Abaixo viável,
CMM0043,Penha-Central-casa-JR-5Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",4,25,3225.72,23,3893.0,2025-11,0.5,0.3382,13,30,339.15,283.1,10,2025-11-03,0.83,1356.6,667.2800000000002,berlinda,10,3.0,6056.719999999999,4641.219999999999,16.174926620429837,65.3125,Alta,🟢 Abaixo viável,
CPR0107,Marau-Barra_Grande-apartamento-SUP-1Q,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande",0,527,1040.4,13,1216.56,2025-11,0.1,0.2005,3,30,408.0,325.58,24,2025-11-03,0.86,0.0,176.15999999999985,berlinda,24,1.0,8854.32,1821.7920000000001,47.14454922075356,98.125,Crítico,🟢 Abaixo viável,
FNX0101,Cabo_Frio-Pero_Longe-casa-JR-2Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Ogiva",3,676,1186.5,11,1435.22,2025-11,0.1481,0.2389,4,30,322.0,201.56,18,2025-11-03,0.83,966.0,248.72000000000003,berlinda,18,2.0,4814.58,1723.818648,17.464919385181368,71.875,Alta,🟢 Abaixo viável,
ILC4506,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",13,123,8354.74,28,10075.49,2025-11,0.7647,0.5987,13,30,857.69,651.25,4,2025-11-03,0.83,11149.970000000001,1720.75,berlinda,4,3.0,10959.74,10346.7835,37.0747373907704,97.1875,Crítico,🟢 Abaixo viável,
RSM0023,Porto_Seguro-Pataxos-casa-JR-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Praia de Taperapuan",9,121,2548.93,22,2861.36,2025-11,0.5714,0.3168,12,30,333.83,226.63,8,2025-11-03,0.89,3004.47,312.4300000000003,berlinda,8,2.0,4361.969999999999,3584.9010559999997,12.372789669947165,45.625,Média,🟢 Abaixo viável,
CHR025,Florianopolis-Jurere_Longe-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",3,204,3156.66,16,3417.68,2025-11,0.6296,0.3152,17,30,226.82,204.6,10,2025-11-03,0.92,680.46,261.02,berlinda,10,2.0,5202.66,4444.821599999999,7.813003557969148,15.937499999999998,Baixa,🟢 Abaixo viável,
BLB1306,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,428,2487.28,195,2712.93,2025-11,0.5333,0.4447,16,30,193.56,246.36,14,2025-11-03,0.92,0.0,225.64999999999964,berlinda,14,1.0,5936.32,4326.653032,20.49117890988706,80.9375,Crítico,🟢 Abaixo viável,
FMI0218,Cabo_Frio-Centro-apartamento-SUP-1Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",0,449,2623.95,46,3050.9,2025-11,0.3667,0.4756,11,30,272.27,246.68,19,2025-11-03,0.86,0.0,426.9500000000003,berlinda,19,2.0,7310.87,4342.643564,17.26048477498444,70.625,Alta,🟢 Abaixo viável,
LIV1006,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",9,110,3270.83,10,3417.57,2025-11,0.8095,0.3374,17,30,290.65,235.5,4,2025-11-03,0.96,2615.85,146.74000000000024,berlinda,4,1.0,4212.83,4033.379,10.111649505350309,32.5,Média,🟢 Abaixo viável,
MAR202,Florianopolis-Ingleses_Centro-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,893,1855.33,18,2117.79,2025-11,0.3333,0.2159,10,30,257.1,237.17,18,2025-11-03,0.88,0.0,262.46000000000004,berlinda,18,2.0,6124.389999999999,3278.2076979999997,14.696367014670955,57.8125,Alta,🟢 Abaixo viável,
OBS0301,Itapema-Meia_Praia-Sul-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Itapema",0,635,3135.88,12,3299.32,2025-11,0.6,0.2381,18,30,222.33,209.75,12,2025-11-03,0.95,0.0,163.44000000000005,berlinda,12,1.0,5652.88,4646.08,10.39048652449596,34.375,Média,🟢 Abaixo viável,
PSO0503,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,93,1431.38,12,1751.85,2025-11,0.2333,0.2595,7,30,228.43,178.75,20,2025-11-03,0.82,0.0,320.4699999999998,berlinda,20,2.0,5006.38,2265.4275000000002,16.349576875874067,66.25,Alta,🟢 Abaixo viável,
JRE1223,Porto_Alegre-Cidade_Baixa-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",2,292,1490.71,37,1660.9,2025-11,0.3214,0.3217,9,30,181.67,195.21,19,2025-11-03,0.9,363.34,170.19000000000005,berlinda,19,1.0,5199.700000000001,2682.779386,20.002883918357526,80.3125,Crítico,🟢 Abaixo viável,
MHE003,Florianopolis-Cachoeira_Bom_Jesus-apartamento-MASTER-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",13,1132,6358.72,11,7630.28,2025-11,0.5882,0.453,10,30,728.8,433.57,7,2025-11-03,0.83,9474.4,1271.5599999999995,berlinda,7,3.0,9393.71,8143.901118,24.084317971730158,88.75,Crítico,🟢 Abaixo viável,
RIT0201,Florianopolis-Praia_Brava-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",6,257,7363.29,15,7458.34,2025-11,0.5417,0.3581,13,30,721.69,522.25,8,2025-11-03,0.99,4330.14,95.05000000000018,berlinda,8,1.0,11541.29,9626.5126,6.655618073190563,11.875,Baixa,🟢 Abaixo viável,
SDR001,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1569,2197.8,23,2256.32,2025-11,0.5,0.4355,15,30,188.33,228.47,15,2025-11-03,0.97,0.0,58.51999999999998,berlinda,15,1.0,5624.85,3911.3250000000003,5.925606474258968,9.6875,Baixa,🟢 Abaixo viável,
IFT0903,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,4,2445.24,24,2714.64,2025-11,0.5667,0.2925,17,30,193.11,222.27,11,2025-11-03,0.9,0.0,269.4000000000001,berlinda,11,2.0,4890.21,3830.804499,11.029001635575993,38.4375,Média,🟢 Abaixo viável,
ILC2415,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",2,827,9333.19,28,10075.49,2025-11,0.5714,0.5987,16,30,696.38,518.36,11,2025-11-03,0.93,1392.76,742.2999999999993,berlinda,11,2.0,15035.150000000001,12591.289944,19.094784869023723,77.8125,Alta,🟢 Abaixo viável,
JPR410,Especial-JPR-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,478,7414.53,14,9229.09,2025-11,0.5333,0.3777,16,30,565.94,513.23,13,2025-11-03,0.8,0.0,1814.5600000000004,berlinda,13,4.0,14086.52,10972.702267,25.226935396664253,90.0,Crítico,🟢 Abaixo viável,
RDT1004,Balneario_Camboriu-Centro-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",2,52,3755.79,64,3923.17,2025-11,0.6786,0.3462,19,30,288.05,233.22,9,2025-11-03,0.96,576.1,167.3800000000001,berlinda,9,1.0,5854.77,5180.157827999999,9.950209549930292,31.5625,Média,🟢 Abaixo viável,
VPD0605,Florianopolis-Beira_Mar-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Agronômica",0,200,3686.0,12,4501.17,2025-11,0.5333,0.4338,16,30,305.38,290.08,13,2025-11-03,0.82,0.0,815.1700000000001,berlinda,13,3.0,7457.04,5697.095632,17.51133694868964,72.5,Alta,🟢 Abaixo viável,
