listing,carteira,estado,cidade,Bairro
PSE201,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
PSJ0304,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
PSN001,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Cabeçudas"
PSN002,Carteira 3,SC,"Itajaí, SC","Itajaí, SC, Cabeçudas"
PSO0903,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0910,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0809,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0610,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0501,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0503,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSOA0607,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSOB0607,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0906,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0908,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0309,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0304,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0709,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSOA0912,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO1005,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSOB1103,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSOA1103,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSOB1101,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSOA1101,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSOA0407,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO1003,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0302,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0802,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0902,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0801,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO1009,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0409,Carteira 1,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0904,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0703,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0704,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0401,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0705,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0306,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSOA1007,Carteira 3,SC,"Penha, SC","Penha, SC, Armação"
PSOA0707,Carteira 3,SC,"Penha, SC","Penha, SC, Armação"
PSOB0707,Carteira 3,SC,"Penha, SC","Penha, SC, Armação"
PSV000,Carteira 6,SC,"Garopaba, SC","Garopaba, SC, Garopaba"
PTA0104,Carteira 2,PB,"Cabedelo, PB","Cabedelo, PB, Intermares"
PTB0105,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, OGIVA"
PTB0108,Carteira 6,JR,"Cabo Frio, RJ","Cabo Frio, RJ, Ogiva"
PTD0101,Carteira 6,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Algodoal"
PSO0711,Carteira 1,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PTG0030,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial DAjuda"
PSO0808,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0310,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0411,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PTJ203,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
PTJ302,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
PTR0003,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós"
PTR0012,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós"
PTS0101,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
PTS101,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
PTZ0166,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Conquista"
PUQ0208,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Perdizes"
PVE0302,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Enseada Verde"
PVG0501,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava de Itajaí"
PVI023,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Itaguá"
PVI032,Carteira 6,SP,"Ubatuba, SP","Ubatuba, SP, Itaguá"
PVS0504,Carteira 6,RJ,"Petrópolis, RJ","Petrópolis, RJ, Independência"
PZD0403,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi"
PZD1303,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi"
PZO0907,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória"
PZR0901,Carteira 6,SC,"Joinville, SC","Joinville, SC, Centro"
PZR0902,Carteira 6,SC,"Joinville, SC","Joinville, SC, Centro"
PZR1203,Carteira 6,SC,"Joinville, SC","Joinville, SC, Centro"
PSOB0512,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSOA0512,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO1006,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0905,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0601,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0603,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
PSO0305,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
QLR0004,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Centro"
QSA1405,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Olímpia"
QSM0805,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Marista"
QSM1408,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Marista"
QSM1508,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Marista"
QSPB005,Carteira 4,GO,"Pirenópolis, GO","Pirenópolis, GO, Vila João Figueredo"
QTIB0301,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
QUI0090,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, Centro"
QUIA0722,Carteira 6,MG,"Poços de Caldas, MG","Poços de Caldas, MG, Cascatinha"
QUI0225,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, Cascatinha"
RAA741,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial Dajuda"
RAA742,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial D'Ajuda"
RAE0126,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Morrinhos"
RAF004,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal"
PSOB0407,Carteira 3,SC,"Penha, SC","Penha, SC, Armação"
RAF005,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal"
RAF007,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal"
RAG0406,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi"
RAH1019,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
RAI0207,Carteira 6,RS,"Canela, RS","Canela, RS, São José"
RAK0331,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal"
RAL0303,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RAL202,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RAL203,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RAL204,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RAM004,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Trancoso"
RAN203,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
RAO1520,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Cerqueira César"
RAP0306,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
RAP308,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
RAR0213,Carteira 4,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
RAR065,Carteira 4,RS,"Gramado, RS","Gramado, RS, Ipê Amarelo"
RAS175,Carteira 4,SP,"Campos do Jordão, SP","Campos do Jordão, SP, J Andira"
RAT001,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, pereque"
RAT002,Carteira 3,SC,"Porto Belo, SC","Porto Belo, SC, pereque"
RAU409,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Aeroporto"
RAV105,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RAZ0301,Carteira 4,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória"
RBA201,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
RBDA182,Carteira 6,SP,"São Paulo, SP","São Paulo, SP, Bela Vista"
RBE0031,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade"
RBF142,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Capoeiras"
RBG0808,Carteira 6,RJ,"Petrópolis, RJ","Petrópolis, RJ, Itaipava"
RBH806,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
RBI001,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi"
RBL0015,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Village"
RBM207,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Vila Nova"
RBN0403,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Central"
RBN1104,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
RBN1307,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
RBN2103,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Central"
RBR204,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
RCA264,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
RCAR264,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
RCB405,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia"
PSO1004,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi"
RCC004,Carteira 4,BA,"Camaçari, BA","Camaçari, BA, Monte gordo"
RCE084,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Canto Grande"
RCF160,Carteira 4,RS,"Canela, RS","Canela, RS, Vila Suzana"
RCG201,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
RCH2207,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
RCH2607,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
RCI0201,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RCL022,Carteira 3,SC,"Itapema, SC","Itapema, SC, Meia Praia"
RCM508,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
RCP202,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
RCP407,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
RCR0303,Carteira 4,PB,"João Pessoa, PB","João Pessoa, PB, Bessa"
RCR0402,Carteira 4,PB,"João Pessoa, PB","João Pessoa, PB, Bessa"
RCR101,Carteira 3,SC,"Imbituba, SC","Imbituba, SC, vila esperança"
RCS701,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Balneário Perequê"
RCU105,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
RCX1105,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava"
RCX1807,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava"
RDA030,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
RDB204,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
RDD657,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Daniela"
RDE302,Carteira 3,SC,"Itapema, SC","Itapema, SC, Meia Praia"
RDG011,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição"
RDL052,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial D'Ajuda"
RDO0025,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi"
RDO0590,Carteira 3,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi"
RDQ001,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Bom Fim"
RDR030,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
RDS001,Carteira 4,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Campos do Jordão"
RDS002,Carteira 4,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Vila Natal"
RDS003,Carteira 4,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Vila Natal"
RDT0124,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
RDY003,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
RDZ005,Carteira 3,RJ,"Armação dos Búzios, RJ","Armação dos Búzios, RJ, Manguinhos"
REA3451,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Novo Mundo"
REGA017,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial D'Ajuda"
REGB017,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial D'Ajuda"
REGC017,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial D'Ajuda"
REGD017,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial D'Ajuda"
REM0301,Carteira 3,SC,"Florianópolis, SC","Florianópolis, SC, Rio Tavares"
REN002,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
RES201,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RFA303,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Santo Antônio"
RFE000,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera"
RFG961,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
RFI0316,Carteira 3,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi"
RFL203,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
RFM0001,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFM0007,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFM0008,Carteira 4,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFM0012,Carteira 2,BA,"Santa Cruz Cabrália, BA","Porto Seguro, BA, Mutá"
RFM0016,Carteira 4,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFM0017,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFM0019,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFM0021,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFM0005,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFM0023,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFM0024,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFM0025,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFM0027,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFM0035,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFM0039,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFM0045,Carteira 4,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFM0225,Carteira 4,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFMB0011,Carteira 2,BA,"Porto Seguro, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RFMB0014,Carteira 4,BA,"Santa Cruz Cabrália, BA","Porto Seguro, BA, Mutá"
RFN001,Carteira 6,SC,"Urubici, SC","Urubici, SC, Águas Brancas"
RFN002,Carteira 6,SC,"Urubici, SC","Urubici, SC, Águas Brancas"
RFO0101,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
RFO0102,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
RFP001,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Tapera da Base"
RFP002,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Tapera da Base"
RFP003,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Tapera da Base"
RFP004,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Tapera da Base"
RFP005,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Tapera da Base"
RFP006,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Tapera da Base"
RFP007,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Tapera da Base"
RFR0410,Carteira 3,SC,"Porto Belo, SC","Porto Belo, SC, Perequê"
RFS205,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
RFT505,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
RFY0025,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi"
RFY0807,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi"
RFY706,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi"
RGA6841,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
RGA6842,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
RGB0005,Carteira 2,GO,"Hidrolândia, GO","Hidrolândia, GO, Centro"
RGB001,Carteira 1,GO,"Hidrolândia, GO","Hidrolândia, GO, Centro"
RGB002,Carteira 1,GO,"Hidrolândia, GO","Hidrolândia, GO, Centro"
RGB003,Carteira 1,GO,"Hidrolândia, GO","Hidrolândia, GO, Centro"
RGB004,Carteira 1,GO,"Hidrolândia, GO","Hidrolândia, GO, Centro"
RGF0711,Carteira 2,BA,"Salvador, BA","Salvador, BA, Itapuã"
RGF1201,Carteira 2,BA,"Salvador, BA","Salvador, BA, Itapuã"
RGF1406,Carteira 2,BA,"Salvador, BA","Salvador, BA, Itapuã"
RGL0304,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RGN0203,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RGOA701,Carteira 6,SC,"Itapema, SC","Itapema, SC, Castelo Branco"
RGO0502,Carteira 6,SC,"Itapema, SC","Itapema, SC, Castelo Branco"
RGO702,Carteira 6,SC,"Itapema, SC","Itapema, SC, Castelo Branco"
RGOR0025,Carteira 6,SC,"Itapema, SC","Itapema, SC, Castelo Branco"
RGOR0802,Carteira 1,SC,"Itapema, SC","Itapema, SC, Castelo Branco"
RGP0107,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
RGP208,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
RGP302,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
RGR0803,Carteira 3,SC,"Itajaí, SC","Itajaí, SC, Fazenda"
RGU015,Carteira 4,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha"
RGV115,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
RHE101,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Morrinhos"
RHE201,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Morrinhos"
RHI206,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
RHL0302,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RHL0305,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RHO063,Carteira 4,RS,"Canela, RS","Canela, RS, Eugênio Ferreira"
RIA004,Carteira 3,SC,"Garopaba, SC","Garopaba, SC, Centro"
RIC204,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RIC205,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RID3106,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RIE0315,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RIG0102,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RIJ204,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
RILS139,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição"
RIM0602,Carteira 3,SC,"Itapema, SC","Itapema, SC, Meia Praia"
RIN0007,Carteira 4,BA,"Itacaré, BA","Itacaré, BA, Conchas do Mar"
RIN0011,Carteira 4,BA,"Itacaré, BA","Itacaré, BA, Conchas do Mar"
RIS845,Carteira 4,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Atalaia"
RIT0201,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava"
RIT206,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava"
RIV101,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
RJC0352,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
RJD156,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Saco dos Limões"
RJE0980,Carteira 4,RS,"Gramado, RS","Gramado, RS, Casa Grande"
RJF001,Carteira 3,SC,"Urubici, SC","Urubici, SC, Aguas Brancas"
RJF002,Carteira 3,SC,"Urubici, SC","Urubici, SC, Aguas Brancas"
RJF006,Carteira 3,SC,"Urubici, SC","Urubici, SC, Aguas Brancas"
RJG011,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RJG092,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RJH0101,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Itacimirim"
RJI0046,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Itaguá"
RJI011,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Itaguá"
RJI022,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Itaguá"
RGOB701,Carteira 6,SC,"Itapema, SC","Itapema, SC, Castelo Branco"
RJL517,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
RJM568,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Praia Mole"
RJO201,Carteira 3,SC,,"Itapema, SC, Castelo Branco"
RJQ340,Carteira 3,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Centro"
RJT0104,Carteira 1,DF,"Brasília, DF","Brasília, DF, Taguatinga Norte"
RJU8301,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal"
RJU8302,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal"
RLA0201,Carteira 4,RS,"Gramado, RS","Gramado, RS, Tres Pinheiros"
RLB002,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal"
RLB003,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal"
RLB008,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal"
RLB014,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal"
RLI0101,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RLN0104,Carteira 4,RS,"Gramado, RS","Gramado, RS, Ipê Amarelo"
RLN0105,Carteira 4,RS,"Gramado, RS","Gramado, RS, Planalto"
RLZ0301,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi"
RLN0301,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi"
RLN204,Carteira 4,RS,"Gramado, RS","Gramado, RS, Ipê Amarelo"
RLO375,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Barra da Lagoa"
RLV0206,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
RMA0203,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RMA101,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RMA402,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
RMC203,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Capoeiras"
RMD902,Carteira 3,SC,"Itapema, SC","Itapema, SC, Meia Praia"
RME045,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Mercês"
RME047,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Mercês"
RMF1102,Carteira 3,SC,"Itapema, SC","Itapema, SC, Meia Praia"
RMH1511,Carteira 1,DF,"Brasília, DF","Brasília, DF, Águas Claras"
