listing,group_name,num_listing_blocked,n_days_status,listing_fat,n_competitors,meta_value,year_month,to_listings,to_competitors,days_occupied,total_days
ILC4506,Especial-ILC-hotel-TOP-1Q,0,62,8818.55,27,7153.6,2025-09,0.9,0.7981,27,30
MDE0406,Canela-Catedral-apartamento-TOP-2Q,0,230,2157.87,34,1710.65,2025-09,0.4333,0.2018,13,30
MHF2002,Itapema-Canto_Praia-apartamento-TOP-2Q,0,287,4857.11,12,2364.02,2025-09,0.9,0.2853,27,30
OKA142,Florianopolis-Campeche-apartamento-SUP-1Q,4,992,2733.66,21,1528.3,2025-09,0.8462,0.4219,22,30
PSO0703,Penha-Beto_Carrero-apartamento-SUP-1Q,0,73,3635.1,20,1865.2,2025-09,0.9667,0.5162,29,30
RSM0023,Porto_Seguro-Pataxos-casa-JR-3Q,9,60,2029.17,21,2919.75,2025-09,0.4762,0.5124,10,30
RTS0503,Balneario_Picarras-Geral-apartamento-TOP-2Q,0,327,3195.99,30,1162.8,2025-09,0.7667,0.1828,23,30
SPT0204,Blumenau-Central-apartamento-JR-1Q,4,473,1521.82,35,1509.6,2025-09,0.7308,0.4702,19,30
STN205,Florianopolis-Ingleses_Norte-apartamento-TOP-2Q,5,587,774.7,15,3778.68,2025-09,0.16,0.4498,4,30
VNR005,São_Miguel_dos_Milagres-Geral-apartamento-SUP-2Q,0,355,2338.8,34,3196.88,2025-09,0.4333,0.417,13,30
BCA2004,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,1,111,2718.32,64,2576.44,2025-09,0.7931,0.5986,23,30
CSF0202,Salvador-Barra-apartamento-SUP-2Q,0,152,5020.88,26,3394.21,2025-09,0.9,0.6539,27,30
ILC3412,Especial-ILC-hotel-JR-1Q,1,279,5335.4,15,4134.37,2025-09,0.3448,0.5328,10,30
IRB203,Florianopolis-Novo_Campeche-apartamento-MASTER-1Q,0,899,5340.44,47,4379.63,2025-09,0.7333,0.5178,22,30
MHF1207,Itapema-Canto_Praia-apartamento-TOP-1Q,1,241,1514.48,14,993.99,2025-09,0.2414,0.3113,7,30
MPB0034,Itajai-Praia_Brava-apartamento-SUP-2Q,4,132,3098.82,12,2051.85,2025-09,0.8077,0.3245,21,30
NWT0905,Especial-NWT-apartamento-TOP-1Q,0,160,4518.76,34,4405.55,2025-09,0.8,0.6132,24,30
NWT1103,Especial-NWT-apartamento-TOP-1Q,0,266,4486.11,34,4405.55,2025-09,0.7333,0.6132,22,30
PAD0103,Florianopolis-Beira_Mar-apartamento-SUP-2Q,0,146,4633.81,24,5130.41,2025-09,0.9333,0.6386,28,30
PDG0202,Balneario_Picarras-Geral-apartamento-TOP-2Q,0,12,880.04,30,1162.8,2025-09,0.2667,0.1828,8,30
PSD103,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,0,1929,1231.01,10,2020.97,2025-09,0.4667,0.326,14,30
RAK0331,Florianopolis-UFSC-apartamento-JR-3Q,8,241,2395.46,9,2421.45,2025-09,0.6364,0.5108,14,30
RDS003,Campos_do_Jordao-Vila_Natal-casa-JR-1Q,6,570,2291.66,17,3197.13,2025-09,0.5417,0.3262,13,30
RFM0001,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-JR-2Q,0,264,2195.91,11,2345.37,2025-09,0.6333,0.3618,19,30
RFT505,Balneario_Camboriu-Intermediario-apartamento-JR-2Q,7,1379,2065.47,43,1855.55,2025-09,0.7826,0.3964,18,30
RGP0107,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,0,349,1780.13,10,2020.97,2025-09,0.6,0.326,18,30
RHE101,Bombinhas-Mariscal-casa-JR-2Q,1,515,1729.09,16,952.0,2025-09,0.8276,0.2035,24,30
RRA0205,Florianopolis-Praia_Brava-apartamento-JR-2Q,0,375,2392.59,7,2282.25,2025-09,0.7333,0.2405,22,30
RSL0502,Itapema-Praia_Itapema-apartamento-TOP-3Q,5,633,3587.7,18,3734.36,2025-09,0.88,0.3283,22,30
RUL0035,Ubatuba-Toninhas-casa-JR-3Q,8,105,2347.73,7,1907.57,2025-09,0.5,0.1532,11,30
SLC0203,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,0,255,1494.31,15,1883.24,2025-09,0.7667,0.5766,23,30
SOA0910,Salvador-Boca_do_Rio-apartamento-TOP-1Q,0,160,2530.67,11,3410.2,2025-09,0.5333,0.6689,16,30
SPT0103,Blumenau-Central-apartamento-JR-1Q,0,532,1035.76,35,1509.6,2025-09,0.4333,0.4702,13,30
TBS1105,Florianopolis-Novo_Campeche-apartamento-MASTER-1Q,1,815,5323.1,47,4379.63,2025-09,0.7931,0.5178,23,30
VEC112,Bombinhas-Centro-apartamento-SUP-1Q,0,979,2275.9,22,1925.25,2025-09,0.9,0.4397,27,30
VIC0203,Florianopolis-Novo_Campeche-apartamento-TOP-2Q,0,670,4662.75,42,4773.39,2025-09,0.7,0.5074,21,30
VLE006,Bombinhas-Mariscal-apartamento-JR-2Q,0,1433,0.0,21,1716.81,2025-09,0.0,0.2651,0,30
BCL0507,Ilheus-Pontal-apartamento-SUP-2Q,0,362,3140.56,26,2639.94,2025-09,0.7333,0.4005,22,30
CVY0306,Cabo_Frio-Centro-apartamento-JR-3Q,5,67,2121.2,72,2091.27,2025-09,0.52,0.3755,13,30
DLH0206,Gramado-Centro-apartamento-TOP-1Q,2,460,4993.24,26,4763.83,2025-09,0.7857,0.5959,22,30
EAC1304,Balneario_Camboriu-Centro-apartamento-JR-1Q,0,672,2334.16,25,1554.28,2025-09,0.7667,0.4876,23,30
IBI307,Florianopolis-Jurere_Internacional-apartamento-SUP-1Q,0,1391,3877.57,14,1896.22,2025-09,0.7,0.3141,21,30
IFT0808,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,0,108,3235.75,23,1858.91,2025-09,0.9333,0.3237,28,30
ILC2505,Especial-ILC-hotel-TOP-1Q,0,1221,8456.63,27,7153.6,2025-09,0.8667,0.7981,26,30
ILC3209,Especial-ILC-hotel-TOP-1Q,0,1384,7885.67,27,7153.6,2025-09,0.8333,0.7981,25,30
ILC3415,Especial-ILC-hotel-TOP-1Q,4,1910,7300.34,27,7153.6,2025-09,0.6538,0.7981,17,30
MHFA0506,Itapema-Canto_Praia-apartamento-SUP-1Q,0,395,2487.72,12,1214.13,2025-09,0.8333,0.3234,25,30
MUT0054,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-3Q,5,97,3263.15,21,3598.9,2025-09,0.68,0.3726,17,30
NWT0420,Especial-NWT-apartamento-TOP-1Q,0,305,5532.23,34,4405.55,2025-09,0.7667,0.6132,23,30
NWT0618,Especial-NWT-apartamento-TOP-1Q,0,154,4536.98,34,4405.55,2025-09,0.8333,0.6132,25,30
NWT0705,Especial-NWT-apartamento-TOP-1Q,0,88,4965.87,34,4405.55,2025-09,0.7667,0.6132,23,30
ONX1411,Goiania-Central-apartamento-JR-1Q,0,417,3246.89,75,2514.88,2025-09,0.9,0.5767,27,30
PET0011,Ilheus-Sul-apartamento-MASTER-2Q,2,174,4006.24,7,7494.02,2025-09,0.4286,0.7435,12,30
PTA0104,Cabedelo-Intermares-apartamento-SUP-2Q,0,301,2096.85,36,3083.52,2025-09,0.6,0.5989,18,30
RRB0202,Florianopolis-Canasvieiras_Perto-apartamento-JR-1Q,0,341,2273.5,18,911.45,2025-09,0.6667,0.2937,20,30
SBG003,Ubatuba-Praia_Grande-apartamento-JR-2Q,7,600,839.47,152,2319.09,2025-09,0.3478,0.4073,8,30
SCO0012,Florianopolis-Campeche-apartamento-JR-1Q,0,158,2036.75,22,1148.78,2025-09,0.8333,0.3891,25,30
VGZ0007,Imbituba-Praia_do_Rosa-casa-SUP-1Q,4,559,1604.28,56,2237.45,2025-09,0.4615,0.3506,12,30
VLE003,Bombinhas-Mariscal-apartamento-JR-2Q,0,1433,0.0,21,1716.81,2025-09,0.0,0.2651,0,30
ART003,Porto_Seguro-Pataxos-apartamento-JR-2Q,0,711,1107.71,34,1868.02,2025-09,0.3667,0.3413,11,30
CEL1804,Goiania-Central-apartamento-SUP-1Q,0,24,2435.46,140,2762.08,2025-09,0.5333,0.6003,16,30
CTD0302,Penha-Longe-apartamento-JR-2Q,0,115,1408.79,8,1762.56,2025-09,0.6,0.4014,18,30
CVA305,Bombinhas-Bombas-apartamento-TOP-3Q,0,1033,3670.39,8,1704.25,2025-09,0.8,0.1635,24,30
EAL0704,Balneario_Camboriu-Centro-apartamento-JR-2Q,0,516,3067.34,39,2313.28,2025-09,0.8333,0.4048,25,30
FDL101,Bombinhas-Bombas-apartamento-SIM-2Q,0,812,0.0,39,1060.84,2025-09,0.0,0.2938,0,30
GBA908,Sao_Paulo-Campo_Belo-apartamento-SUP-1Q,0,111,2661.48,54,3881.95,2025-09,0.6667,0.7357,20,30
ILC1313,Especial-ILC-hotel-JR-1Q,0,1567,6343.41,15,4134.37,2025-09,0.8,0.5328,24,30
ILC3404,Especial-ILC-hotel-JR-1Q,0,1627,7150.87,15,4134.37,2025-09,0.9,0.5328,27,30
IRB205,Florianopolis-Novo_Campeche-apartamento-TOP-1Q,0,815,4971.28,43,3841.15,2025-09,0.8667,0.5986,26,30
JBV166,Especial-JBV-hotel-JR-1Q,1,41,6458.64,25,4134.37,2025-09,0.931,0.5455,27,30
LOF1405,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,0,105,3907.81,393,4152.46,2025-09,0.7333,0.6551,22,30
MHF1908,Itapema-Canto_Praia-apartamento-TOP-2Q,0,248,3573.11,12,2364.02,2025-09,0.7333,0.2853,22,30
MSST1401,Goiania-Leste-apartamento-TOP-1Q,0,706,3661.91,20,4261.86,2025-09,0.6667,0.6197,20,30
NEB0103,Blumenau-Central-apartamento-SUP-2Q,6,340,2325.18,42,2388.84,2025-09,0.7917,0.5269,19,30
NWT0318,Especial-NWT-apartamento-TOP-1Q,0,164,6074.08,34,4405.55,2025-09,0.8333,0.6132,25,30
NWT0704,Especial-NWT-apartamento-TOP-1Q,0,125,4985.94,34,4405.55,2025-09,0.8,0.6132,24,30
ONP2021,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,3,109,3839.89,571,3473.53,2025-09,0.8889,0.6589,24,30
PTR0003,Porto_Seguro-Pataxos-apartamento-SUP-3Q,2,271,894.0,20,3352.82,2025-09,0.2143,0.3806,6,30
RPN0101,Florianopolis-Canajure-apartamento-SUP-3Q,6,17,3273.75,13,2593.71,2025-09,0.8333,0.3186,20,30
RTQ0009,Mata_de_Sao_Joao-Praia_Imbassai-casa-SUP-2Q,2,104,579.78,10,2458.67,2025-09,0.1071,0.3158,3,30
RVR0506,Florianopolis-UFSC-apartamento-SUP-1Q,6,662,2199.93,41,2601.66,2025-09,0.6667,0.5824,16,30
SDR008,Florianopolis-Lagoa-apartamento-SUP-1Q,1,1461,1343.87,23,2570.4,2025-09,0.5172,0.6942,15,30
SOA0610,Salvador-Boca_do_Rio-apartamento-TOP-1Q,13,249,1584.95,11,3410.2,2025-09,0.7059,0.6689,12,30
SPT0501,Blumenau-Central-apartamento-JR-1Q,1,460,945.54,35,1509.6,2025-09,0.4138,0.4702,12,30
SSG0304,Florianopolis-UFSC-apartamento-TOP-1Q,1,676,3052.29,15,1825.82,2025-09,0.5517,0.524,16,30
STO2206,Especial-STO-apartamento-TOP-1Q,4,1910,8883.13,83,2457.35,2025-09,0.8462,0.3596,22,30
TPS105,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,0,970,2693.49,17,3512.48,2025-09,0.8667,0.4916,26,30
VST008,Especial-VST-casa-TOP-1Q,4,427,4325.48,35,2529.48,2025-09,0.6538,0.1819,17,30
VVA0490,Porto_Seguro-Pitinga-casa-MASTER-3Q,2,383,18182.66,7,6419.23,2025-09,0.7143,0.45,20,30
ADP001,Cabo_Frio-Pero_Perto-casa-JR-3Q,30,637,0.0,45,2214.82,2025-09,,0.4081,0,30
BRJ143,Sao_Paulo-Republica-apartamento-TOP-1Q,1,371,4074.72,90,3727.61,2025-09,0.8966,0.6636,26,30
BSO0206,Itajai-Praia_Brava-apartamento-SUP-1Q,0,137,1889.04,15,1844.31,2025-09,0.6667,0.52,20,30
CCP0207,Florianopolis-Canasvieiras_Meio-apartamento-SUP-2Q,0,206,2504.62,10,3064.55,2025-09,0.7333,0.3681,22,30
CSI0302,Balneario_Picarras-Geral-apartamento-SUP-2Q,4,384,1528.4,44,1016.07,2025-09,0.6154,0.1971,16,30
DPR0009,Balneario_Camboriu-Sul-apartamento-JR-1Q,0,174,1459.89,27,1554.28,2025-09,0.5667,0.4951,17,30
ECH0503,Florianopolis-Centrao-apartamento-TOP-1Q,0,54,3984.68,23,4333.3,2025-09,0.8333,0.5139,25,30
ECI0201,Guarapari-Nova_Guarapari-apartamento-JR-2Q,0,391,3028.98,19,1313.89,2025-09,0.9667,0.1783,29,30
IFT1203,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,0,62,2579.19,23,1858.91,2025-09,0.9,0.3237,27,30
MLB0402,Florianopolis-Jurere_Internacional-apartamento-SUP-2Q,30,298,0.0,12,3904.26,2025-09,,0.4157,0,30
NWT1304,Especial-NWT-apartamento-TOP-1Q,0,291,4721.92,34,4405.55,2025-09,0.6667,0.6132,20,30
NWT1309,Especial-NWT-apartamento-TOP-1Q,3,257,6214.92,34,4405.55,2025-09,0.8889,0.6132,24,30
ONE0404,Salvador-Piata-apartamento-SUP-1Q,1,11,1982.25,16,2472.57,2025-09,0.4828,0.6,14,30
PDM005,Porto_Seguro-Pataxos-apartamento-SUP-2Q,0,560,1269.6,18,2877.46,2025-09,0.2667,0.5277,8,30
RLN204,Gramado-Geral-apartamento-JR-2Q,0,858,4083.25,36,2399.85,2025-09,0.8667,0.2878,26,30
SEO0702,Itapema-Meia_Praia-Norte-apartamento-TOP-3Q,4,382,5559.32,12,3604.27,2025-09,1.0,0.3061,26,30
SMT1029,Salvador-Boca_do_Rio-apartamento-TOP-1Q,22,242,521.4,11,3410.2,2025-09,0.375,0.6689,3,30
VEC115,Bombinhas-Centro-apartamento-SUP-1Q,0,979,3193.64,22,1925.25,2025-09,0.9333,0.4397,28,30
WBU2105,Goiania-Central-apartamento-TOP-1Q,6,696,3014.44,48,2731.56,2025-09,0.7917,0.5615,19,30
WBU2615,Goiania-Central-apartamento-TOP-1Q,0,77,4718.64,48,2731.56,2025-09,0.8,0.5615,24,30
ACB0204,Florianopolis-Cachoeira_Bom_Jesus-apartamento-SUP-2Q,0,151,4567.06,13,1813.16,2025-09,0.7333,0.3614,22,30
BEL0201,Florianopolis-Jurere_Tradicional-apartamento-TOP-3Q,8,249,0.0,10,7816.18,2025-09,0.0,0.3688,0,30
IDVA0903,Goiania-Central-2-apartamento-TOP-1Q,0,717,4314.83,29,3775.7,2025-09,0.8,0.5339,24,30
LIV1408,Salvador-Graca-apartamento-TOP-1Q,0,41,3488.66,10,2506.32,2025-09,0.9,0.5488,27,30
MHFA0507,Itapema-Canto_Praia-apartamento-SUP-1Q,0,396,2039.48,12,1214.13,2025-09,0.6667,0.3234,20,30
NOA1014,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,0,419,3077.27,129,3420.97,2025-09,0.7667,0.6065,23,30
NWT0815,Especial-NWT-apartamento-TOP-1Q,0,125,3666.99,34,4405.55,2025-09,0.5667,0.6132,17,30
NWT1022,Especial-NWT-apartamento-TOP-1Q,0,138,4447.4,34,4405.55,2025-09,0.7,0.6132,21,30
PEV025,Ubatuba-Tenorio-casa-JR-4Q,11,145,1825.41,43,3416.11,2025-09,0.4737,0.4104,9,30
PSO0309,Penha-Beto_Carrero-apartamento-SUP-1Q,1,40,1763.16,20,1865.2,2025-09,0.6207,0.5162,18,30
SPI0811,Sao_Paulo-Pinheiros-apartamento-TOP-1Q,4,264,6376.69,272,4993.26,2025-09,0.9615,0.6927,25,30
VIN202,Florianopolis-Ingleses_Norte-apartamento-SUP-3Q,8,1530,2771.79,14,1350.38,2025-09,0.8182,0.1931,18,30
VNV1301,Itapema-Praia_Centro-apartamento-TOP-2Q,0,27,2508.76,20,1967.42,2025-09,0.6,0.2796,18,30
BRI0102,Florianopolis-Jurere_Longe-apartamento-SUP-2Q,4,40,2959.06,14,3200.25,2025-09,0.8077,0.364,21,30
CEC0801,Salvador-UFBA-apartamento-TOP-1Q,0,52,2848.74,11,2376.6,2025-09,0.7667,0.5262,23,30
CZZ0602,Urubici-Geral-apartamento-TOP-2Q,0,167,5374.24,25,4525.61,2025-09,0.5333,0.303,16,30
ELF0411,Bombinhas-Bombas-apartamento-SUP-1Q,1,110,2402.85,20,1429.7,2025-09,0.7931,0.2367,23,30
JMAR004,Florianopolis-Jurere_Longe-apartamento-JR-1Q,0,229,0.0,28,1059.5,2025-09,0.0,0.409,0,30
MHF1203,Itapema-Canto_Praia-apartamento-TOP-1Q,11,199,0.0,14,993.99,2025-09,0.0,0.3113,0,30
MHFA0604,Itapema-Canto_Praia-apartamento-SUP-1Q,0,396,2427.13,12,1214.13,2025-09,0.8333,0.3234,25,30
NOA0705,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,0,405,2489.63,129,3420.97,2025-09,0.6,0.6065,18,30
NOR0102,Brasilia-Asa_Norte-apartamento-SUP-2Q,3,706,3665.64,36,2813.83,2025-09,0.7778,0.711,21,30
NWT0813,Especial-NWT-apartamento-TOP-1Q,0,125,5106.76,34,4405.55,2025-09,0.7667,0.6132,23,30
NWTB0608,Especial-NWT-apartamento-MASTER-1Q,2,147,5986.64,23,6251.18,2025-09,0.6786,0.7372,19,30
PDP0301,Porto_Belo-Geral-apartamento-SUP-2Q,1,83,3065.71,16,1604.5,2025-09,0.8966,0.2647,26,30
RCX1105,Itajai-Praia_Brava-apartamento-MASTER-1Q,0,39,3705.63,17,2490.55,2025-09,0.8,0.4403,24,30
RLA0201,Gramado-Geral-apartamento-TOP-2Q,0,206,4846.46,74,4561.74,2025-09,0.6667,0.4325,20,30
SPJ0501,Especial-SPJ-apartamento-TOP-1Q,0,321,3693.85,15,3792.7,2025-09,0.8667,0.4818,26,30
TCO0312,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,1,305,2353.26,76,1965.48,2025-09,0.8276,0.587,24,30
TMHB102,Porto_de_Pedras-Tatuamunha-apartamento-TOP-2Q,1,531,2474.54,27,4064.7,2025-09,0.3793,0.4484,11,30
TPS312,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,0,970,2219.38,17,3512.48,2025-09,0.8,0.4916,24,30
TXP0606,Goiania-Central-apartamento-SUP-1Q,0,711,3160.15,140,2762.08,2025-09,0.8,0.6003,24,30
TXP1505,Goiania-Central-apartamento-SUP-1Q,0,706,3302.43,140,2762.08,2025-09,0.8,0.6003,24,30
VST013,Especial-VST-casa-TOP-1Q,0,426,4596.9,35,2529.48,2025-09,0.5333,0.1819,16,30
AAP1507,Salvador-Caminho_Das_Arvores-apartamento-SUP-1Q,4,164,2424.09,45,3045.97,2025-09,0.8077,0.6811,21,30
AIR1607,Porto_Alegre-Menino_Deus-apartamento-TOP-1Q,3,578,1732.68,28,2849.68,2025-09,0.2593,0.5927,7,30
ATO3091,Petropolis-Centro-casa-JR-1Q,0,789,3058.9,12,1620.46,2025-09,0.8333,0.3104,25,30
CHR025,Florianopolis-Jurere_Longe-apartamento-JR-2Q,1,143,1069.1,16,2917.35,2025-09,0.2759,0.5348,8,30
CPK0803,Ilheus-Sul-apartamento-TOP-3Q,0,165,4866.3,7,7494.02,2025-09,0.7,0.7435,21,30
CPL025,Canela-Catedral-apartamento-TOP-1Q,0,145,4025.3,29,2433.13,2025-09,0.9,0.367,27,30
EDT0010,Porto_Seguro-Pataxos-apartamento-SUP-2Q,2,662,3311.52,18,2877.46,2025-09,0.6429,0.5277,18,30
EIS305,Itapema-Meia_Praia-Norte-apartamento-SUP-3Q,0,1351,3367.47,15,1670.83,2025-09,0.5667,0.1835,17,30
GMB0414,Brasilia-Setor_Hoteleiro-apartamento-TOP-1Q,0,630,5150.18,20,6937.44,2025-09,0.8667,0.739,26,30
ICT0104B,Florianopolis-Ingleses_Centro-apartamento-JR-2Q,0,76,1575.23,15,924.59,2025-09,0.5667,0.4248,17,30
ILC1212,Especial-ILC-hotel-JR-1Q,0,620,7030.5,15,4134.37,2025-09,0.9,0.5328,27,30
JBV115,Especial-JBV-hotel-JR-1Q,0,1666,5437.69,25,4134.37,2025-09,0.8667,0.5455,26,30
JBV242,Especial-JBV-hotel-TOP-1Q,2,1446,5817.67,31,7153.6,2025-09,0.75,0.7461,21,30
JPR217,Especial-JPR-apartamento-TOP-1Q,0,865,3466.5,15,3792.7,2025-09,0.7333,0.449,22,30
MHF0801,Itapema-Canto_Praia-apartamento-TOP-1Q,0,383,4279.81,14,993.99,2025-09,0.9667,0.3113,29,30
NWT0921,Especial-NWT-apartamento-TOP-1Q,0,160,5692.29,34,4405.55,2025-09,0.9667,0.6132,29,30
PSOB0807,Penha-Beto_Carrero-apartamento-SUP-1Q,0,41,2283.99,20,1865.2,2025-09,0.7667,0.5162,23,30
RGF0410,Salvador-Flamengo-apartamento-TOP-1Q,0,20,3038.7,27,3172.8,2025-09,0.7333,0.568,22,30
RJF002,Urubici-Geral-casa-TOP-2Q,7,535,2068.7,24,4653.35,2025-09,0.2174,0.3135,5,30
ROB203,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,2,77,0.0,29,2481.79,2025-09,0.0,0.4084,0,30
SFR0302,Bombinhas-Centro-apartamento-SUP-1Q,2,19,1963.4,22,1925.25,2025-09,0.8929,0.4397,25,30
STCY202,Florianopolis-Cachoeira_Bom_Jesus-apartamento-JR-1Q,0,500,2144.28,9,759.13,2025-09,0.9,0.2172,27,30
TCO0501,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,2,460,2652.19,76,1965.48,2025-09,0.7857,0.587,22,30
TXP0206,Goiania-Central-apartamento-SUP-1Q,0,711,3299.23,140,2762.08,2025-09,0.7333,0.6003,22,30
TXP0605,Goiania-Central-apartamento-SUP-1Q,0,717,3169.81,140,2762.08,2025-09,0.7333,0.6003,22,30
TXP0807,Goiania-Central-apartamento-SUP-1Q,1,698,2644.68,140,2762.08,2025-09,0.6552,0.6003,19,30
YHD0105,Florianopolis-UFSC-apartamento-TOP-1Q,15,230,1051.45,15,1825.82,2025-09,0.4667,0.524,7,30
ASR204,Florianopolis-Santinho-apartamento-TOP-2Q,0,1383,2922.36,11,4233.15,2025-09,0.2667,0.4043,8,30
BTR0302,Balneario_Camboriu-Intermediario-apartamento-JR-2Q,0,620,2642.27,43,1855.55,2025-09,0.7667,0.3964,23,30
CII0602,Porto_Belo-Geral-apartamento-SUP-2Q,1,374,2528.51,16,1604.5,2025-09,0.7586,0.2647,22,30
CNA003,Especial-CNA-casa-MASTER-1Q,1,955,11648.68,24,9143.68,2025-09,0.6897,0.5133,20,30
CRR201,Florianopolis-Ribeirao-apartamento-SUP-2Q,2,798,2204.64,36,1616.15,2025-09,0.5714,0.4074,16,30
CSG305,Florianopolis-Canasvieiras_Perto-apartamento-JR-1Q,0,1288,2308.52,18,911.45,2025-09,0.8667,0.2937,26,30
ECH504,Florianopolis-Centrao-apartamento-TOP-1Q,2,523,3859.6,23,4333.3,2025-09,0.75,0.5139,21,30
ELF0410,Bombinhas-Bombas-apartamento-SUP-1Q,0,21,2492.5,20,1429.7,2025-09,0.5333,0.2367,16,30
ELU207,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,8,831,2147.65,17,3641.82,2025-09,0.6818,0.4394,15,30
HOX1010,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,2,76,4362.39,393,4152.46,2025-09,0.8214,0.6551,23,30
JBV167,Especial-JBV-hotel-TOP-1Q,27,1060,581.16,31,7153.6,2025-09,0.6667,0.7461,2,30
JFM0101,Florianopolis-Beira_Mar-apartamento-JR-2Q,0,56,2296.64,31,3383.0,2025-09,0.6667,0.5412,20,30
MLU0306,Gramado-Geral-apartamento-SUP-1Q,0,39,3861.16,60,2809.37,2025-09,0.9333,0.4502,28,30
NWT0304,Especial-NWT-apartamento-TOP-1Q,0,286,4410.41,34,4405.55,2025-09,0.6333,0.6132,19,30
NWT1421,Especial-NWT-apartamento-TOP-1Q,0,291,4668.94,34,4405.55,2025-09,0.7333,0.6132,22,30
REK0001,Penha-Beto_Carrero-casa-JR-2Q,0,5,2018.25,14,2611.23,2025-09,0.8,0.4633,24,30
RNA0303,Bombinhas-Mariscal-apartamento-TOP-3Q,8,621,2747.81,15,2306.6,2025-09,0.5,0.2413,11,30
TCO0615,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,2,494,2366.25,76,1965.48,2025-09,0.8571,0.587,24,30
VAC2205,Barra_Velha-Tabuleiro-apartamento-SUP-2Q,0,543,1624.88,58,1108.45,2025-09,0.6,0.2035,18,30
VHB1104,Balneario_Picarras-Geral-apartamento-TOP-2Q,0,501,1996.9,30,1162.8,2025-09,0.5333,0.1828,16,30
VST001,Especial-VST-casa-TOP-1Q,2,62,2538.82,35,2529.48,2025-09,0.3571,0.1819,10,30
AAR0203,Florianopolis-Campeche_Praia-apartamento-SUP-1Q,0,11,2012.05,57,2518.77,2025-09,0.5667,0.5189,17,30
BCL402,Ilheus-Pontal-apartamento-TOP-1Q,1,600,3005.82,24,2568.15,2025-09,0.6897,0.4167,20,30
BSO0204,Itajai-Praia_Brava-apartamento-SUP-1Q,2,137,2477.4,15,1844.31,2025-09,0.9286,0.52,26,30
CRM0201,Florianopolis-Canto_da_Lagoa-apartamento-SUP-2Q,0,168,3006.14,15,3765.07,2025-09,0.5667,0.4362,17,30
EAA805,Maceio-Jatiuca-apartamento-SUP-1Q,3,525,2249.83,59,2970.36,2025-09,0.7037,0.6831,19,30
EDN1001,Balneario_Camboriu-Intermediario-apartamento-SUP-2Q,0,73,3831.66,57,2038.96,2025-09,0.9667,0.3921,29,30
IAA1004,Recife-Boa_Viagem-apartamento-TOP-1Q,0,537,5195.73,52,4926.59,2025-09,0.9,0.7285,27,30
ILC2413,Especial-ILC-hotel-JR-1Q,3,1078,6341.59,15,4134.37,2025-09,0.963,0.5328,26,30
NWT0901,Especial-NWT-apartamento-TOP-1Q,0,161,2406.96,34,4405.55,2025-09,0.2667,0.6132,8,30
PSO0411,Penha-Beto_Carrero-apartamento-SUP-1Q,0,60,3289.73,20,1865.2,2025-09,0.9333,0.5162,28,30
RDS002,Campos_do_Jordao-Vila_Natal-casa-JR-1Q,5,570,1436.04,17,3197.13,2025-09,0.36,0.3262,9,30
TPS307,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,0,969,2530.7,17,3512.48,2025-09,0.8333,0.4916,25,30
VLE007,Bombinhas-Mariscal-apartamento-JR-1Q,0,1433,0.0,11,1513.0,2025-09,0.0,0.2648,0,30
CIE0202,Florianopolis-Jurere_Longe-apartamento-JR-1Q,0,81,2426.17,28,1059.5,2025-09,0.9667,0.409,29,30
COE0406,Sao_Paulo-Pinheiros-apartamento-TOP-1Q,1,461,3144.56,272,4993.26,2025-09,0.5862,0.6927,17,30
ELU109,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,0,1712,3302.92,17,3641.82,2025-09,0.8,0.4394,24,30
FMI0218,Cabo_Frio-Centro-apartamento-SUP-1Q,0,388,4184.96,52,2778.39,2025-09,1.0,0.6127,30,30
LIV1006,Salvador-Graca-apartamento-TOP-1Q,2,49,2971.06,10,2506.32,2025-09,0.7857,0.5488,22,30
MAR202,Florianopolis-Ingleses_Centro-apartamento-SUP-2Q,0,832,2625.82,8,2082.39,2025-09,0.7333,0.3518,22,30
OBS0301,Itapema-Meia_Praia-Sul-apartamento-SUP-2Q,0,574,2711.79,25,1683.0,2025-09,0.9,0.2755,27,30
