listing,group_name,num_listing_blocked,n_days_status,listing_fat,n_competitors,meta_value,year_month,to_listings,to_competitors,days_occupied,total_days
JBV344,Especial-JBV-hotel-JR-1Q,2,1281,5248.07,25,4134.37,2025-09,0.9286,0.5455,26,30
JTL001,Florianopolis-Jurere_Longe-apartamento-JR-1Q,0,434,2026.9,28,1059.5,2025-09,0.7667,0.409,23,30
MHC0204,Florianopolis-Ingleses_Praia-apartamento-SUP-3Q,3,276,996.94,42,3499.17,2025-09,0.2593,0.399,7,30
MHF0601,Itapema-Canto_Praia-apartamento-TOP-1Q,4,388,2508.71,14,993.99,2025-09,0.8077,0.3113,21,30
OPT504,Florianopolis-Estreito-apartamento-JR-1Q,5,452,1392.78,9,1300.26,2025-09,0.68,0.3263,17,30
RID3106,Florianopolis-Ingleses_Centro-apartamento-JR-2Q,2,461,2117.61,15,924.59,2025-09,0.7857,0.4248,22,30
SPJ0104,Especial-SPJ-apartamento-TOP-1Q,3,455,2983.07,15,3792.7,2025-09,0.6667,0.4818,18,30
SSG0424,Florianopolis-UFSC-apartamento-TOP-1Q,16,1447,578.7,15,1825.82,2025-09,0.2857,0.524,4,30
SVM1409,Salvador-Graca-apartamento-TOP-1Q,4,91,2335.29,10,2506.32,2025-09,0.6923,0.5488,18,30
BLV0005,Porto_Seguro-Pataxos-apartamento-JR-2Q,0,166,1296.69,34,1868.02,2025-09,0.3667,0.3413,11,30
BSO0105,Itajai-Praia_Brava-apartamento-SUP-1Q,0,137,2849.36,15,1844.31,2025-09,0.9667,0.52,29,30
COT0081,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,2,158,2959.1,393,4152.46,2025-09,0.6071,0.6551,17,30
ELF0504,Bombinhas-Bombas-apartamento-SUP-1Q,0,124,1451.57,20,1429.7,2025-09,0.3,0.2367,9,30
ESE0102,Balneario_Camboriu-Norte-apartamento-TOP-2Q,2,207,4810.76,24,5069.72,2025-09,0.8214,0.5706,23,30
EVA0506,Florianopolis-Centrao-apartamento-JR-1Q,0,102,2410.03,67,2394.45,2025-09,0.8,0.585,24,30
IPTR0082,Balneario_Camboriu-Centro-apartamento-JR-2Q,0,31,2468.66,39,2313.28,2025-09,0.7667,0.4048,23,30
ISC0906,Sao_Paulo-Republica-apartamento-SUP-1Q,2,501,2516.32,444,3011.48,2025-09,0.7857,0.6716,22,30
JBV252,Especial-JBV-hotel-TOP-1Q,0,1805,8407.61,31,7153.6,2025-09,0.7667,0.7461,23,30
JBV325,Especial-JBV-hotel-JR-1Q,0,1759,6889.51,25,4134.37,2025-09,0.9333,0.5455,28,30
OLN1702,Sao_Paulo-Mariana-apartamento-SUP-1Q,2,138,3224.79,163,3141.65,2025-09,0.75,0.6158,21,30
RJT0104,Brasilia-Taguatinga_Norte-apartamento-SUP-1Q,4,319,2411.86,107,2108.06,2025-09,0.8462,0.5923,22,30
RMO0602,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,0,278,3513.62,64,2576.44,2025-09,0.8667,0.5986,26,30
RRC0207,Florianopolis-Ribeirao-apartamento-SUP-1Q,0,350,446.18,29,1679.83,2025-09,0.1333,0.4468,4,30
RSM0029,Porto_Seguro-Pataxos-casa-JR-2Q,19,347,0.0,10,3068.66,2025-09,0.0,0.5382,0,30
SDA311,Cabo_Frio-Centro-apartamento-SUP-2Q,2,889,2105.25,83,3744.58,2025-09,0.5,0.5528,14,30
VCM005,Ilheus-Sul-apartamento-JR-2Q,0,720,1277.28,22,1781.05,2025-09,0.4333,0.3029,13,30
VNU1417,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,0,180,1105.75,571,3473.53,2025-09,0.2333,0.6589,7,30
VST035,Especial-VST-casa-TOP-1Q,3,5,2494.93,35,2529.48,2025-09,0.4444,0.1819,12,30
WEL0604,Sao_Paulo-Pompeia-apartamento-SUP-1Q,27,73,184.16,64,3067.19,2025-09,0.3333,0.5586,1,30
WPE0304,Penha-Longe-casa-TOP-2Q,0,52,4791.33,13,4045.8,2025-09,0.6333,0.5244,19,30
CFR0209,Cabo_Frio-Portinho-apartamento-TOP-1Q,1,600,3276.09,106,3439.71,2025-09,0.8276,0.5413,24,30
EDF0503,Salvador-Ondina_Rio_Vermelho-apartamento-TOP-1Q,3,7,2582.69,36,2915.05,2025-09,0.6667,0.5788,18,30
HSS0007,Joao_Pessoa-Cabo_Branco-apartamento-SUP-1Q,0,255,3086.7,81,3661.85,2025-09,0.8667,0.6673,26,30
MER0671,Florianopolis-Jurere_Internacional-casa-SUP-4Q,14,63,4735.16,12,8350.47,2025-09,0.625,0.4381,10,30
MHF1601,Itapema-Canto_Praia-apartamento-TOP-1Q,0,419,2343.15,14,993.99,2025-09,0.5,0.3113,15,30
PRN0002,Imbituba-Praia_do_Rosa-apartamento-JR-1Q,0,115,1508.24,29,1459.88,2025-09,0.6667,0.376,20,30
RBH806,Florianopolis-Centrao-apartamento-SUP-1Q,3,818,3474.31,115,2909.04,2025-09,0.9259,0.523,25,30
ROI009,Imbituba-Praia_do_Rosa-casa-MASTER-3Q,8,339,6010.6,8,8269.46,2025-09,0.5455,0.5478,12,30
RPC0305,Florianopolis-Canasvieiras_Longe-apartamento-SUP-2Q,3,265,2934.56,14,2947.76,2025-09,0.8148,0.4198,22,30
SBN0705,Itapema-Praia_Centro-apartamento-SUP-3Q,5,508,1980.62,15,2146.99,2025-09,0.72,0.2857,18,30
SCO0011,Florianopolis-Campeche-apartamento-JR-1Q,0,158,847.82,22,1148.78,2025-09,0.3667,0.3891,11,30
SRO0002,Florianopolis-Lagoa-apartamento-SUP-2Q,5,292,2678.87,32,3028.55,2025-09,0.68,0.5146,17,30
TCO0614,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,0,308,2808.23,76,1965.48,2025-09,0.9333,0.587,28,30
TCO1103,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,0,629,2940.99,76,1965.48,2025-09,0.8333,0.587,25,30
VLP0111,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-2Q,6,40,2423.15,21,5255.55,2025-09,0.4583,0.4912,11,30
VST033,Especial-VST-casa-TOP-1Q,0,427,2663.85,35,2529.48,2025-09,0.3,0.1819,9,30
AYA201,Florianopolis-Jurere_Tradicional-apartamento-JR-3Q,0,1923,3765.06,15,3915.53,2025-09,0.8333,0.3859,25,30
CCI210,Florianopolis-Ingleses_Norte-apartamento-TOP-2Q,0,936,3015.44,15,3778.68,2025-09,0.6333,0.4498,19,30
CZZ0404,Urubici-Geral-apartamento-SUP-1Q,0,160,1945.47,53,2228.74,2025-09,0.3667,0.2369,11,30
EMZ0504,Guarapari-Praia_do_Morro-apartamento-JR-2Q,0,77,1553.31,63,2335.8,2025-09,0.4667,0.5144,14,30
ILC3109,Especial-ILC-hotel-TOP-1Q,1,1767,6091.08,27,7153.6,2025-09,0.7586,0.7981,22,30
ILC4404,Especial-ILC-hotel-JR-1Q,7,1910,5743.57,15,4134.37,2025-09,0.9565,0.5328,22,30
JRR205,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,0,1124,3523.34,17,3641.82,2025-09,0.8333,0.4394,25,30
MCB0103,Balneario_Picarras-Geral-apartamento-SUP-2Q,1,322,1563.8,44,1016.07,2025-09,0.5862,0.1971,17,30
MLO0601,Itapema-Meia_Praia-Norte-apartamento-SUP-2Q,2,333,2686.58,18,1727.52,2025-09,0.9286,0.2981,26,30
MTS1503,Itapema-Longe-apartamento-SUP-2Q,0,152,3138.9,9,2486.0,2025-09,0.8,0.3872,24,30
PFN0007,Porto_Seguro-Pataxos-apartamento-JR-2Q,0,157,1285.24,34,1868.02,2025-09,0.4,0.3413,12,30
POS0205,Florianopolis-Ingleses_Praia-apartamento-JR-1Q,0,350,1718.44,22,1146.89,2025-09,0.7,0.4412,21,30
PSOA0912,Penha-Beto_Carrero-apartamento-SUP-1Q,0,52,1672.5,20,1865.2,2025-09,0.6,0.5162,18,30
RIV101,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,0,528,5241.09,15,5839.5,2025-09,0.8,0.489,24,30
TPS303,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,0,396,1867.14,17,3512.48,2025-09,0.5333,0.4916,16,30
VDM101,Florianopolis-Canajure-apartamento-JR-1Q,8,857,1405.26,23,1158.17,2025-09,0.8182,0.3328,18,30
VEC311,Bombinhas-Centro-apartamento-SUP-1Q,0,979,2160.76,22,1925.25,2025-09,0.8333,0.4397,25,30
VFI0103,Gramado-Geral-apartamento-JR-2Q,4,269,1940.85,36,2399.85,2025-09,0.4615,0.2878,12,30
VMA101,Florianopolis-Jurere_Tradicional-apartamento-SUP-3Q,7,620,4949.82,16,6057.02,2025-09,0.913,0.4667,21,30
BDR522,Florianopolis-Lagoa-apartamento-SUP-1Q,0,1222,1608.72,23,2570.4,2025-09,0.5667,0.6942,17,30
DMS0304,Gramado-Centro-apartamento-TOP-2Q,0,199,8768.74,58,4406.4,2025-09,0.8333,0.4483,25,30
MHF1803,Itapema-Canto_Praia-apartamento-TOP-1Q,0,439,3811.72,14,993.99,2025-09,0.9,0.3113,27,30
NWT0918,Especial-NWT-apartamento-TOP-1Q,0,158,5067.21,34,4405.55,2025-09,0.8667,0.6132,26,30
PNJ0203,Florianopolis-Ingleses_Centro-apartamento-SUP-3Q,1,108,2457.32,16,1423.38,2025-09,0.6552,0.2298,19,30
RFM0025,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-3Q,0,143,3052.62,21,3598.9,2025-09,0.5667,0.3726,17,30
RGP302,Florianopolis-Jurere_Tradicional-apartamento-SUP-2Q,0,510,2394.69,26,3717.26,2025-09,0.5667,0.4424,17,30
RJF006,Urubici-Geral-casa-TOP-2Q,9,535,0.0,24,4653.35,2025-09,0.0,0.3135,0,30
RSM0024,Porto_Seguro-Pataxos-casa-JR-2Q,15,347,0.0,10,3068.66,2025-09,0.0,0.5382,0,30
SLC0202,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,0,257,1217.37,15,1883.24,2025-09,0.6333,0.5766,19,30
SPT0303,Blumenau-Central-apartamento-JR-1Q,0,361,289.88,35,1509.6,2025-09,0.1333,0.4702,4,30
TPS302,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,0,969,2310.24,17,3512.48,2025-09,0.7,0.4916,21,30
URA0015,Porto_Seguro-Urbano-casa-JR-2Q,0,641,2637.06,16,2805.91,2025-09,0.6333,0.4856,19,30
VST014,Especial-VST-casa-TOP-1Q,1,396,3914.28,35,2529.48,2025-09,0.5517,0.1819,16,30
BFH0101,Balneario_Camboriu-Longe-apartamento-SUP-2Q,0,615,2925.41,10,2784.71,2025-09,0.7667,0.4151,23,30
BSO0205,Itajai-Praia_Brava-apartamento-SUP-1Q,0,137,2686.84,15,1844.31,2025-09,0.8667,0.52,26,30
CLG0408,Florianopolis-Centrao-apartamento-TOP-1Q,1,3,3122.11,23,4333.3,2025-09,0.8276,0.5139,24,30
CRVA0007,Florianopolis-Praia_Brava-apartamento-JR-2Q,30,283,0.0,7,2282.25,2025-09,,0.2405,0,30
DLH0204,Gramado-Centro-apartamento-TOP-2Q,1,389,5915.68,58,4406.4,2025-09,0.6897,0.4483,20,30
ENC0307,Salvador-Ondina_Rio_Vermelho-apartamento-TOP-1Q,3,48,3581.21,36,2915.05,2025-09,0.7778,0.5788,21,30
EOA0803,Balneario_Camboriu-Centro-apartamento-SUP-3Q,7,180,5116.89,60,2728.86,2025-09,0.8261,0.3613,19,30
HMO0409,Sao_Paulo-Butanta-apartamento-SUP-1Q,2,374,3795.12,28,4423.42,2025-09,0.7857,0.7525,22,30
MHF0501,Itapema-Canto_Praia-apartamento-TOP-1Q,18,396,822.18,14,993.99,2025-09,0.5833,0.3113,7,30
MHF0807,Itapema-Canto_Praia-apartamento-TOP-1Q,0,311,3181.14,14,993.99,2025-09,0.8333,0.3113,25,30
NWT0916,Especial-NWT-apartamento-TOP-1Q,0,160,5361.82,34,4405.55,2025-09,1.0,0.6132,30,30
NWT1012,Especial-NWT-apartamento-TOP-1Q,0,124,6952.34,34,4405.55,2025-09,0.9333,0.6132,28,30
PNA0402,Balneario_Camboriu-Centro-apartamento-SUP-3Q,0,481,4002.66,60,2728.86,2025-09,0.8333,0.3613,25,30
PSOB1007,Penha-Beto_Carrero-apartamento-SUP-1Q,0,68,1912.46,20,1865.2,2025-09,0.6667,0.5162,20,30
SMT0930,Salvador-Boca_do_Rio-apartamento-SUP-1Q,0,206,3299.09,24,2364.31,2025-09,0.8333,0.6295,25,30
SPJ0405,Especial-SPJ-apartamento-TOP-1Q,0,274,4110.04,15,3792.7,2025-09,0.9333,0.4818,28,30
TAN0000,Imbituba-Ibiraquera-casa-JR-2Q,6,166,1194.48,12,1593.21,2025-09,0.4583,0.4286,11,30
VGZ0002,Imbituba-Praia_do_Rosa-casa-SUP-1Q,4,559,2520.37,56,2237.45,2025-09,0.7692,0.3506,20,30
VLRY705,Florianopolis-Centrao-apartamento-SUP-1Q,0,214,2075.69,115,2909.04,2025-09,0.6,0.523,18,30
ATP0003,Porto_Seguro-Pitinga-casa-SUP-4Q,12,203,2416.5,7,3441.41,2025-09,0.3333,0.1961,6,30
CNB011,Especial-CNB-casa-TOP-1Q,1,530,8146.18,14,5600.08,2025-09,0.4483,0.6068,13,30
ECM204,Florianopolis-Lagoa-apartamento-SUP-1Q,0,1063,2235.0,23,2570.4,2025-09,0.6667,0.6942,20,30
LGR204,Florianopolis-Ingleses_Centro-apartamento-JR-1Q,0,983,1261.28,16,1948.2,2025-09,0.6,0.5526,18,30
MBCA0302,Goiania-Leste-apartamento-TOP-1Q,0,146,3954.51,20,4261.86,2025-09,0.8,0.6197,24,30
MBCA1704,Goiania-Leste-apartamento-SUP-1Q,0,711,2798.14,79,2609.28,2025-09,0.7333,0.584,22,30
MHF1108,Itapema-Canto_Praia-apartamento-TOP-2Q,0,395,2873.93,12,2364.02,2025-09,0.6333,0.2853,19,30
MHF1509,Itapema-Canto_Praia-apartamento-TOP-2Q,0,211,3689.86,12,2364.02,2025-09,0.8,0.2853,24,30
MHF2001,Itapema-Canto_Praia-apartamento-TOP-1Q,4,265,3002.0,14,993.99,2025-09,0.8846,0.3113,23,30
MPA107,Salvador-Pituba_Praia-apartamento-SUP-1Q,1,419,3236.98,18,2154.44,2025-09,0.8276,0.6475,24,30
MRE1101,Porto_Belo-Geral-apartamento-SUP-2Q,0,166,3291.43,16,1604.5,2025-09,0.8,0.2647,24,30
NOA0919,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,0,277,2127.45,129,3420.97,2025-09,0.4,0.6065,12,30
NWT0706,Especial-NWT-apartamento-TOP-1Q,0,124,3832.05,34,4405.55,2025-09,0.6333,0.6132,19,30
NWT0906,Especial-NWT-apartamento-TOP-1Q,0,160,5015.41,34,4405.55,2025-09,0.7667,0.6132,23,30
NWT1021,Especial-NWT-apartamento-TOP-1Q,0,138,2981.44,34,4405.55,2025-09,0.5,0.6132,15,30
NWTA0609,Especial-NWT-apartamento-MASTER-1Q,1,147,7820.81,23,6251.18,2025-09,0.8966,0.7372,26,30
PEM1301,Blumenau-Central-apartamento-JR-1Q,1,159,1577.65,35,1509.6,2025-09,0.5862,0.4702,17,30
RGOR0025,Itapema-Meia_Praia-Sul-apartamento-SUP-1Q,4,140,1570.07,12,1512.15,2025-09,0.7308,0.4286,19,30
RSR0812,Maceio-Cruz_das_Almas-apartamento-MASTER-1Q,0,313,5439.56,61,5829.12,2025-09,0.9333,0.7573,28,30
SQC0810,Sao_Paulo-Moema-apartamento-SUP-1Q,4,215,4835.74,569,3766.78,2025-09,0.9615,0.6534,25,30
SSG0412,Florianopolis-UFSC-apartamento-TOP-1Q,0,892,2702.74,15,1825.82,2025-09,0.6,0.524,18,30
CAP0302,Gramado-Carniel-apartamento-TOP-2Q,0,629,5192.21,86,4247.45,2025-09,0.7333,0.419,22,30
CMI0301,Florianopolis-Ingleses_Centro-apartamento-SUP-2Q,3,642,703.36,8,2082.39,2025-09,0.2593,0.3518,7,30
CNU202,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,13,1126,637.14,11,1751.85,2025-09,0.3529,0.3259,6,30
EMA0201,Itapema-Meia_Praia-Sul-apartamento-TOP-3Q,10,171,2382.48,20,3281.39,2025-09,0.65,0.2467,13,30
JBV134,Especial-JBV-hotel-JR-1Q,0,1910,5608.93,25,4134.37,2025-09,0.8667,0.5455,26,30
LBH104,São_Miguel_dos_Milagres-Geral-casa-SUP-2Q,12,570,2467.72,20,4869.9,2025-09,0.6667,0.4741,12,30
NWT0710,Especial-NWT-apartamento-TOP-1Q,0,125,5441.19,34,4405.55,2025-09,0.8667,0.6132,26,30
PSO0501,Penha-Beto_Carrero-apartamento-SUP-1Q,1,31,3249.65,20,1865.2,2025-09,1.0,0.5162,29,30
RHE201,Bombinhas-Mariscal-casa-JR-2Q,8,514,1503.8,16,952.0,2025-09,0.7273,0.2035,16,30
ROR0001,Bombinhas-Bombas-apartamento-SUP-2Q,0,724,2504.63,54,1388.62,2025-09,0.8667,0.3456,26,30
RVG0207,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,0,140,3377.62,29,2481.79,2025-09,0.7,0.4084,21,30
SDP0206,Florianopolis-Ingleses_Praia-apartamento-SUP-2Q,7,885,2393.43,28,2474.9,2025-09,0.4783,0.3303,11,30
TCO1014,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,0,511,2028.37,76,1965.48,2025-09,0.7,0.587,21,30
ARK0201,Brasilia-Asa_Sul-apartamento-TOP-1Q,0,76,4653.09,24,3896.08,2025-09,0.8667,0.7878,26,30
ELF0612,Bombinhas-Bombas-apartamento-SUP-1Q,0,124,2899.34,20,1429.7,2025-09,0.5333,0.2367,16,30
LIV0907,Salvador-Graca-apartamento-TOP-1Q,0,59,3523.44,10,2506.32,2025-09,0.8667,0.5488,26,30
MOC0210,Petropolis-Quitandinha-apartamento-JR-1Q,0,286,1400.16,40,2537.75,2025-09,0.4333,0.5165,13,30
NWT0802,Especial-NWT-apartamento-TOP-1Q,0,178,4663.36,34,4405.55,2025-09,0.7,0.6132,21,30
NWT0907,Especial-NWT-apartamento-TOP-1Q,0,160,5024.35,34,4405.55,2025-09,0.8667,0.6132,26,30
NWT1324,Especial-NWT-apartamento-TOP-1Q,0,167,6866.8,34,4405.55,2025-09,0.8333,0.6132,25,30
RGO702,Itapema-Meia_Praia-Sul-apartamento-SUP-2Q,8,711,1880.62,25,1683.0,2025-09,0.8182,0.2755,18,30
RRT0098,Penha-Longe-casa-JR-2Q,0,362,1538.68,12,2322.9,2025-09,0.4667,0.3481,14,30
RUA0226,Penha-Praia-casa-JR-3Q,10,202,2009.7,23,1167.9,2025-09,0.8,0.2881,16,30
TCO0815,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,0,360,2566.2,76,1965.48,2025-09,0.8667,0.587,26,30
THK1902,Sao_Paulo-Republica-apartamento-SUP-1Q,0,236,2656.04,444,3011.48,2025-09,0.7333,0.6716,22,30
THO2707,Goiania-Leste-apartamento-SUP-1Q,0,536,4169.69,79,2609.28,2025-09,0.8667,0.584,26,30
BLS1256,Goiania-Central-apartamento-SUP-1Q,0,652,3458.81,140,2762.08,2025-09,0.8,0.6003,24,30
BSO0103,Itajai-Praia_Brava-apartamento-SUP-1Q,0,137,2659.31,15,1844.31,2025-09,0.8333,0.52,25,30
CEI0304,Porto_Alegre-Auxiliadora-apartamento-TOP-1Q,2,406,967.4,36,3192.85,2025-09,0.2143,0.6284,6,30
CIA2313,Sao_Paulo-Vila_Olimpia-apartamento-TOP-1Q,7,223,5479.49,94,8801.54,2025-09,0.8261,0.7303,19,30
EMF1003,Balneario_Camboriu-Intermediario-apartamento-SUP-2Q,0,637,2937.67,57,2038.96,2025-09,0.8667,0.3921,26,30
EVA806,Florianopolis-Centrao-apartamento-SUP-1Q,1,444,2655.92,115,2909.04,2025-09,0.7586,0.523,22,30
GPL1305,Porto_Alegre-Jardim_Lindoia-apartamento-SUP-2Q,0,124,5631.1,12,5079.88,2025-09,0.8,0.7763,24,30
GTR0301,Balneario_Camboriu-Intermediario-apartamento-TOP-3Q,12,11,2033.67,23,4075.0,2025-09,0.6111,0.4492,11,30
ILC3405,Especial-ILC-hotel-JR-1Q,1,1771,5154.63,15,4134.37,2025-09,0.7586,0.5328,22,30
ISM0806,Sao_Paulo-Moema-apartamento-SUP-1Q,1,210,2285.36,569,3766.78,2025-09,0.6207,0.6534,18,30
JAT0355,Bombinhas-Mariscal-casa-SUP-4Q,10,543,2533.65,20,4104.97,2025-09,0.65,0.2772,13,30
LIV1007,Salvador-Graca-apartamento-TOP-1Q,1,33,3242.54,10,2506.32,2025-09,0.7586,0.5488,22,30
MBH0601,Balneario_Camboriu-Intermediario-apartamento-JR-1Q,1,256,1979.82,49,1927.04,2025-09,0.6897,0.4721,20,30
MHFB1307,Itapema-Canto_Praia-apartamento-SUP-1Q,0,364,2665.69,12,1214.13,2025-09,0.8667,0.3234,26,30
MOP0103,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,0,7,4342.65,393,4152.46,2025-09,0.8667,0.6551,26,30
NWT0315,Especial-NWT-apartamento-TOP-1Q,0,125,4598.3,34,4405.55,2025-09,0.6667,0.6132,20,30
NWT0419,Especial-NWT-apartamento-TOP-1Q,0,248,4888.51,34,4405.55,2025-09,0.7,0.6132,21,30
RAE0126,Bombinhas-Mariscal-casa-JR-3Q,0,263,2546.58,19,1167.9,2025-09,0.8,0.222,24,30
RGF1406,Salvador-Flamengo-apartamento-TOP-1Q,1,70,2429.23,27,3172.8,2025-09,0.6207,0.568,18,30
RIT206,Florianopolis-Praia_Brava-apartamento-SUP-4Q,26,494,1505.1,8,3207.35,2025-09,0.75,0.4444,3,30
SPB0605,Salvador-Barra-apartamento-TOP-1Q,0,137,5162.71,107,3680.83,2025-09,0.7667,0.5978,23,30
THK0202,Sao_Paulo-Republica-apartamento-SUP-1Q,3,495,2574.02,444,3011.48,2025-09,0.8519,0.6716,23,30
VFR505,Bombinhas-Bombas-apartamento-TOP-1Q,2,693,954.08,63,1415.25,2025-09,0.2143,0.3703,6,30
BSD1501,Balneario_Camboriu-Norte-apartamento-MASTER-3Q,9,138,6271.92,43,7679.47,2025-09,0.6667,0.5095,14,30
CCC0302,Florianopolis-Ingleses_Praia-apartamento-SUP-2Q,0,4,2269.2,28,2474.9,2025-09,0.6333,0.3303,19,30
CEN0035,Porto_Alegre-Auxiliadora-apartamento-SUP-1Q,0,235,2203.75,99,2919.75,2025-09,0.6,0.6308,18,30
CTD0401,Penha-Longe-apartamento-JR-2Q,0,172,1152.58,8,1762.56,2025-09,0.4667,0.4014,14,30
HSC0518,Cabo_Frio-Centro-apartamento-SUP-1Q,3,119,2920.54,52,2778.39,2025-09,0.8889,0.6127,24,30
IHO264,Florianopolis-Ingleses_Norte-apartamento-JR-1Q,14,776,1029.04,27,1245.76,2025-09,0.625,0.4072,10,30
ILC4202,Especial-ILC-hotel-TOP-1Q,0,1286,7492.98,27,7153.6,2025-09,0.8667,0.7981,26,30
MCB1001,Balneario_Picarras-Geral-apartamento-SUP-2Q,0,68,1105.06,44,1016.07,2025-09,0.4,0.1971,12,30
MCD001,Campos_do_Jordao-Capivari_Centro-casa-JR-2Q,0,481,437.98,27,2697.9,2025-09,0.0667,0.3258,2,30
MHF0806,Itapema-Canto_Praia-apartamento-TOP-1Q,0,437,2714.13,14,993.99,2025-09,0.7,0.3113,21,30
MHFA1307,Itapema-Canto_Praia-apartamento-SUP-1Q,0,364,3125.29,12,1214.13,2025-09,1.0,0.3234,30,30
MHFB0504,Itapema-Canto_Praia-apartamento-SUP-1Q,0,396,2432.95,12,1214.13,2025-09,0.6333,0.3234,19,30
NWT0708,Especial-NWT-apartamento-MASTER-1Q,0,124,7866.75,23,6251.18,2025-09,0.8333,0.7372,25,30
PHA0023,Ubatuba-Tenorio-apartamento-TOP-1Q,0,217,3055.36,427,2989.34,2025-09,0.8,0.4378,24,30
TCO1003,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,3,25,1851.25,76,1965.48,2025-09,0.6667,0.587,18,30
TPZ0426,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,0,626,2565.24,23,2921.45,2025-09,0.5667,0.5633,17,30
VTL0103,Ilheus-Sul-apartamento-JR-2Q,0,444,3261.52,22,1781.05,2025-09,1.0,0.3029,30,30
CCI003,Florianopolis-Ingleses_Norte-apartamento-TOP-2Q,11,980,0.0,15,3778.68,2025-09,0.0,0.4498,0,30
CMC101,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,0,985,1619.3,11,1751.85,2025-09,0.4667,0.3259,14,30
CPM1110,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,0,42,4444.88,393,4152.46,2025-09,0.9,0.6551,27,30
CRN0705,Sao_Paulo-Bela_Vista-apartamento-TOP-1Q,2,185,5315.09,212,4043.15,2025-09,0.8571,0.6725,24,30
DBH0807,Guarapari-Praia_do_Morro-apartamento-JR-2Q,0,7,1608.77,63,2335.8,2025-09,0.5,0.5144,15,30
EAC403,Balneario_Camboriu-Centro-apartamento-JR-1Q,0,672,1579.17,25,1554.28,2025-09,0.6333,0.4876,19,30
EAZ305,Florianopolis-Itacorubi-apartamento-SUP-2Q,0,536,3024.91,14,2233.97,2025-09,0.4667,0.4178,14,30
EMP2201,Florianopolis-Canasvieiras_Perto-apartamento-SUP-2Q,0,773,4313.3,13,3226.32,2025-09,0.9667,0.4333,29,30
IAA0504,Recife-Boa_Viagem-apartamento-TOP-1Q,0,537,4985.86,52,4926.59,2025-09,0.8667,0.7285,26,30
IAP0403,Florianopolis-Ingleses_Praia-apartamento-SUP-1Q,0,321,2433.02,21,2459.16,2025-09,0.7,0.5783,21,30
IDA105,Florianopolis-Ingleses_Norte-apartamento-SUP-1Q,3,815,2720.73,38,2359.46,2025-09,0.9259,0.5404,25,30
ILC3308,Especial-ILC-hotel-TOP-1Q,3,977,6032.67,27,7153.6,2025-09,0.8148,0.7981,22,30
IML0107,Bombinhas-Mariscal-apartamento-TOP-2Q,0,426,2687.57,11,2043.83,2025-09,0.7,0.1855,21,30
IPTR0171,Balneario_Camboriu-Centro-apartamento-JR-2Q,2,225,3336.88,39,2313.28,2025-09,0.9286,0.4048,26,30
MCD002,Campos_do_Jordao-Capivari_Centro-casa-SUP-3Q,4,481,2214.03,20,4999.1,2025-09,0.2308,0.2811,6,30
MHF2109,Itapema-Canto_Praia-apartamento-TOP-2Q,0,437,3582.01,12,2364.02,2025-09,0.7667,0.2853,23,30
MOL0502,Sao_Paulo-Liberdade-apartamento-SUP-1Q,0,378,3211.85,74,3232.18,2025-09,0.6,0.6779,18,30
NOA0704,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,5,339,2121.59,129,3420.97,2025-09,0.6,0.6065,15,30
OBP0301,Penha-Beto_Carrero-apartamento-MASTER-2Q,0,340,6165.64,22,3566.68,2025-09,0.8,0.3542,24,30
PSO0906,Penha-Beto_Carrero-apartamento-SUP-1Q,0,40,2263.46,20,1865.2,2025-09,0.7,0.5162,21,30
PSOA0707,Penha-Beto_Carrero-apartamento-SUP-1Q,1,75,1712.09,20,1865.2,2025-09,0.6552,0.5162,19,30
QTIB0301,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,0,52,1327.16,11,1751.85,2025-09,0.4,0.3259,12,30
RLN0104,Gramado-Geral-apartamento-JR-2Q,2,243,2569.03,36,2399.85,2025-09,0.5357,0.2878,15,30
SDR006,Florianopolis-Lagoa-apartamento-SUP-1Q,0,1508,1285.31,23,2570.4,2025-09,0.5,0.6942,15,30
