listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,atingimento_meta,grupo_criticidade,data_atualizacao
SIS0005,Florianopolis-Canto_da_Lagoa-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,68,856.5,15,2318.8,2025-09,0.3,0.4595,9,30,116.5,124.36,25,0.37,crítico,2025-09-25
SKL1307,Penha-Praia-apartamento-SUP-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",7,97,3987.19,19,2713.2,2025-09,0.8696,0.3253,20,30,310.28,213.4,5,1.47,ok,2025-09-25
SPJ0305,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,455,3008.0,15,3792.7,2025-09,0.7667,0.5025,23,30,225.7,197.45,11,0.79,atenção,2025-09-25
STI105,Florianopolis-Ingleses_Centro-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,965,2730.8,14,1692.78,2025-09,0.7667,0.4397,23,30,207.88,173.14,14,1.61,ok,2025-09-25
TCO1115,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,19,2560.2,75,2131.42,2025-09,0.8667,0.6172,26,30,144.8,151.91,11,1.2,ok,2025-09-25
TXP2206,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,717,3571.7,143,2973.3,2025-09,0.8667,0.6535,26,30,173.6,182.9,21,1.2,ok,2025-09-25
VST006,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",2,427,3322.89,36,2529.96,2025-09,0.5357,0.2014,15,30,269.5,217.0,19,1.31,ok,2025-09-25
VST021,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,424,2204.78,36,2529.96,2025-09,0.3,0.2014,9,30,269.33,186.85,26,0.87,berlinda,2025-09-25
BAB0202,Florianopolis-Ingleses_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,307,1652.39,22,2595.66,2025-09,0.5,0.6402,15,30,248.42,194.0,18,0.64,atenção,2025-09-25
CGS0002,Brasilia-Asa_Norte-apartamento-SUP-2Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,131,5360.7,38,3059.94,2025-09,1.0,0.7745,30,30,243.43,245.56,9,1.75,ok,2025-09-25
CZZ0402,Urubici-Geral-apartamento-SUP-1Q,Especial,SC,"Urubici, SC","Urubici, SC, Centro",0,146,3838.04,53,2181.1,2025-09,0.7667,0.2595,23,30,248.22,225.1,20,1.76,ok,2025-09-25
ILC1211,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1910,5336.21,17,5034.14,2025-09,0.8,0.5746,24,30,391.26,462.88,8,1.06,berlinda,2025-09-25
JAS0001,Florianopolis-Lagoa-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",1,110,1793.49,24,1288.1,2025-09,0.6897,0.56,20,30,120.77,141.56,18,1.39,ok,2025-09-25
NPZ093,Sao_Paulo-Moema-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Moema",3,493,4891.36,96,4376.01,2025-09,0.9259,0.7427,25,30,248.36,260.35,17,1.12,ok,2025-09-25
PVE0302,Guarapari-Nova_Guarapari-apartamento-JR-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Enseada Verde",0,222,2163.03,21,1370.34,2025-09,0.7,0.2138,21,30,161.56,160.08,12,1.58,ok,2025-09-25
RJH0101,Camaçari-Itacimirim-apartamento-TOP-2Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Itacimirim",1,214,2518.89,13,1870.0,2025-09,0.4483,0.6121,13,30,264.65,266.67,9,1.35,ok,2025-09-25
SHC0801,Balneario_Picarras-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",6,14,2146.11,14,2552.06,2025-09,0.5417,0.2623,13,30,234.76,1094.0,6,0.84,berlinda,2025-09-25
TCO1215,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",6,501,1931.47,75,2131.42,2025-09,0.7917,0.6172,19,30,141.29,124.18,17,0.91,berlinda,2025-09-25
VDO102,Florianopolis-Rio_Tavares-casa-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",8,615,0.0,22,2058.42,2025-09,0.0,0.5724,0,30,,,0,0.0,crítico,2025-09-25
VLR403,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,529,2270.46,119,3201.1,2025-09,0.7,0.5646,21,30,176.63,190.71,7,0.71,atenção,2025-09-25
VTD0704,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",5,77,3440.14,39,2601.66,2025-09,1.0,0.6281,25,30,194.7,170.63,16,1.32,ok,2025-09-25
ZUC0703,Balneario_Camboriu-Longe-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Nações",1,104,3672.17,10,2950.7,2025-09,0.8276,0.4615,24,30,256.06,320.0,13,1.24,ok,2025-09-25
BLSA1656,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",3,570,2923.22,49,3075.47,2025-09,0.7778,0.601,21,30,,189.43,28,0.95,berlinda,2025-09-25
CNB001,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",1,537,12521.23,14,6686.31,2025-09,0.7931,0.6578,23,30,703.13,552.81,16,1.87,ok,2025-09-25
DIO1602,Sao_Paulo-Pompeia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pompeia",3,84,2859.86,61,3124.6,2025-09,0.7407,0.5842,20,30,231.14,200.55,22,0.92,berlinda,2025-09-25
ESM602,Itapema-Meia_Praia-Norte-apartamento-JR-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",7,727,2144.52,13,1927.04,2025-09,0.8261,0.365,19,30,223.33,159.96,24,1.11,ok,2025-09-25
LGA0201,Bombinhas-Centro-apartamento-TOP-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,402,0.0,31,2754.0,2025-09,0.0,0.2869,0,30,,625.0,29,0.0,crítico,2025-09-25
NWT1218,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,102,1045.24,33,4282.3,2025-09,0.0667,0.6542,2,30,,631.0,29,0.24,crítico,2025-09-25
POR0101,Florianopolis-Ingleses_Norte-apartamento-SUP-4Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",7,301,4358.29,17,3096.88,2025-09,0.8261,0.6021,19,30,410.41,411.29,7,1.41,ok,2025-09-25
PSO0603,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",1,31,3138.75,11,1518.27,2025-09,0.9655,0.5812,28,30,174.15,147.4,5,2.07,meta_subestimada,2025-09-25
RVC0703,Itajai-Praia_Brava-apartamento-TOP-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava",0,213,3464.32,15,2683.25,2025-09,0.5333,0.5362,16,30,258.73,253.94,18,1.29,ok,2025-09-25
SHC1106,Balneario_Picarras-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",0,360,1882.05,14,2552.06,2025-09,0.3,0.2623,9,30,300.0,300.0,24,0.74,atenção,2025-09-25
SPA309,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",1,706,2694.17,39,2601.66,2025-09,0.8966,0.6281,26,30,188.05,212.25,12,1.04,berlinda,2025-09-25
SPJ0401,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,323,3607.04,15,3792.7,2025-09,0.9333,0.5025,28,30,197.47,219.5,12,0.95,berlinda,2025-09-25
STCY102,Florianopolis-Cachoeira_Bom_Jesus-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,501,508.12,11,530.42,2025-09,0.2333,0.2132,7,30,106.87,122.38,8,0.96,berlinda,2025-09-25
TML501,Guarapari-Praia_do_Morro-apartamento-JR-3Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",0,549,0.0,34,2043.5,2025-09,0.0,0.4717,0,30,333.0,333.0,20,0.0,crítico,2025-09-25
VST023,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Vistas de Anitá",2,732,4507.69,36,2529.96,2025-09,0.7143,0.2014,20,30,271.82,236.07,15,1.78,ok,2025-09-25
ABL0138,Florianopolis-Cachoeira_Bom_Jesus-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,551,1544.48,11,530.42,2025-09,0.4667,0.2132,14,30,131.0,111.5,26,2.91,meta_subestimada,2025-09-25
AHO1402,Porto_Alegre-Jardim_Botanico-apartamento-TOP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Petrópolis",0,798,2997.24,28,3082.77,2025-09,0.6,0.5329,18,30,222.14,215.59,22,0.97,berlinda,2025-09-25
AIR1407,Porto_Alegre-Menino_Deus-apartamento-TOP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Praia de Belas",0,374,3512.98,29,2764.03,2025-09,0.5333,0.6424,16,30,,333.0,29,1.27,ok,2025-09-25
ASK002,Florianopolis-Itacorubi-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Santa Mônica",1,1040,1536.49,12,1708.78,2025-09,0.5862,0.7951,17,30,165.37,121.43,14,0.9,berlinda,2025-09-25
AVM0011,Salvador-Flamengo-casa-SUP-2Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Stella Maris",1,220,4030.93,13,1459.88,2025-09,0.6552,0.4663,19,30,271.67,257.5,14,2.76,meta_subestimada,2025-09-25
BLB1206,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",1,294,3117.6,203,2862.8,2025-09,0.7931,0.5837,23,30,218.37,192.45,11,1.09,berlinda,2025-09-25
CPR0107,Marau-Barra_Grande-apartamento-SUP-1Q,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande",0,466,0.0,11,2958.68,2025-09,0.0,0.4587,0,30,,338.15,27,0.0,crítico,2025-09-25
CUA001,Urubici-Geral-casa-JR-1Q,Carteira 3,SC,"Urubici, SC","Urubici, SC, Área Rural",4,504,1241.35,25,1128.97,2025-09,0.5385,0.194,14,30,137.8,127.04,25,1.1,berlinda,2025-09-25
EEC0403,Guarapari-Centro-apartamento-JR-1Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Centro",0,84,1018.11,46,1586.67,2025-09,0.3333,0.4078,10,30,125.13,161.86,22,0.64,atenção,2025-09-25
ERT0210,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,220,3662.37,17,3641.82,2025-09,0.9,0.4566,27,30,233.31,229.4,5,1.01,berlinda,2025-09-25
FNX0101,Cabo_Frio-Pero_Longe-casa-JR-2Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Ogiva",3,615,653.64,12,1355.09,2025-09,0.1481,0.4177,4,30,202.0,196.06,18,0.48,crítico,2025-09-25
ILC3103,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",2,1433,5128.21,17,5034.14,2025-09,0.8214,0.5746,23,30,481.67,406.94,18,1.02,berlinda,2025-09-25
ILC4506,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,62,8818.55,27,7048.76,2025-09,0.9333,0.8433,28,30,530.5,354.33,3,1.25,ok,2025-09-25
MDE0406,Canela-Catedral-apartamento-TOP-2Q,Carteira 4,RS,"Canela, RS","Canela, RS, Centro",0,230,2157.87,34,1788.02,2025-09,0.4333,0.2129,13,30,280.54,244.81,16,1.21,ok,2025-09-25
MHF2002,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,287,4857.11,12,2525.58,2025-09,0.9,0.3191,27,30,277.14,242.41,17,1.92,ok,2025-09-25
OKA142,Florianopolis-Campeche-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",4,992,2733.66,22,1531.56,2025-09,0.8462,0.4539,22,30,185.76,220.83,12,1.78,ok,2025-09-25
PSO0703,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,73,3703.1,11,1518.27,2025-09,1.0,0.5812,30,30,185.17,168.86,7,2.44,meta_subestimada,2025-09-25
RSM0023,Porto_Seguro-Pataxos-casa-JR-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Praia de Taperapuan",9,60,2029.17,20,2929.1,2025-09,0.4762,0.5992,10,30,281.55,257.36,11,0.69,atenção,2025-09-25
RTS0503,Balneario_Picarras-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Centro",0,327,3195.99,33,1157.7,2025-09,0.7667,0.1817,23,30,188.28,177.0,6,2.76,meta_subestimada,2025-09-25
SPT0204,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",4,473,1521.82,35,1512.11,2025-09,0.7308,0.4968,19,30,488.67,243.33,21,1.01,berlinda,2025-09-25
STN205,Florianopolis-Ingleses_Norte-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",5,587,774.7,16,2915.28,2025-09,0.16,0.464,4,30,324.58,299.08,12,0.27,crítico,2025-09-25
VNR005,São_Miguel_dos_Milagres-Geral-apartamento-SUP-2Q,Carteira 2,AL,"São Miguel dos Milagres, AL","São Miguel dos Milagres, AL, Riacho",0,355,2338.8,38,2722.55,2025-09,0.4333,0.4168,13,30,257.93,300.75,16,0.86,berlinda,2025-09-25
BFT2905,Goiania-Leste-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás",2,207,2659.39,80,2826.36,2025-09,0.8214,0.6358,23,30,151.93,149.25,16,0.94,berlinda,2025-09-25
CLE1203,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0,194,3832.26,18,1552.33,2025-09,0.8667,0.303,26,30,149.78,155.24,21,2.47,meta_subestimada,2025-09-25
CSC0212,Florianopolis-Ingleses_Norte-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",0,32,2071.16,41,2277.41,2025-09,0.7667,0.5442,23,30,180.67,195.0,10,0.91,berlinda,2025-09-25
DVM0202,Florianopolis-Itacorubi-apartamento-JR-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",1,255,2430.76,22,2759.16,2025-09,0.6897,0.6844,20,30,,313.0,29,0.88,berlinda,2025-09-25
EIO203,Itapema-Meia_Praia-Norte-apartamento-JR-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",10,815,1559.85,13,1927.04,2025-09,0.8,0.365,16,30,200.35,138.0,2,0.81,berlinda,2025-09-25
EJF0702,Balneario_Camboriu-Intermediario-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",1,628,2779.78,61,2185.92,2025-09,0.7586,0.4265,22,30,216.5,157.8,5,1.27,ok,2025-09-25
ELY0201,Florianopolis-Beira_Mar-apartamento-JR-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,649,3169.1,30,3797.37,2025-09,0.8667,0.5743,26,30,233.13,223.0,7,0.83,berlinda,2025-09-25
IAA1003,Recife-Boa_Viagem-apartamento-TOP-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",0,537,5096.18,52,4952.87,2025-09,0.9333,0.7607,28,30,214.96,218.0,7,1.03,berlinda,2025-09-25
IDP104,Florianopolis-Ingleses_Norte-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",6,1791,3520.14,13,1459.88,2025-09,0.7917,0.223,19,30,298.6,212.4,5,2.41,meta_subestimada,2025-09-25
JBV276,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1004,7641.8,26,4750.51,2025-09,0.7667,0.5987,23,30,488.92,371.33,6,1.61,ok,2025-09-25
MAS0603,Salvador-Piata-apartamento-SUP-2Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Piatã",0,164,4245.53,47,3197.13,2025-09,0.6667,0.6441,20,30,312.2,190.71,21,1.33,ok,2025-09-25
MNDA0217,Cabo_Frio-Centro-apartamento-SUP-1Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",2,7,3040.04,52,2705.39,2025-09,0.8929,0.638,25,30,202.05,234.18,11,1.12,ok,2025-09-25
NWT1414,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,248,5865.38,33,4282.3,2025-09,0.8333,0.6542,25,30,371.12,343.64,14,1.37,ok,2025-09-25
PDU0033,Cabo_Frio-Foguete-casa-JR-1Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",4,297,1534.7,34,1114.37,2025-09,0.3846,0.3557,10,30,206.06,182.0,10,1.38,ok,2025-09-25
PSOB0912,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,52,2019.93,11,1518.27,2025-09,0.7,0.5812,21,30,172.92,171.67,6,1.33,ok,2025-09-25
RFM0024,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,221,2174.7,28,2699.67,2025-09,0.6,0.6556,18,30,170.09,248.85,20,0.81,berlinda,2025-09-25
SDR0003,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",1,237,2070.42,23,2646.9,2025-09,0.6552,0.7257,19,30,153.14,170.91,22,0.78,atenção,2025-09-25
VLD1002,Balneario_Camboriu-Centro-apartamento-MASTER-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",8,508,7175.15,13,9177.75,2025-09,0.5909,0.6667,13,30,,1091.0,29,0.78,atenção,2025-09-25
ZIO0201,Florianopolis-Ingleses_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",0,38,1165.99,22,2595.66,2025-09,0.4333,0.6402,13,30,,178.1,29,0.45,crítico,2025-09-25
ASR204,Florianopolis-Santinho-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1383,2922.36,11,4233.15,2025-09,0.2667,0.4331,8,30,500.0,508.33,24,0.69,atenção,2025-09-25
BTR0302,Balneario_Camboriu-Intermediario-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,620,2642.27,44,1717.17,2025-09,0.7667,0.462,23,30,157.14,163.14,14,1.54,ok,2025-09-25
CII0602,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",1,374,2528.51,18,1552.33,2025-09,0.7586,0.303,22,30,166.57,153.6,15,1.63,ok,2025-09-25
CNA003,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",1,955,11648.68,25,9346.12,2025-09,0.6897,0.5516,20,30,777.0,628.68,25,1.25,ok,2025-09-25
CRR201,Florianopolis-Ribeirao-apartamento-SUP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Ribeirão da Ilha",3,798,2204.64,35,1586.53,2025-09,0.5926,0.4281,16,30,179.7,165.8,10,1.39,ok,2025-09-25
CSG305,Florianopolis-Canasvieiras_Perto-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,1288,2308.52,21,681.28,2025-09,0.8667,0.3186,26,30,147.45,142.11,18,3.39,meta_subestimada,2025-09-25
ECH504,Florianopolis-Centrao-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",2,523,3859.6,23,4449.75,2025-09,0.75,0.5545,21,30,241.21,229.58,12,0.87,berlinda,2025-09-25
ELF0410,Bombinhas-Bombas-apartamento-SUP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, José Amândio",0,21,2681.52,22,1500.51,2025-09,0.5667,0.2446,17,30,228.0,237.5,24,1.79,ok,2025-09-25
ELU207,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",8,831,2147.65,17,3641.82,2025-09,0.6818,0.4566,15,30,201.55,211.37,8,0.59,atenção,2025-09-25
HOX1010,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",2,76,4362.39,396,4260.48,2025-09,0.8214,0.6882,23,30,204.4,209.48,21,1.02,berlinda,2025-09-25
JBV167,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",27,1060,745.8,32,7018.73,2025-09,1.0,0.7825,3,30,379.09,356.63,8,0.11,crítico,2025-09-25
JFM0101,Florianopolis-Beira_Mar-apartamento-JR-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,56,2296.64,30,3797.37,2025-09,0.6667,0.5743,20,30,194.29,194.12,17,0.6,atenção,2025-09-25
MLU0306,Gramado-Geral-apartamento-SUP-1Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Bavaria",0,39,3861.16,61,2774.4,2025-09,0.9333,0.4802,28,30,294.71,197.0,12,1.39,ok,2025-09-25
NWT0304,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,286,4410.41,33,4282.3,2025-09,0.6333,0.6542,19,30,277.2,280.0,19,1.03,berlinda,2025-09-25
NWT1421,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,291,4668.94,33,4282.3,2025-09,0.7333,0.6542,22,30,328.72,284.17,12,1.09,berlinda,2025-09-25
REK0001,Penha-Beto_Carrero-casa-JR-2Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,5,2018.25,15,2666.7,2025-09,0.8,0.5079,24,30,164.3,157.71,21,0.76,atenção,2025-09-25
RNA0303,Bombinhas-Mariscal-apartamento-TOP-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Canto Grande",8,621,2747.81,14,2491.52,2025-09,0.5,0.2643,11,30,302.5,296.0,8,1.1,ok,2025-09-25
TCO0615,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",2,494,2366.25,75,2131.42,2025-09,0.8571,0.6172,24,30,131.86,141.88,16,1.11,ok,2025-09-25
VAC2205,Barra_Velha-Tabuleiro-apartamento-SUP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba",1,543,1624.88,72,1069.52,2025-09,0.6207,0.2404,18,30,144.8,154.23,26,1.52,ok,2025-09-25
VHB1104,Balneario_Picarras-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",0,501,1996.9,33,1157.7,2025-09,0.5333,0.1817,16,30,196.92,165.67,15,1.72,ok,2025-09-25
VST001,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",2,62,2538.82,36,2529.96,2025-09,0.3571,0.2014,10,30,228.78,195.29,21,1.0,berlinda,2025-09-25
ALU0123,Sao_Paulo-Liberdade-apartamento-JR-2Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Cambuci",21,301,901.96,15,3039.46,2025-09,0.4444,0.7324,4,30,,,0,0.3,crítico,2025-09-25
DPR0006,Balneario_Camboriu-Sul-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra",0,174,1690.9,25,1554.28,2025-09,0.5667,0.5078,17,30,,125.03,29,1.09,berlinda,2025-09-25
EPK0903,Guara-Geral-apartamento-MASTER-2Q,Especial,DF,"Brasília, DF","Brasília, DF, Zona Indistrial",0,118,7402.07,8,5297.4,2025-09,0.8667,0.565,26,30,345.1,335.09,11,1.4,ok,2025-09-25
ETY0024,Balneario_Camboriu-Centro-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",12,262,2275.29,66,2704.53,2025-09,0.7778,0.3858,14,30,250.33,318.55,11,0.84,berlinda,2025-09-25
ILC2201,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1431,8599.46,27,7048.76,2025-09,0.7667,0.8433,23,30,630.0,619.53,17,1.22,ok,2025-09-25
ILC2415,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,766,6853.76,27,7048.76,2025-09,0.8333,0.8433,25,30,454.63,432.0,3,0.97,berlinda,2025-09-25
JPR410,Especial-JPR-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,417,7751.28,18,4003.11,2025-09,0.8333,0.3644,25,30,486.2,322.82,11,1.94,ok,2025-09-25
LUP0302,Barra_Velha-Itajuba-apartamento-SUP-3Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajubá",0,17,1506.9,26,1746.5,2025-09,0.5,0.2906,15,30,151.38,190.39,18,0.86,berlinda,2025-09-25
