listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,atingimento_meta,grupo_criticidade,data_atualizacao
MRE801,Porto_Belo-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",1,198,2379.77,22,2379.6,2025-09,0.6207,0.3505,18,30,178.94,183.77,13,1.0,berlinda,2025-09-25
PMO0404,Florianopolis-Estreito-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Coqueiros",19,332,1932.96,21,2019.17,2025-09,0.7273,0.5448,8,30,,280.0,17,0.96,berlinda,2025-09-25
POR0017,Brasilia-Asa_Sul-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Setor Sudoeste",0,83,3218.86,121,3873.05,2025-09,0.7333,0.7973,22,30,217.59,217.54,13,0.83,berlinda,2025-09-25
RDO0025,Balneario_Picarras-Geral-casa-JR-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",6,143,801.0,14,1909.03,2025-09,0.2917,0.3503,7,30,132.5,138.45,20,0.42,crítico,2025-09-25
SDR010,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",30,1461,0.0,23,2646.9,2025-09,,0.7257,0,30,,,0,0.0,crítico,2025-09-25
SLC0101,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,224,429.73,13,1883.24,2025-09,0.2333,0.6239,7,30,,85.62,29,0.23,crítico,2025-09-25
SLC0104,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,223,803.66,13,1883.24,2025-09,0.4333,0.6239,13,30,93.58,93.42,12,0.43,crítico,2025-09-25
VCE1102,Balneario_Picarras-Geral-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Balneário Piçarras",11,536,1449.58,41,1105.0,2025-09,0.5789,0.1818,11,30,179.82,168.94,18,1.31,ok,2025-09-25
VST007,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",2,184,1998.45,36,2529.96,2025-09,0.3571,0.2014,10,30,284.5,188.14,21,0.79,atenção,2025-09-25
BPA0103,Sao_Paulo-Bela_Vista-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista",1,116,4852.58,214,4116.85,2025-09,0.8621,0.7015,25,30,203.0,290.78,27,1.18,ok,2025-09-25
BSS0703,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Jardim das Acácias",0,367,2342.35,126,3568.51,2025-09,0.6,0.6491,18,30,158.0,173.28,29,0.66,atenção,2025-09-25
BVA0601,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista",0,349,2973.88,443,3102.72,2025-09,0.9,0.7135,27,30,160.6,138.53,19,0.96,berlinda,2025-09-25
CAA103,Bombinhas-Centro-apartamento-JR-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,1033,2138.04,19,1122.0,2025-09,0.7667,0.245,23,30,155.42,117.09,11,1.91,ok,2025-09-25
CCR0022,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Praia de Taperapuã",0,101,1994.36,22,2699.67,2025-09,0.4333,0.6016,13,30,350.0,226.5,24,0.74,atenção,2025-09-25
DAC0402,Florianopolis-Estreito-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Estreito",23,137,419.6,21,2019.17,2025-09,0.2857,0.5448,2,30,131.0,147.19,27,0.21,crítico,2025-09-25
DON0504,Balneario_Camboriu-Norte-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,47,4858.41,27,5119.9,2025-09,0.8667,0.6115,26,30,276.22,239.08,12,0.95,berlinda,2025-09-25
EII0304,Maceio-Ponta_Verde-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",9,35,2384.06,123,3211.72,2025-09,0.8095,0.7091,17,30,,191.11,27,0.74,atenção,2025-09-25
LGD0205,Florianopolis-Centrao-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,375,2404.06,23,4449.75,2025-09,0.4,0.5545,12,30,214.25,231.18,17,0.54,atenção,2025-09-25
LIV0512,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",1,59,3639.32,11,2171.32,2025-09,1.0,0.6367,29,30,210.42,193.92,12,1.68,ok,2025-09-25
NWT1306,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,242,6493.98,33,4282.3,2025-09,0.9667,0.6542,29,30,318.35,333.91,11,1.52,ok,2025-09-25
NXO2104,Sao_Paulo-Bela_Vista-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Consolação",3,511,4028.09,214,4116.85,2025-09,0.7407,0.7015,20,30,,254.59,29,0.98,berlinda,2025-09-25
PAR0001,Urubici-Geral-casa-TOP-1Q,Carteira 3,SC,"Urubici, SC","Urubici, SC, Arroio do Engenho",8,668,4464.12,96,4732.77,2025-09,0.6818,0.389,15,30,,271.85,26,0.94,berlinda,2025-09-25
PSD206,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",20,138,604.94,11,1703.19,2025-09,0.7,0.3696,7,30,110.25,143.81,21,0.36,crítico,2025-09-25
PSO0305,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,28,2495.54,11,1518.27,2025-09,0.7667,0.5812,23,30,169.26,174.7,10,1.64,ok,2025-09-25
PTZ0166,Ilheus-Boa_Vista-apartamento-JR-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Conquista",0,236,925.02,38,1828.25,2025-09,0.3,0.3209,9,30,,125.59,29,0.51,atenção,2025-09-25
SLC0201,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,257,588.9,13,1883.24,2025-09,0.3333,0.6239,10,30,82.43,87.5,22,0.31,crítico,2025-09-25
SMT0713,Salvador-Boca_do_Rio-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Armação",1,213,2802.49,23,2242.37,2025-09,0.8276,0.6421,24,30,190.86,183.41,17,1.25,ok,2025-09-25
SPJ0304,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,454,3985.62,15,3792.7,2025-09,0.8667,0.5025,26,30,238.18,257.71,7,1.05,berlinda,2025-09-25
SPT0104,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,530,0.0,35,1512.11,2025-09,0.0,0.4968,0,30,651.4,245.26,19,0.0,crítico,2025-09-25
SPT0107,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,535,277.26,35,1512.11,2025-09,0.1,0.4968,3,30,478.82,248.22,18,0.18,crítico,2025-09-25
VAC5604,Barra_Velha-Tabuleiro-apartamento-TOP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba",0,109,1601.87,26,1746.5,2025-09,0.4333,0.2918,13,30,218.67,208.85,13,0.92,berlinda,2025-09-25
CBU203,Florianopolis-Novo_Campeche-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",3,334,4345.72,31,2840.28,2025-09,0.8889,0.4222,24,30,222.32,250.0,3,1.53,ok,2025-09-25
CNA005,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",3,955,10120.0,25,9346.12,2025-09,0.6667,0.5516,18,30,920.5,609.65,23,1.08,berlinda,2025-09-25
CNA008,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",1,955,10136.82,25,9346.12,2025-09,0.5862,0.5516,17,30,650.92,743.11,18,1.08,berlinda,2025-09-25
CNA010,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",4,955,11342.28,25,9346.12,2025-09,0.8077,0.5516,21,30,779.33,679.48,23,1.21,ok,2025-09-25
CNA011,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",1,955,15110.38,25,9346.12,2025-09,0.9655,0.5516,28,30,766.94,657.0,14,1.62,ok,2025-09-25
COA0314,Brasilia-Setor_Hoteleiro-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",2,700,4316.56,106,6471.58,2025-09,0.7857,0.8192,22,30,245.06,263.07,15,0.67,atenção,2025-09-25
EJO0403,Florianopolis-Centrao-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,332,2830.03,67,2541.64,2025-09,0.9333,0.621,28,30,155.67,138.39,18,1.11,ok,2025-09-25
EMR302,Florianopolis-Jurere_Internacional-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",7,886,822.26,11,4136.31,2025-09,0.2609,0.4742,6,30,191.57,197.83,24,0.2,crítico,2025-09-25
ESZ0103,Brasilia-Asa_Norte-apartamento-JR-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,255,3556.86,154,2770.36,2025-09,0.9333,0.7465,28,30,183.78,208.63,8,1.28,ok,2025-09-25
LIV0803,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",1,195,3479.49,11,2171.32,2025-09,0.9655,0.6367,28,30,226.86,191.78,9,1.6,ok,2025-09-25
MGI025,Porto_Seguro-Ajuda_Intermediario-casa-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial DAjuda",0,146,0.0,16,3829.74,2025-09,0.0,0.4035,0,30,600.0,600.0,9,0.0,crítico,2025-09-25
MHE0111,Florianopolis-Cachoeira_Bom_Jesus-apartamento-MASTER-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",11,165,2655.23,8,4307.38,2025-09,0.8421,0.3714,16,30,267.73,250.0,5,0.62,atenção,2025-09-25
NWT0508,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,199,4849.59,33,4282.3,2025-09,0.7,0.6542,21,30,338.33,280.0,25,1.13,ok,2025-09-25
NWT1223,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,264,6270.5,33,4282.3,2025-09,0.7333,0.6542,22,30,387.35,350.2,10,1.46,ok,2025-09-25
PBR0003,Porto_Seguro-Estrada_da_Balsa-casa-TOP-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial d ajuda",1,245,7461.06,13,8265.81,2025-09,0.931,0.5484,27,30,510.6,629.14,7,0.9,berlinda,2025-09-25
PIC0125,Bombinhas-Centro-apartamento-JR-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",7,402,2285.99,37,1265.22,2025-09,1.0,0.2471,23,30,131.21,188.54,13,1.81,ok,2025-09-25
PSD102,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",1,1929,2112.48,11,1703.19,2025-09,0.7586,0.3696,22,30,123.46,142.71,17,1.24,ok,2025-09-25
RCI0201,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,270,400.44,14,1500.46,2025-09,0.1333,0.3743,4,30,,168.31,29,0.27,crítico,2025-09-25
RTL0302,Itapema-Canto_Praia-apartamento-JR-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Centro",0,348,3623.1,13,1167.9,2025-09,1.0,0.3675,30,30,222.12,137.08,13,3.1,meta_subestimada,2025-09-25
RUP0603,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",1,404,1956.16,63,1698.32,2025-09,0.6897,0.4912,20,30,488.81,275.38,13,1.15,ok,2025-09-25
SKL0507,Penha-Praia-apartamento-SUP-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",7,73,3338.56,19,2713.2,2025-09,0.7826,0.3253,18,30,251.0,240.0,5,1.23,ok,2025-09-25
SMB0307,Florianopolis-Canasvieiras_Perto-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",2,298,2777.64,21,681.28,2025-09,0.9643,0.3186,27,30,161.19,146.0,4,4.08,meta_subestimada,2025-09-25
TXP1101,Goiania-Central-apartamento-TOP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",3,137,5634.57,18,4568.62,2025-09,0.8519,0.5877,23,30,284.0,300.47,15,1.23,ok,2025-09-25
TXP1607,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",6,711,2955.55,143,2973.3,2025-09,0.8333,0.6535,20,30,187.4,,0,0.99,berlinda,2025-09-25
VGZ0006,Imbituba-Praia_do_Rosa-casa-SUP-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",3,559,1763.2,58,2136.28,2025-09,0.5926,0.3702,16,30,173.73,124.61,18,0.83,berlinda,2025-09-25
VLO0504,Florianopolis-Jurere_Longe-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",3,297,5480.73,13,3702.6,2025-09,0.7778,0.4917,21,30,480.88,351.08,12,1.48,ok,2025-09-25
VST038,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",3,62,1915.72,36,2529.96,2025-09,0.2963,0.2014,8,30,287.0,175.95,22,0.76,atenção,2025-09-25
WAL0714,Sao_Paulo-Butanta-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Butantã",4,49,4278.6,27,4486.68,2025-09,1.0,0.7822,26,30,213.9,217.73,11,0.95,berlinda,2025-09-25
BLB1004,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",1,294,3489.67,203,2862.8,2025-09,0.7931,0.5837,23,30,178.57,155.88,24,1.22,ok,2025-09-25
BLSA1655,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",2,626,3363.14,49,3075.47,2025-09,0.8571,0.601,24,30,,189.43,28,1.09,berlinda,2025-09-25
EEI0303,Barra_Velha-Itajuba-apartamento-SUP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajubá",0,25,2458.09,16,1181.53,2025-09,1.0,0.2724,30,30,228.73,192.0,12,2.08,meta_subestimada,2025-09-25
ETD0101,Florianopolis-Ingleses_Centro-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,108,618.67,17,935.0,2025-09,0.2,0.5018,6,30,123.73,164.85,20,0.66,atenção,2025-09-25
GET0706,Guara-Geral-apartamento-MASTER-2Q,Especial,DF,"Brasília, DF","Brasília, DF, Zona Industrial",1,27,6975.86,8,5297.4,2025-09,0.9655,0.565,28,30,346.52,365.43,7,1.32,ok,2025-09-25
ITA0304,Salvador-Pituba-apartamento-TOP-1Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Pituba",1,89,3559.87,71,2856.0,2025-09,0.7241,0.6466,21,30,245.0,168.86,28,1.25,ok,2025-09-25
MCB0706,Balneario_Picarras-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",1,321,1046.83,49,1047.22,2025-09,0.4138,0.2325,12,30,135.0,137.5,18,1.0,berlinda,2025-09-25
MDC202,Gramado-Geral-apartamento-JR-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Floresta",0,804,3510.71,37,2685.15,2025-09,0.7,0.3417,21,30,281.25,271.85,26,1.31,ok,2025-09-25
NWT0309,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,286,4801.58,33,4282.3,2025-09,0.7,0.6542,21,30,313.5,283.87,15,1.12,ok,2025-09-25
NWT0614,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",3,150,5221.24,33,4282.3,2025-09,0.9259,0.6542,25,30,279.62,320.83,18,1.22,ok,2025-09-25
NWT1009,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,138,6155.05,33,4282.3,2025-09,0.8333,0.6542,25,30,349.06,343.83,12,1.44,ok,2025-09-25
NWT1502,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,124,7497.86,33,4282.3,2025-09,0.9333,0.6542,28,30,449.53,359.25,8,1.75,ok,2025-09-25
PSOA0407,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,53,1065.65,11,1518.27,2025-09,0.4,0.5812,12,30,171.33,163.31,16,0.7,atenção,2025-09-25
RIB0201,Imbituba-Ibiraquera-apartamento-JR-2Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Vila Esperanca",5,41,1733.69,15,783.47,2025-09,0.76,0.308,19,30,110.75,324.0,11,2.21,meta_subestimada,2025-09-25
SJS0002,Florianopolis-Ingleses_Centro-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,312,2088.83,17,1883.24,2025-09,0.9667,0.5986,29,30,,105.59,29,1.11,ok,2025-09-25
SPT0505,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,461,0.0,35,1512.11,2025-09,0.0,0.4968,0,30,490.1,253.11,19,0.0,crítico,2025-09-25
VBP1807,Sao_Paulo-Pinheiros-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",0,283,3635.78,270,5055.45,2025-09,0.5,0.7284,15,30,254.8,247.76,21,0.72,atenção,2025-09-25
ACB0202,Florianopolis-Cachoeira_Bom_Jesus-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus Leste",0,137,5159.66,13,1813.16,2025-09,0.9,0.3913,27,30,185.61,207.25,12,2.85,meta_subestimada,2025-09-25
AIR1507,Porto_Alegre-Menino_Deus-apartamento-TOP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Praia de Belas",2,578,2650.08,29,2764.03,2025-09,0.4286,0.6424,12,30,333.0,333.0,22,0.96,berlinda,2025-09-25
BIA035,Sao_Paulo-Moema-apartamento-TOP-2Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Indianópolis",3,369,7594.9,20,7274.72,2025-09,0.8519,0.7784,23,30,390.43,285.27,15,1.04,berlinda,2025-09-25
BRR0097,Porto_Belo-Geral-casa-JR-3Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",2,614,4251.38,21,1869.58,2025-09,1.0,0.3848,28,30,172.2,159.48,23,2.27,meta_subestimada,2025-09-25
CCM0008,Bombinhas-Mariscal-casa-JR-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Campo Grande",30,284,0.0,17,930.75,2025-09,,0.2339,0,30,,,0,0.0,crítico,2025-09-25
CMP0002,Florianopolis-Campeche-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",2,101,1944.12,22,1166.84,2025-09,0.9643,0.4206,27,30,126.83,132.41,17,1.67,ok,2025-09-25
CNA009,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",1,955,14091.36,25,9346.12,2025-09,0.8966,0.5516,26,30,1100.0,637.6,25,1.51,ok,2025-09-25
EEP0801,Guarapari-Centro-apartamento-SUP-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, São Judas Tadeu",0,54,2649.75,16,2117.79,2025-09,0.7667,0.3872,23,30,221.43,174.14,7,1.25,ok,2025-09-25
GVM133,Florianopolis-Praia_Brava-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,1216,1190.16,9,2084.7,2025-09,0.4,0.2616,12,30,190.0,206.29,24,0.57,atenção,2025-09-25
JBV231,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",1,705,8409.78,32,7018.73,2025-09,1.0,0.7825,29,30,494.21,416.29,17,1.2,ok,2025-09-25
PSN001,Itajai-Cabecudas-apartamento-TOP-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Cabeçudas",30,641,0.0,28,3348.06,2025-09,,0.4799,0,30,,400.0,18,0.0,crítico,2025-09-25
QSA1405,Sao_Paulo-Moema-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Olímpia",6,375,3426.22,96,4376.01,2025-09,0.6667,0.7427,16,30,276.5,263.91,11,0.78,atenção,2025-09-25
RFO0102,Bombinhas-Centro-apartamento-SUP-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",1,447,2751.74,32,1294.42,2025-09,0.931,0.2693,27,30,174.72,131.83,6,2.13,meta_subestimada,2025-09-25
RTBA1361,Florianopolis-Canasvieiras_Meio-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",6,839,2431.86,13,2177.7,2025-09,0.875,0.4273,21,30,163.61,165.25,8,1.12,ok,2025-09-25
SSG0320,Florianopolis-UFSC-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande",6,381,1759.41,16,1780.07,2025-09,0.5417,0.6048,13,30,241.2,302.12,26,0.99,berlinda,2025-09-25
THO2708,Goiania-Leste-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás",0,140,3562.46,19,4506.15,2025-09,0.7333,0.6784,22,30,198.5,199.69,26,0.79,atenção,2025-09-25
VST003,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",4,427,1922.79,36,2529.96,2025-09,0.3462,0.2014,9,30,236.17,181.25,24,0.76,atenção,2025-09-25
ART003,Porto_Seguro-Pataxos-apartamento-JR-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós",0,711,1107.71,36,1769.7,2025-09,0.3667,0.3805,11,30,191.25,203.85,13,0.63,atenção,2025-09-25
CEL1804,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,24,2572.31,143,2973.3,2025-09,0.5667,0.6535,17,30,155.43,186.14,21,0.87,berlinda,2025-09-25
CTD0302,Penha-Longe-apartamento-JR-2Q,Carteira 6,SC,"Penha, SC","Penha, SC, Centro",0,115,1408.79,7,1861.83,2025-09,0.6,0.3819,18,30,138.44,120.2,15,0.76,atenção,2025-09-25
CVA305,Bombinhas-Bombas-apartamento-TOP-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",0,1033,3670.39,7,1776.5,2025-09,0.8,0.1631,24,30,308.56,284.55,11,2.07,meta_subestimada,2025-09-25
EAL0704,Balneario_Camboriu-Centro-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,516,3114.94,40,2217.55,2025-09,0.8667,0.4214,26,30,245.75,165.67,9,1.4,ok,2025-09-25
FDL101,Bombinhas-Bombas-apartamento-SIM-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",0,812,154.58,41,1060.84,2025-09,0.0667,0.3202,2,30,95.78,110.71,21,0.15,crítico,2025-09-25
GBA908,Sao_Paulo-Campo_Belo-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Campo Belo",0,111,2661.48,55,4036.65,2025-09,0.6667,0.7881,20,30,,161.31,29,0.66,atenção,2025-09-25
ILC1313,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1567,6343.41,17,5034.14,2025-09,0.8333,0.5746,25,30,425.92,352.59,17,1.26,ok,2025-09-25
ILC3404,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1627,7117.64,17,5034.14,2025-09,0.9,0.5746,27,30,455.95,404.2,5,1.41,ok,2025-09-25
IRB205,Florianopolis-Novo_Campeche-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,815,4971.28,43,3916.8,2025-09,0.8667,0.6771,26,30,286.12,252.4,5,1.27,ok,2025-09-25
JBV166,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",1,41,6458.64,26,4750.51,2025-09,0.931,0.5987,27,30,384.44,400.5,4,1.36,ok,2025-09-25
LOF1405,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",0,105,3907.81,396,4260.48,2025-09,0.7333,0.6882,22,30,192.2,200.58,26,0.92,berlinda,2025-09-25
MHF1908,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,248,4097.81,12,2525.58,2025-09,0.8333,0.3191,25,30,243.0,218.18,11,1.62,ok,2025-09-25
MSST1401,Goiania-Leste-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás",0,706,4048.28,19,4506.15,2025-09,0.7333,0.6784,22,30,189.0,200.25,24,0.9,berlinda,2025-09-25
NEB0103,Blumenau-Central-apartamento-SUP-2Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Velha",6,340,2325.18,45,2355.26,2025-09,0.7917,0.567,19,30,765.0,233.36,14,0.99,berlinda,2025-09-25
